animal_a,animal_b,n_shared_ids,modality,condition,similarity
2023-01-10-14,2023-01-06-08,64,Geometry,Aligned,0.9163384939115469
2023-01-10-14,2023-01-06-08,64,Activity,Aligned,0.3914346199761291
2023-01-10-14,2023-01-06-08,64,Multimodal,Aligned,0.6669212580276903
2023-01-10-14,2023-01-09-08,45,Geometry,Aligned,0.7722225936914324
2023-01-10-14,2023-01-09-08,45,Activity,Aligned,0.3034963077078968
2023-01-10-14,2023-01-09-08,45,Multimodal,Aligned,0.5711131816329533
2023-01-10-14,2023-01-09-15,75,Geometry,Aligned,0.8926268540381738
2023-01-10-14,2023-01-09-15,75,Activity,Aligned,0.3387714601030076
2023-01-10-14,2023-01-09-15,75,Multimodal,Aligned,0.6475699950401755
2023-01-10-14,2023-01-09-22,73,Geometry,Aligned,0.8673695728048879
2023-01-10-14,2023-01-09-22,73,Activity,Aligned,0.38886095284401273
2023-01-10-14,2023-01-09-22,73,Multimodal,Aligned,0.6372637154132743
2023-01-10-14,2023-01-09-28,75,Geometry,Aligned,0.8213261309492427
2023-01-10-14,2023-01-09-28,75,Activity,Aligned,0.4999388858449986
2023-01-10-14,2023-01-09-28,75,Multimodal,Aligned,0.6848752561385676
2023-01-10-14,2023-01-13-07,61,Geometry,Aligned,0.8797379215151769
2023-01-10-14,2023-01-13-07,61,Activity,Aligned,0.4416434126437696
2023-01-10-14,2023-01-13-07,61,Multimodal,Aligned,0.6774447322302052
2023-01-10-14,2023-01-16-01,66,Geometry,Aligned,0.8604096915148962
2023-01-10-14,2023-01-16-01,66,Activity,Aligned,0.4458882768811791
2023-01-10-14,2023-01-16-01,66,Multimodal,Aligned,0.6545862430551582
2023-01-10-14,2023-01-16-08,68,Geometry,Aligned,0.8973341400646819
2023-01-10-14,2023-01-16-08,68,Activity,Aligned,0.504402705485179
2023-01-10-14,2023-01-16-08,68,Multimodal,Aligned,0.6953001935488777
2023-01-10-14,2023-01-16-15,71,Geometry,Aligned,0.8377709524196859
2023-01-10-14,2023-01-16-15,71,Activity,Aligned,0.5536328514400768
2023-01-10-14,2023-01-16-15,71,Multimodal,Aligned,0.6883851759487705
2023-01-10-14,2023-01-16-22,67,Geometry,Aligned,0.6138053347013303
2023-01-10-14,2023-01-16-22,67,Activity,Aligned,0.3614525684842625
2023-01-10-14,2023-01-16-22,67,Multimodal,Aligned,0.4903114354939617
2023-01-10-14,2023-01-19-08,71,Geometry,Aligned,0.8703802881704991
2023-01-10-14,2023-01-19-08,71,Activity,Aligned,0.3010430173872665
2023-01-10-14,2023-01-19-08,71,Multimodal,Aligned,0.5841075473858737
2023-01-10-14,2023-01-19-15,43,Geometry,Aligned,0.8156130262615011
2023-01-10-14,2023-01-19-15,43,Activity,Aligned,0.3399746133353322
2023-01-10-14,2023-01-19-15,43,Multimodal,Aligned,0.6393940049862259
2023-01-10-14,2023-01-19-22,74,Geometry,Aligned,0.8574526440096851
2023-01-10-14,2023-01-19-22,74,Activity,Aligned,0.41785315088389524
2023-01-10-14,2023-01-19-22,74,Multimodal,Aligned,0.66582416743299
2023-01-10-14,2023-01-23-01,70,Geometry,Aligned,0.8388508214537791
2023-01-10-14,2023-01-23-01,70,Activity,Aligned,0.509015392029179
2023-01-10-14,2023-01-23-01,70,Multimodal,Aligned,0.6745052622033989
2023-01-10-14,2023-01-23-08,64,Geometry,Aligned,0.873750711198974
2023-01-10-14,2023-01-23-08,64,Activity,Aligned,0.3693690623482481
2023-01-10-14,2023-01-23-08,64,Multimodal,Aligned,0.609817862123948
2023-01-10-14,2023-01-23-15,78,Geometry,Aligned,0.8894875145935299
2023-01-10-14,2023-01-23-15,78,Activity,Aligned,0.4314243410584177
2023-01-10-14,2023-01-23-15,78,Multimodal,Aligned,0.6559711100427092
2023-01-10-14,2023-01-23-21,76,Geometry,Aligned,0.8869408596181979
2023-01-10-14,2023-01-23-21,76,Activity,Aligned,0.5342831496984339
2023-01-10-14,2023-01-23-21,76,Multimodal,Aligned,0.7107367884317232
2023-01-10-14,2022-06-28-01,58,Geometry,Aligned,0.11218017301297746
2023-01-10-14,2022-06-28-01,58,Activity,Aligned,0.5244381991767796
2023-01-10-14,2022-06-28-01,58,Multimodal,Aligned,0.3736760425588569
2023-01-10-14,2022-06-28-07,59,Geometry,Aligned,0.8827684722549113
2023-01-10-14,2022-06-28-07,59,Activity,Aligned,0.47786401541526313
2023-01-10-14,2022-06-28-07,59,Multimodal,Aligned,0.6715535436482957
2023-01-10-14,2023-01-17-01,75,Geometry,Aligned,0.8767963990673874
2023-01-10-14,2023-01-17-01,75,Activity,Aligned,0.4798498921295285
2023-01-10-14,2023-01-17-01,75,Multimodal,Aligned,0.6861506396363986
2023-01-10-14,2023-01-17-07,64,Geometry,Aligned,0.8740364221990985
2023-01-10-14,2023-01-17-07,64,Activity,Aligned,0.37069852984918555
2023-01-10-14,2023-01-17-07,64,Multimodal,Aligned,0.6309721680141956
2023-01-10-14,2023-01-17-14,74,Geometry,Aligned,0.834517785755073
2023-01-10-14,2023-01-17-14,74,Activity,Aligned,0.551435102253598
2023-01-10-14,2023-01-17-14,74,Multimodal,Aligned,0.6749469715911033
2023-01-10-14,2023-01-18-01,65,Geometry,Aligned,0.9356975643979596
2023-01-10-14,2023-01-18-01,65,Activity,Aligned,0.44028114265991725
2023-01-10-14,2023-01-18-01,65,Multimodal,Aligned,0.6836158474240089
2023-03-07-01,2022-06-14-01,56,Geometry,Aligned,0.9009172699127017
2023-03-07-01,2022-06-14-01,56,Activity,Aligned,0.43761759556797764
2023-03-07-01,2022-06-14-01,56,Multimodal,Aligned,0.6987655441130862
2023-03-07-01,2022-06-14-07,60,Geometry,Aligned,0.9211511337238494
2023-03-07-01,2022-06-14-07,60,Activity,Aligned,0.3743477141187622
2023-03-07-01,2022-06-14-07,60,Multimodal,Aligned,0.6687704196147822
2023-03-07-01,2022-06-14-13,67,Geometry,Aligned,0.8913180169591232
2023-03-07-01,2022-06-14-13,67,Activity,Aligned,0.3945496116999473
2023-03-07-01,2022-06-14-13,67,Multimodal,Aligned,0.6391478601722242
2023-03-07-01,2022-07-15-06,54,Geometry,Aligned,0.9181869348616062
2023-03-07-01,2022-07-15-06,54,Activity,Aligned,0.5445220435858917
2023-03-07-01,2022-07-15-06,54,Multimodal,Aligned,0.7422025664038484
2023-03-07-01,2022-07-15-12,63,Geometry,Aligned,0.9314539346302164
2023-03-07-01,2022-07-15-12,63,Activity,Aligned,0.4293945050090041
2023-03-07-01,2022-07-15-12,63,Multimodal,Aligned,0.6835456302076066
2023-03-07-01,2022-07-26-01,52,Geometry,Aligned,0.8616819799869069
2023-03-07-01,2022-07-26-01,52,Activity,Aligned,0.41566069058885485
2023-03-07-01,2022-07-26-01,52,Multimodal,Aligned,0.6388190469246995
2023-03-07-01,2022-08-02-01,70,Geometry,Aligned,0.9252885155321767
2023-03-07-01,2022-08-02-01,70,Activity,Aligned,0.4984822361239734
2023-03-07-01,2022-08-02-01,70,Multimodal,Aligned,0.5153631518234099
2023-03-07-01,2023-01-05-01,54,Geometry,Aligned,0.9077289496090524
2023-03-07-01,2023-01-05-01,54,Activity,Aligned,0.4289223617752773
2023-03-07-01,2023-01-05-01,54,Multimodal,Aligned,0.6768516961386724
2023-03-07-01,2023-01-05-18,59,Geometry,Aligned,0.8621057360745621
2023-03-07-01,2023-01-05-18,59,Activity,Aligned,0.4801481302574072
2023-03-07-01,2023-01-05-18,59,Multimodal,Aligned,0.6664503004664037
2023-03-07-01,2023-01-06-01,54,Geometry,Aligned,0.9121103318401295
2023-03-07-01,2023-01-06-01,54,Activity,Aligned,0.41685304404467644
2023-03-07-01,2023-01-06-01,54,Multimodal,Aligned,0.6672593292880963
2023-03-07-01,2023-01-06-08,59,Geometry,Aligned,0.9385653608004367
2023-03-07-01,2023-01-06-08,59,Activity,Aligned,0.36266116902471235
2023-03-07-01,2023-01-06-08,59,Multimodal,Aligned,0.6777559909427213
2023-03-07-01,2023-01-09-08,40,Geometry,Aligned,0.8322189663822193
2023-03-07-01,2023-01-09-08,40,Activity,Aligned,0.38282797526174395
2023-03-07-01,2023-01-09-08,40,Multimodal,Aligned,0.6289671824180868
2023-03-07-01,2023-01-09-15,69,Geometry,Aligned,0.9508943247021286
2023-03-07-01,2023-01-09-15,69,Activity,Aligned,0.3302892721966557
2023-03-07-01,2023-01-09-15,69,Multimodal,Aligned,0.6552947612348401
2023-03-07-01,2023-01-09-22,64,Geometry,Aligned,0.9290035420910633
2023-03-07-01,2023-01-09-22,64,Activity,Aligned,0.41666944885988044
2023-03-07-01,2023-01-09-22,64,Multimodal,Aligned,0.6839198542103679
2023-03-07-01,2023-01-09-28,61,Geometry,Aligned,0.9136117501088548
2023-03-07-01,2023-01-09-28,61,Activity,Aligned,0.49996334171427614
2023-03-07-01,2023-01-09-28,61,Multimodal,Aligned,0.707610074362048
2023-03-07-01,2023-01-13-07,54,Geometry,Aligned,0.9106363725242942
2023-03-07-01,2023-01-13-07,54,Activity,Aligned,0.2605887413079555
2023-03-07-01,2023-01-13-07,54,Multimodal,Aligned,0.6413630513425931
2023-03-07-01,2023-01-16-01,60,Geometry,Aligned,0.8887235522457931
2023-03-07-01,2023-01-16-01,60,Activity,Aligned,0.3848327085704725
2023-03-07-01,2023-01-16-01,60,Multimodal,Aligned,0.6313311502800905
2023-03-07-01,2023-01-16-08,59,Geometry,Aligned,0.8961308148008533
2023-03-07-01,2023-01-16-08,59,Activity,Aligned,0.37677293640309406
2023-03-07-01,2023-01-16-08,59,Multimodal,Aligned,0.6448876120907375
2023-03-07-01,2023-01-16-15,59,Geometry,Aligned,0.8633991588908623
2023-03-07-01,2023-01-16-15,59,Activity,Aligned,0.3988619626755543
2023-03-07-01,2023-01-16-15,59,Multimodal,Aligned,0.6256437985241177
2023-03-07-01,2023-01-16-22,55,Geometry,Aligned,0.595292948557112
2023-03-07-01,2023-01-16-22,55,Activity,Aligned,0.4405995468196887
2023-03-07-01,2023-01-16-22,55,Multimodal,Aligned,0.5549119649872915
2023-03-07-01,2023-01-19-08,60,Geometry,Aligned,0.9076022984892528
2023-03-07-01,2023-01-19-08,60,Activity,Aligned,0.4398794834193312
2023-03-07-01,2023-01-19-08,60,Multimodal,Aligned,0.694462556972861
2023-03-07-01,2023-01-19-15,36,Geometry,Aligned,0.9069647927469261
2023-03-07-01,2023-01-19-15,36,Activity,Aligned,0.3106124442689951
2023-03-07-01,2023-01-19-15,36,Multimodal,Aligned,0.6111395829676972
2023-03-07-01,2023-01-19-22,65,Geometry,Aligned,0.9376865042825794
2023-03-07-01,2023-01-19-22,65,Activity,Aligned,0.40306049408618005
2023-03-07-01,2023-01-19-22,65,Multimodal,Aligned,0.706871665292585
2023-03-07-01,2023-01-23-01,57,Geometry,Aligned,0.9060943641947086
2023-03-07-01,2023-01-23-01,57,Activity,Aligned,0.41756335126715055
2023-03-07-01,2023-01-23-01,57,Multimodal,Aligned,0.6697272892823976
2023-03-07-01,2023-01-23-08,56,Geometry,Aligned,0.8607301666444168
2023-03-07-01,2023-01-23-08,56,Activity,Aligned,0.26463673845316094
2023-03-07-01,2023-01-23-08,56,Multimodal,Aligned,0.5731335831006655
2023-03-07-01,2023-01-23-15,69,Geometry,Aligned,0.8885498333977851
2023-03-07-01,2023-01-23-15,69,Activity,Aligned,0.37904549917733904
2023-03-07-01,2023-01-23-15,69,Multimodal,Aligned,0.6545687156842401
2023-03-07-01,2023-01-23-21,65,Geometry,Aligned,0.9299557287511995
2023-03-07-01,2023-01-23-21,65,Activity,Aligned,0.48502757080158687
2023-03-07-01,2023-01-23-21,65,Multimodal,Aligned,0.7322341969528754
2023-03-07-01,2022-06-28-01,56,Geometry,Aligned,0.15137285712836268
2023-03-07-01,2022-06-28-01,56,Activity,Aligned,0.5171564223984975
2023-03-07-01,2022-06-28-01,56,Multimodal,Aligned,0.39485599039474195
2023-03-07-01,2022-06-28-07,57,Geometry,Aligned,0.9031581482545796
2023-03-07-01,2022-06-28-07,57,Activity,Aligned,0.44818552057309696
2023-03-07-01,2022-06-28-07,57,Multimodal,Aligned,0.6858998440541625
2023-03-07-01,2023-01-17-01,62,Geometry,Aligned,0.9067795366293523
2023-03-07-01,2023-01-17-01,62,Activity,Aligned,0.4618325871986926
2023-03-07-01,2023-01-17-01,62,Multimodal,Aligned,0.6792476928034799
2023-03-07-01,2023-01-17-07,60,Geometry,Aligned,0.8943675124208683
2023-03-07-01,2023-01-17-07,60,Activity,Aligned,0.4131029294618517
2023-03-07-01,2023-01-17-07,60,Multimodal,Aligned,0.6878087678045072
2023-03-07-01,2023-01-17-14,65,Geometry,Aligned,0.9158041099281323
2023-03-07-01,2023-01-17-14,65,Activity,Aligned,0.4613626102017583
2023-03-07-01,2023-01-17-14,65,Multimodal,Aligned,0.6613886374846959
2023-03-07-01,2023-01-18-01,57,Geometry,Aligned,0.9137182538614702
2023-03-07-01,2023-01-18-01,57,Activity,Aligned,0.3985754337112758
2023-03-07-01,2023-01-18-01,57,Multimodal,Aligned,0.6521146656072351
2022-06-14-01,2022-06-14-07,65,Geometry,Aligned,0.957683807085394
2022-06-14-01,2022-06-14-07,65,Activity,Aligned,0.43665195669574075
2022-06-14-01,2022-06-14-07,65,Multimodal,Aligned,0.7319091571904278
2022-06-14-01,2022-06-14-13,64,Geometry,Aligned,0.9203899807013771
2022-06-14-01,2022-06-14-13,64,Activity,Aligned,0.5470708857563439
2022-06-14-01,2022-06-14-13,64,Multimodal,Aligned,0.721686214341489
2022-06-14-01,2022-07-15-06,50,Geometry,Aligned,0.9280916924560988
2022-06-14-01,2022-07-15-06,50,Activity,Aligned,0.337819554607273
2022-06-14-01,2022-07-15-06,50,Multimodal,Aligned,0.6148560388719039
2022-06-14-01,2022-07-15-12,58,Geometry,Aligned,0.9356023081997871
2022-06-14-01,2022-07-15-12,58,Activity,Aligned,0.6118197306134988
2022-06-14-01,2022-07-15-12,58,Multimodal,Aligned,0.7629124693888272
2022-06-14-01,2022-07-26-01,52,Geometry,Aligned,0.9375545089670162
2022-06-14-01,2022-07-26-01,52,Activity,Aligned,0.4611255641897835
2022-06-14-01,2022-07-26-01,52,Multimodal,Aligned,0.6808873955697752
2022-06-14-01,2022-08-02-01,74,Geometry,Aligned,0.9086719869493117
2022-06-14-01,2022-08-02-01,74,Activity,Aligned,0.4735151281269694
2022-06-14-01,2022-08-02-01,74,Multimodal,Aligned,0.48066737364561213
2022-06-14-01,2023-01-05-01,55,Geometry,Aligned,0.8455838460381293
2022-06-14-01,2023-01-05-01,55,Activity,Aligned,0.541835613342133
2022-06-14-01,2023-01-05-01,55,Multimodal,Aligned,0.7237161353543416
2022-06-14-01,2023-01-05-18,61,Geometry,Aligned,0.9223218739358193
2022-06-14-01,2023-01-05-18,61,Activity,Aligned,0.5797296271971726
2022-06-14-01,2023-01-05-18,61,Multimodal,Aligned,0.7626505155041762
2022-06-14-01,2023-01-06-01,55,Geometry,Aligned,0.9576725847323712
2022-06-14-01,2023-01-06-01,55,Activity,Aligned,0.5083700030189408
2022-06-14-01,2023-01-06-01,55,Multimodal,Aligned,0.7432881850330614
2022-06-14-01,2023-01-06-08,52,Geometry,Aligned,0.9520626071417368
2022-06-14-01,2023-01-06-08,52,Activity,Aligned,0.39521049086839044
2022-06-14-01,2023-01-06-08,52,Multimodal,Aligned,0.6961393585753372
2022-06-14-01,2023-01-09-08,38,Geometry,Aligned,0.8426954137692522
2022-06-14-01,2023-01-09-08,38,Activity,Aligned,0.446297909471417
2022-06-14-01,2023-01-09-08,38,Multimodal,Aligned,0.6666427553034553
2022-06-14-01,2023-01-09-15,59,Geometry,Aligned,0.9197162014854658
2022-06-14-01,2023-01-09-15,59,Activity,Aligned,0.4277741725060689
2022-06-14-01,2023-01-09-15,59,Multimodal,Aligned,0.6808382220088292
2022-06-14-01,2023-01-09-22,60,Geometry,Aligned,0.9286584494163992
2022-06-14-01,2023-01-09-22,60,Activity,Aligned,0.46279070142541245
2022-06-14-01,2023-01-09-22,60,Multimodal,Aligned,0.6919858820882624
2022-06-14-01,2023-01-09-28,51,Geometry,Aligned,0.8913249061847971
2022-06-14-01,2023-01-09-28,51,Activity,Aligned,0.45064737276206035
2022-06-14-01,2023-01-09-28,51,Multimodal,Aligned,0.6989282804526022
2022-06-14-01,2023-01-13-07,50,Geometry,Aligned,0.9320758029393352
2022-06-14-01,2023-01-13-07,50,Activity,Aligned,0.3976248232524511
2022-06-14-01,2023-01-13-07,50,Multimodal,Aligned,0.6878944569259257
2022-06-14-01,2023-01-16-01,56,Geometry,Aligned,0.8972709249432173
2022-06-14-01,2023-01-16-01,56,Activity,Aligned,0.47916487922881346
2022-06-14-01,2023-01-16-01,56,Multimodal,Aligned,0.6797825462599992
2022-06-14-01,2023-01-16-08,57,Geometry,Aligned,0.9029528533616887
2022-06-14-01,2023-01-16-08,57,Activity,Aligned,0.4247899428012382
2022-06-14-01,2023-01-16-08,57,Multimodal,Aligned,0.6706231392058677
2022-06-14-01,2023-01-16-15,54,Geometry,Aligned,0.9334180703330314
2022-06-14-01,2023-01-16-15,54,Activity,Aligned,0.41269417095226724
2022-06-14-01,2023-01-16-15,54,Multimodal,Aligned,0.6964270309403524
2022-06-14-01,2023-01-16-22,55,Geometry,Aligned,0.5779398312229583
2022-06-14-01,2023-01-16-22,55,Activity,Aligned,0.39505856679180074
2022-06-14-01,2023-01-16-22,55,Multimodal,Aligned,0.5562257518051761
2022-06-14-01,2023-01-19-08,53,Geometry,Aligned,0.9118530812385445
2022-06-14-01,2023-01-19-08,53,Activity,Aligned,0.37748351264097896
2022-06-14-01,2023-01-19-08,53,Multimodal,Aligned,0.6706224397107471
2022-06-14-01,2023-01-19-15,32,Geometry,Aligned,0.8612600493380725
2022-06-14-01,2023-01-19-15,32,Activity,Aligned,0.315116039278472
2022-06-14-01,2023-01-19-15,32,Multimodal,Aligned,0.5851619014783576
2022-06-14-01,2023-01-19-22,58,Geometry,Aligned,0.9204302194460723
2022-06-14-01,2023-01-19-22,58,Activity,Aligned,0.5698659169677308
2022-06-14-01,2023-01-19-22,58,Multimodal,Aligned,0.7528018510741704
2022-06-14-01,2023-01-23-01,49,Geometry,Aligned,0.913666103737899
2022-06-14-01,2023-01-23-01,49,Activity,Aligned,0.48545469786758993
2022-06-14-01,2023-01-23-01,49,Multimodal,Aligned,0.6833153636654982
2022-06-14-01,2023-01-23-08,57,Geometry,Aligned,0.9477987500470727
2022-06-14-01,2023-01-23-08,57,Activity,Aligned,0.2706938005764341
2022-06-14-01,2023-01-23-08,57,Multimodal,Aligned,0.6403883453443837
2022-06-14-01,2023-01-23-15,62,Geometry,Aligned,0.9303183546198783
2022-06-14-01,2023-01-23-15,62,Activity,Aligned,0.3791943657264273
2022-06-14-01,2023-01-23-15,62,Multimodal,Aligned,0.64563755269115
2022-06-14-01,2023-01-23-21,63,Geometry,Aligned,0.9503297861788406
2022-06-14-01,2023-01-23-21,63,Activity,Aligned,0.5751499425217979
2022-06-14-01,2023-01-23-21,63,Multimodal,Aligned,0.7537101450330342
2022-06-14-01,2022-06-28-01,54,Geometry,Aligned,0.8917087415874322
2022-06-14-01,2022-06-28-01,54,Activity,Aligned,0.4939141793918981
2022-06-14-01,2022-06-28-01,54,Multimodal,Aligned,0.5247807272260538
2022-06-14-01,2022-06-28-07,54,Geometry,Aligned,0.9173707222396245
2022-06-14-01,2022-06-28-07,54,Activity,Aligned,0.5394384679147475
2022-06-14-01,2022-06-28-07,54,Multimodal,Aligned,0.7194233197080623
2022-06-14-01,2023-01-17-01,59,Geometry,Aligned,0.8948840449165323
2022-06-14-01,2023-01-17-01,59,Activity,Aligned,0.46955475745295777
2022-06-14-01,2023-01-17-01,59,Multimodal,Aligned,0.6846686672588046
2022-06-14-01,2023-01-17-07,55,Geometry,Aligned,0.9280138292126732
2022-06-14-01,2023-01-17-07,55,Activity,Aligned,0.5400863145192245
2022-06-14-01,2023-01-17-07,55,Multimodal,Aligned,0.771226530049921
2022-06-14-01,2023-01-17-14,63,Geometry,Aligned,0.9242644362517473
2022-06-14-01,2023-01-17-14,63,Activity,Aligned,0.4478392791075744
2022-06-14-01,2023-01-17-14,63,Multimodal,Aligned,0.6400881420978136
2022-06-14-01,2023-01-18-01,52,Geometry,Aligned,0.9307054155321517
2022-06-14-01,2023-01-18-01,52,Activity,Aligned,0.4385901970363005
2022-06-14-01,2023-01-18-01,52,Multimodal,Aligned,0.684348064855842
2022-06-14-07,2022-06-14-13,71,Geometry,Aligned,0.9388797937808623
2022-06-14-07,2022-06-14-13,71,Activity,Aligned,0.5770644279739782
2022-06-14-07,2022-06-14-13,71,Multimodal,Aligned,0.771208214874086
2022-06-14-07,2022-07-15-06,54,Geometry,Aligned,0.8856927991859989
2022-06-14-07,2022-07-15-06,54,Activity,Aligned,0.2194059297430939
2022-06-14-07,2022-07-15-06,54,Multimodal,Aligned,0.546236047981074
2022-06-14-07,2022-07-15-12,65,Geometry,Aligned,0.9387654574839395
2022-06-14-07,2022-07-15-12,65,Activity,Aligned,0.3826425256240447
2022-06-14-07,2022-07-15-12,65,Multimodal,Aligned,0.6945971410293521
2022-06-14-07,2022-07-26-01,53,Geometry,Aligned,0.946826415728535
2022-06-14-07,2022-07-26-01,53,Activity,Aligned,0.49889880161923394
2022-06-14-07,2022-07-26-01,53,Multimodal,Aligned,0.7457904174932412
2022-06-14-07,2022-08-02-01,76,Geometry,Aligned,0.9397621898470585
2022-06-14-07,2022-08-02-01,76,Activity,Aligned,0.5576763438495347
2022-06-14-07,2022-08-02-01,76,Multimodal,Aligned,0.530103488899856
2022-06-14-07,2023-01-05-01,62,Geometry,Aligned,0.8901733247000887
2022-06-14-07,2023-01-05-01,62,Activity,Aligned,0.3288576834259057
2022-06-14-07,2023-01-05-01,62,Multimodal,Aligned,0.6299535133609645
2022-06-14-07,2023-01-05-18,62,Geometry,Aligned,0.9199635133314824
2022-06-14-07,2023-01-05-18,62,Activity,Aligned,0.32334648631795077
2022-06-14-07,2023-01-05-18,62,Multimodal,Aligned,0.6500725725736303
2022-06-14-07,2023-01-06-01,56,Geometry,Aligned,0.9403691259154541
2022-06-14-07,2023-01-06-01,56,Activity,Aligned,0.24134426638022535
2022-06-14-07,2023-01-06-01,56,Multimodal,Aligned,0.6209729712461225
2022-06-14-07,2023-01-06-08,60,Geometry,Aligned,0.9533640670510339
2022-06-14-07,2023-01-06-08,60,Activity,Aligned,0.28774619054194583
2022-06-14-07,2023-01-06-08,60,Multimodal,Aligned,0.636347619931834
2022-06-14-07,2023-01-09-08,42,Geometry,Aligned,0.8147069299194698
2022-06-14-07,2023-01-09-08,42,Activity,Aligned,0.3460337277577156
2022-06-14-07,2023-01-09-08,42,Multimodal,Aligned,0.5630139621025361
2022-06-14-07,2023-01-09-15,69,Geometry,Aligned,0.9353006507557247
2022-06-14-07,2023-01-09-15,69,Activity,Aligned,0.36033176146184553
2022-06-14-07,2023-01-09-15,69,Multimodal,Aligned,0.6821268642466931
2022-06-14-07,2023-01-09-22,67,Geometry,Aligned,0.9327799392991857
2022-06-14-07,2023-01-09-22,67,Activity,Aligned,0.4112014877053054
2022-06-14-07,2023-01-09-22,67,Multimodal,Aligned,0.7079394313266596
2022-06-14-07,2023-01-09-28,63,Geometry,Aligned,0.8964163917593873
2022-06-14-07,2023-01-09-28,63,Activity,Aligned,0.48765020427249417
2022-06-14-07,2023-01-09-28,63,Multimodal,Aligned,0.7045354620675037
2022-06-14-07,2023-01-13-07,54,Geometry,Aligned,0.9452342779783005
2022-06-14-07,2023-01-13-07,54,Activity,Aligned,0.23906894801956027
2022-06-14-07,2023-01-13-07,54,Multimodal,Aligned,0.6528681745944708
2022-06-14-07,2023-01-16-01,60,Geometry,Aligned,0.9303962706858232
2022-06-14-07,2023-01-16-01,60,Activity,Aligned,0.34201962632490784
2022-06-14-07,2023-01-16-01,60,Multimodal,Aligned,0.6552389268949608
2022-06-14-07,2023-01-16-08,62,Geometry,Aligned,0.922515921569226
2022-06-14-07,2023-01-16-08,62,Activity,Aligned,0.3292830472546218
2022-06-14-07,2023-01-16-08,62,Multimodal,Aligned,0.638452905693324
2022-06-14-07,2023-01-16-15,62,Geometry,Aligned,0.9587406843702488
2022-06-14-07,2023-01-16-15,62,Activity,Aligned,0.2690178215986114
2022-06-14-07,2023-01-16-15,62,Multimodal,Aligned,0.6225022547655288
2022-06-14-07,2023-01-16-22,60,Geometry,Aligned,0.8944689237298747
2022-06-14-07,2023-01-16-22,60,Activity,Aligned,0.331335045158014
2022-06-14-07,2023-01-16-22,60,Multimodal,Aligned,0.6274669203842357
2022-06-14-07,2023-01-19-08,59,Geometry,Aligned,0.9349219176130975
2022-06-14-07,2023-01-19-08,59,Activity,Aligned,0.2481027753869222
2022-06-14-07,2023-01-19-08,59,Multimodal,Aligned,0.6053872018908574
2022-06-14-07,2023-01-19-15,33,Geometry,Aligned,0.8716516859399666
2022-06-14-07,2023-01-19-15,33,Activity,Aligned,0.3612928877147697
2022-06-14-07,2023-01-19-15,33,Multimodal,Aligned,0.6469677565520094
2022-06-14-07,2023-01-19-22,61,Geometry,Aligned,0.9462739360675959
2022-06-14-07,2023-01-19-22,61,Activity,Aligned,0.31478776647186313
2022-06-14-07,2023-01-19-22,61,Multimodal,Aligned,0.6778796295752845
2022-06-14-07,2023-01-23-01,57,Geometry,Aligned,0.9292567548854348
2022-06-14-07,2023-01-23-01,57,Activity,Aligned,0.3672241934003495
2022-06-14-07,2023-01-23-01,57,Multimodal,Aligned,0.6547281874971761
2022-06-14-07,2023-01-23-08,59,Geometry,Aligned,0.9655143514402564
2022-06-14-07,2023-01-23-08,59,Activity,Aligned,0.2935305438344446
2022-06-14-07,2023-01-23-08,59,Multimodal,Aligned,0.6679798029437959
2022-06-14-07,2023-01-23-15,68,Geometry,Aligned,0.952525885447365
2022-06-14-07,2023-01-23-15,68,Activity,Aligned,0.5412386326976648
2022-06-14-07,2023-01-23-15,68,Multimodal,Aligned,0.759489017462081
2022-06-14-07,2023-01-23-21,70,Geometry,Aligned,0.9531512394174505
2022-06-14-07,2023-01-23-21,70,Activity,Aligned,0.4154171843642012
2022-06-14-07,2023-01-23-21,70,Multimodal,Aligned,0.698129101972055
2022-06-14-07,2022-06-28-01,58,Geometry,Aligned,0.09524631471729915
2022-06-14-07,2022-06-28-01,58,Activity,Aligned,0.46411525680601406
2022-06-14-07,2022-06-28-01,58,Multimodal,Aligned,0.2680307893238684
2022-06-14-07,2022-06-28-07,61,Geometry,Aligned,0.9030074996549659
2022-06-14-07,2022-06-28-07,61,Activity,Aligned,0.4198964314901144
2022-06-14-07,2022-06-28-07,61,Multimodal,Aligned,0.6845338703812867
2022-06-14-07,2023-01-17-01,67,Geometry,Aligned,0.9440021281838933
2022-06-14-07,2023-01-17-01,67,Activity,Aligned,0.40994839267738764
2022-06-14-07,2023-01-17-01,67,Multimodal,Aligned,0.7035142851799744
2022-06-14-07,2023-01-17-07,64,Geometry,Aligned,0.9538211106834458
2022-06-14-07,2023-01-17-07,64,Activity,Aligned,0.4410957994678642
2022-06-14-07,2023-01-17-07,64,Multimodal,Aligned,0.7520229048343093
2022-06-14-07,2023-01-17-14,75,Geometry,Aligned,0.9460150023153769
2022-06-14-07,2023-01-17-14,75,Activity,Aligned,0.3668352038277768
2022-06-14-07,2023-01-17-14,75,Multimodal,Aligned,0.6137620654277826
2022-06-14-07,2023-01-18-01,59,Geometry,Aligned,0.9405492971228053
2022-06-14-07,2023-01-18-01,59,Activity,Aligned,0.44348318300140105
2022-06-14-07,2023-01-18-01,59,Multimodal,Aligned,0.720523542548182
2022-06-14-13,2022-07-15-06,56,Geometry,Aligned,0.9064459099177476
2022-06-14-13,2022-07-15-06,56,Activity,Aligned,0.35011660896214414
