method,display_name,fold,test_fish,seed,pair_index,pair_id,queries,top1,top5,mrr,hungarian,coverage
fdnc,fDNC,8,lineage_20170925,42,3,lineage_20170925__gap60m__p003,156,0.8397435897435898,1.0,0.9177350427350427,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,4,lineage_20170925__gap60m__p004,156,0.8653846153846154,1.0,0.9294871794871795,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,5,lineage_20170925__gap60m__p005,156,0.8974358974358975,1.0,0.9465811965811965,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,6,lineage_20170925__gap60m__p006,156,0.9743589743589743,1.0,0.9861111111111109,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,7,lineage_20170925__gap60m__p007,156,0.9294871794871795,1.0,0.9626068376068375,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,8,lineage_20170925__gap60m__p008,156,0.9743589743589743,1.0,0.9871794871794872,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,9,lineage_20170925__gap60m__p009,156,0.9743589743589743,1.0,0.9871794871794872,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,10,lineage_20170925__gap60m__p010,156,0.9615384615384616,1.0,0.9807692307692307,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,11,lineage_20170925__gap60m__p011,156,0.9615384615384616,1.0,0.9807692307692307,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,12,lineage_20170925__gap60m__p012,156,0.9551282051282052,1.0,0.9775641025641025,1.0,1.0
fdnc,fDNC,8,lineage_20170925,42,13,lineage_20170925__gap60m__p013,156,0.967948717948718,1.0,0.9839743589743589,1.0,1.0
nuclr,NuCLR,1,func_20150410,42,0,func_20150410__gap60m__p000,198,0.015151515151515152,0.045454545454545456,0.05371553368335744,0.010101010101010102,1.0
nuclr,NuCLR,1,func_20150410,42,1,func_20150410__gap60m__p001,200,0.015,0.065,0.06251164330702824,0.02,1.0
nuclr,NuCLR,1,func_20150410,42,2,func_20150410__gap60m__p002,202,0.0,0.04950495049504951,0.04273555435654583,0.0,1.0
nuclr,NuCLR,1,func_20150410,42,3,func_20150410__gap60m__p003,206,0.0,0.038834951456310676,0.047314358539160994,0.0,1.0
nuclr,NuCLR,1,func_20150410,42,4,func_20150410__gap60m__p004,210,0.004761904761904762,0.04285714285714286,0.05276439134216024,0.009523809523809525,1.0
nuclr,NuCLR,1,func_20150410,42,5,func_20150410__gap60m__p005,212,0.014150943396226415,0.05188679245283019,0.05453787763775931,0.02830188679245283,1.0
nuclr,NuCLR,1,func_20150410,42,6,func_20150410__gap60m__p006,218,0.0045871559633027525,0.07339449541284404,0.056104076938181355,0.009174311926605505,1.0
nuclr,NuCLR,1,func_20150410,42,7,func_20150410__gap60m__p007,222,0.013513513513513514,0.04054054054054054,0.05626431159838711,0.018018018018018018,1.0
nuclr,NuCLR,1,func_20150410,42,8,func_20150410__gap60m__p008,224,0.017857142857142856,0.05803571428571429,0.06316939621468351,0.026785714285714284,1.0
nuclr,NuCLR,1,func_20150410,42,9,func_20150410__gap60m__p009,230,0.021739130434782608,0.12608695652173912,0.089890914523234,0.034782608695652174,1.0
nuclr,NuCLR,1,func_20150410,42,10,func_20150410__gap60m__p010,230,0.02608695652173913,0.12173913043478261,0.09113374191168758,0.02608695652173913,1.0
nuclr,NuCLR,1,func_20150410,42,11,func_20150410__gap60m__p011,232,0.03879310344827586,0.14224137931034483,0.11701208747628997,0.04310344827586207,1.0
nuclr,NuCLR,1,func_20150410,42,12,func_20150410__gap60m__p012,232,0.03879310344827586,0.15086206896551724,0.11346188344431009,0.04310344827586207,1.0
nuclr,NuCLR,1,func_20150410,42,13,func_20150410__gap60m__p013,236,0.05508474576271186,0.211864406779661,0.1506518210484882,0.09322033898305085,1.0
nuclr,NuCLR,1,func_20150410,42,14,func_20150410__gap60m__p014,240,0.016666666666666666,0.16666666666666666,0.10817061302931762,0.025,1.0
nuclr,NuCLR,1,func_20150410,42,15,func_20150410__gap60m__p015,244,0.04918032786885246,0.14344262295081966,0.12361459705233248,0.040983606557377046,1.0
nuclr,NuCLR,2,func_20150417,42,0,func_20150417__gap60m__p000,212,0.009433962264150943,0.04716981132075472,0.05598261704654448,0.018867924528301886,1.0
nuclr,NuCLR,2,func_20150417,42,1,func_20150417__gap60m__p001,214,0.018691588785046728,0.06074766355140187,0.0671330505930676,0.0,1.0
nuclr,NuCLR,2,func_20150417,42,2,func_20150417__gap60m__p002,216,0.046296296296296294,0.1527777777777778,0.11075421026851434,0.027777777777777776,1.0
nuclr,NuCLR,2,func_20150417,42,3,func_20150417__gap60m__p003,216,0.013888888888888888,0.07407407407407407,0.06858288342473776,0.018518518518518517,1.0
nuclr,NuCLR,2,func_20150417,42,4,func_20150417__gap60m__p004,216,0.009259259259259259,0.05555555555555555,0.056612829059789635,0.009259259259259259,1.0
nuclr,NuCLR,2,func_20150417,42,5,func_20150417__gap60m__p005,216,0.023148148148148147,0.09722222222222222,0.08675767202155411,0.009259259259259259,1.0
nuclr,NuCLR,2,func_20150417,42,6,func_20150417__gap60m__p006,216,0.046296296296296294,0.10648148148148148,0.10194605805522146,0.027777777777777776,1.0
nuclr,NuCLR,2,func_20150417,42,7,func_20150417__gap60m__p007,216,0.023148148148148147,0.09259259259259259,0.09331925380594648,0.018518518518518517,1.0
nuclr,NuCLR,2,func_20150417,42,8,func_20150417__gap60m__p008,218,0.027522935779816515,0.12385321100917432,0.11114225232623341,0.027522935779816515,1.0
nuclr,NuCLR,2,func_20150417,42,9,func_20150417__gap60m__p009,220,0.02727272727272727,0.14545454545454545,0.1094928976161386,0.045454545454545456,1.0
nuclr,NuCLR,2,func_20150417,42,10,func_20150417__gap60m__p010,220,0.02727272727272727,0.16818181818181818,0.11903122311438204,0.05454545454545454,1.0
nuclr,NuCLR,2,func_20150417,42,11,func_20150417__gap60m__p011,222,0.018018018018018018,0.18018018018018017,0.11453253307814446,0.02702702702702703,1.0
nuclr,NuCLR,2,func_20150417,42,12,func_20150417__gap60m__p012,224,0.05357142857142857,0.15178571428571427,0.13365286630485426,0.044642857142857144,1.0
nuclr,NuCLR,2,func_20150417,42,13,func_20150417__gap60m__p013,224,0.05357142857142857,0.17410714285714285,0.13564261754805415,0.03571428571428571,1.0
nuclr,NuCLR,2,func_20150417,42,14,func_20150417__gap60m__p014,226,0.05309734513274336,0.20353982300884957,0.15253693769619822,0.061946902654867256,1.0
nuclr,NuCLR,2,func_20150417,42,15,func_20150417__gap60m__p015,226,0.05309734513274336,0.26548672566371684,0.1716261982025237,0.10619469026548672,1.0
nuclr,NuCLR,2,func_20150417,42,16,func_20150417__gap60m__p016,226,0.0752212389380531,0.20353982300884957,0.16658173992513695,0.04424778761061947,1.0
nuclr,NuCLR,2,func_20150417,42,17,func_20150417__gap60m__p017,226,0.02654867256637168,0.13274336283185842,0.10618884564378786,0.02654867256637168,1.0
nuclr,NuCLR,3,func_20161004,42,0,func_20161004__gap60m__p000,128,0.015625,0.1015625,0.09063385199584996,0.03125,1.0
nuclr,NuCLR,3,func_20161004,42,1,func_20161004__gap60m__p001,128,0.015625,0.0703125,0.07516995783238035,0.0,1.0
nuclr,NuCLR,3,func_20161004,42,2,func_20161004__gap60m__p002,128,0.03125,0.15625,0.11718627063187995,0.03125,1.0
nuclr,NuCLR,3,func_20161004,42,3,func_20161004__gap60m__p003,128,0.015625,0.140625,0.09662459481007009,0.03125,1.0
nuclr,NuCLR,3,func_20161004,42,4,func_20161004__gap60m__p004,128,0.015625,0.1015625,0.0867475560404576,0.015625,1.0
nuclr,NuCLR,3,func_20161004,42,5,func_20161004__gap60m__p005,128,0.0234375,0.109375,0.10173550506005061,0.0,1.0
nuclr,NuCLR,4,islet_20170202,42,0,islet_20170202__gap60m__p000,140,0.02142857142857143,0.08571428571428572,0.08490717907052293,0.014285714285714285,1.0
nuclr,NuCLR,4,islet_20170202,42,1,islet_20170202__gap60m__p001,140,0.0,0.06428571428571428,0.057531546326040926,0.0,1.0
nuclr,NuCLR,4,islet_20170202,42,2,islet_20170202__gap60m__p002,140,0.014285714285714285,0.07857142857142857,0.06953324577371034,0.014285714285714285,1.0
nuclr,NuCLR,4,islet_20170202,42,3,islet_20170202__gap60m__p003,140,0.02857142857142857,0.05714285714285714,0.07487134402630816,0.02857142857142857,1.0
nuclr,NuCLR,4,islet_20170202,42,4,islet_20170202__gap60m__p004,140,0.02142857142857143,0.08571428571428572,0.07735397630706357,0.02857142857142857,1.0
nuclr,NuCLR,4,islet_20170202,42,5,islet_20170202__gap60m__p005,140,0.02142857142857143,0.09285714285714286,0.08658956635542829,0.014285714285714285,1.0
nuclr,NuCLR,4,islet_20170202,42,6,islet_20170202__gap60m__p006,140,0.05714285714285714,0.11428571428571428,0.10789712323613637,0.05714285714285714,1.0
nuclr,NuCLR,4,islet_20170202,42,7,islet_20170202__gap60m__p007,140,0.02142857142857143,0.08571428571428572,0.08155567038767496,0.014285714285714285,1.0
nuclr,NuCLR,4,islet_20170202,42,8,islet_20170202__gap60m__p008,140,0.02857142857142857,0.06428571428571428,0.07276593892725361,0.0,1.0
nuclr,NuCLR,4,islet_20170202,42,9,islet_20170202__gap60m__p009,140,0.007142857142857143,0.1,0.08606040240265009,0.014285714285714285,1.0
nuclr,NuCLR,4,islet_20170202,42,10,islet_20170202__gap60m__p010,140,0.02142857142857143,0.11428571428571428,0.08657691849336345,0.0,1.0
nuclr,NuCLR,4,islet_20170202,42,11,islet_20170202__gap60m__p011,140,0.014285714285714285,0.06428571428571428,0.07356482379346448,0.04285714285714286,1.0
nuclr,NuCLR,4,islet_20170202,42,12,islet_20170202__gap60m__p012,140,0.014285714285714285,0.03571428571428571,0.05286596240685521,0.014285714285714285,1.0
nuclr,NuCLR,5,islet_20170216,42,0,islet_20170216__gap60m__p000,122,0.01639344262295082,0.09836065573770492,0.08595370835342671,0.01639344262295082,1.0
nuclr,NuCLR,5,islet_20170216,42,1,islet_20170216__gap60m__p001,122,0.03278688524590164,0.09836065573770492,0.09054587415588308,0.01639344262295082,1.0
nuclr,NuCLR,5,islet_20170216,42,2,islet_20170216__gap60m__p002,122,0.0,0.05737704918032787,0.0628874127286064,0.06557377049180328,1.0
nuclr,NuCLR,5,islet_20170216,42,3,islet_20170216__gap60m__p003,122,0.01639344262295082,0.08196721311475409,0.08203552822382484,0.0,1.0
nuclr,NuCLR,5,islet_20170216,42,4,islet_20170216__gap60m__p004,122,0.00819672131147541,0.07377049180327869,0.07081782039794583,0.0,1.0
nuclr,NuCLR,5,islet_20170216,42,5,islet_20170216__gap60m__p005,122,0.03278688524590164,0.10655737704918032,0.10318281106367741,0.01639344262295082,1.0
nuclr,NuCLR,5,islet_20170216,42,6,islet_20170216__gap60m__p006,122,0.08196721311475409,0.23770491803278687,0.17856279556266969,0.08196721311475409,1.0
nuclr,NuCLR,5,islet_20170216,42,7,islet_20170216__gap60m__p007,122,0.06557377049180328,0.14754098360655737,0.13066477726671635,0.03278688524590164,1.0
nuclr,NuCLR,5,islet_20170216,42,8,islet_20170216__gap60m__p008,122,0.00819672131147541,0.13114754098360656,0.10328318360827614,0.0,1.0
nuclr,NuCLR,5,islet_20170216,42,9,islet_20170216__gap60m__p009,122,0.08196721311475409,0.319672131147541,0.20100952638452835,0.03278688524590164,1.0
nuclr,NuCLR,5,islet_20170216,42,10,islet_20170216__gap60m__p010,122,0.040983606557377046,0.20491803278688525,0.1484587727311881,0.08196721311475409,1.0
nuclr,NuCLR,5,islet_20170216,42,11,islet_20170216__gap60m__p011,122,0.03278688524590164,0.2540983606557377,0.15292198209893007,0.03278688524590164,1.0
nuclr,NuCLR,6,lineage_20160328,42,0,lineage_20160328__gap60m__p000,114,0.06140350877192982,0.20175438596491227,0.14258572804684203,0.017543859649122806,1.0
nuclr,NuCLR,6,lineage_20160328,42,1,lineage_20160328__gap60m__p001,114,0.03508771929824561,0.12280701754385964,0.11228124349518454,0.0,1.0
nuclr,NuCLR,6,lineage_20160328,42,2,lineage_20160328__gap60m__p002,114,0.017543859649122806,0.13157894736842105,0.097884212770307,0.017543859649122806,1.0
nuclr,NuCLR,6,lineage_20160328,42,3,lineage_20160328__gap60m__p003,116,0.017241379310344827,0.08620689655172414,0.08984569201662639,0.017241379310344827,1.0
nuclr,NuCLR,6,lineage_20160328,42,4,lineage_20160328__gap60m__p004,118,0.0423728813559322,0.1271186440677966,0.11766216653800908,0.0,1.0
nuclr,NuCLR,6,lineage_20160328,42,5,lineage_20160328__gap60m__p005,120,0.025,0.2,0.13065883482812893,0.03333333333333333,1.0
nuclr,NuCLR,6,lineage_20160328,42,6,lineage_20160328__gap60m__p006,120,0.03333333333333333,0.2,0.14315716749046847,0.05,1.0
nuclr,NuCLR,6,lineage_20160328,42,7,lineage_20160328__gap60m__p007,122,0.040983606557377046,0.21311475409836064,0.1500656736716914,0.03278688524590164,1.0
nuclr,NuCLR,7,lineage_20170111,42,0,lineage_20170111__gap60m__p000,178,0.016853932584269662,0.056179775280898875,0.06275280607256868,0.011235955056179775,1.0
nuclr,NuCLR,7,lineage_20170111,42,1,lineage_20170111__gap60m__p001,178,0.028089887640449437,0.08426966292134831,0.08178752405643498,0.0,1.0
nuclr,NuCLR,7,lineage_20170111,42,2,lineage_20170111__gap60m__p002,178,0.0056179775280898875,0.09550561797752809,0.07258460979537645,0.02247191011235955,1.0
nuclr,NuCLR,7,lineage_20170111,42,3,lineage_20170111__gap60m__p003,178,0.0056179775280898875,0.07865168539325842,0.06576944584710213,0.011235955056179775,1.0
nuclr,NuCLR,7,lineage_20170111,42,4,lineage_20170111__gap60m__p004,178,0.033707865168539325,0.12921348314606743,0.10340458149726976,0.033707865168539325,1.0
nuclr,NuCLR,7,lineage_20170111,42,5,lineage_20170111__gap60m__p005,178,0.028089887640449437,0.12359550561797752,0.10399165729984028,0.06741573033707865,1.0
nuclr,NuCLR,7,lineage_20170111,42,6,lineage_20170111__gap60m__p006,178,0.056179775280898875,0.16853932584269662,0.13629527793027502,0.06741573033707865,1.0
nuclr,NuCLR,7,lineage_20170111,42,7,lineage_20170111__gap60m__p007,178,0.03932584269662921,0.16853932584269662,0.1265944103144704,0.056179775280898875,1.0
nuclr,NuCLR,7,lineage_20170111,42,8,lineage_20170111__gap60m__p008,178,0.016853932584269662,0.14606741573033707,0.11409213432037303,0.02247191011235955,1.0
nuclr,NuCLR,7,lineage_20170111,42,9,lineage_20170111__gap60m__p009,178,0.06179775280898876,0.2808988764044944,0.17468714408667504,0.12359550561797752,1.0
nuclr,NuCLR,7,lineage_20170111,42,10,lineage_20170111__gap60m__p010,178,0.07865168539325842,0.1853932584269663,0.1673845113036975,0.02247191011235955,1.0
nuclr,NuCLR,7,lineage_20170111,42,11,lineage_20170111__gap60m__p011,178,0.07865168539325842,0.20786516853932585,0.166558792661823,0.056179775280898875,1.0
nuclr,NuCLR,7,lineage_20170111,42,12,lineage_20170111__gap60m__p012,178,0.02247191011235955,0.1853932584269663,0.12870907093888623,0.07865168539325842,1.0
nuclr,NuCLR,7,lineage_20170111,42,13,lineage_20170111__gap60m__p013,178,0.033707865168539325,0.24157303370786518,0.15101232406964965,0.06741573033707865,1.0
nuclr,NuCLR,8,lineage_20170925,42,0,lineage_20170925__gap60m__p000,156,0.038461538461538464,0.08974358974358974,0.08775884342011687,0.01282051282051282,1.0
nuclr,NuCLR,8,lineage_20170925,42,1,lineage_20170925__gap60m__p001,156,0.00641025641025641,0.04487179487179487,0.05234372097429699,0.02564102564102564,1.0
nuclr,NuCLR,8,lineage_20170925,42,2,lineage_20170925__gap60m__p002,156,0.03205128205128205,0.07692307692307693,0.09011143125939383,0.05128205128205128,1.0
nuclr,NuCLR,8,lineage_20170925,42,3,lineage_20170925__gap60m__p003,156,0.00641025641025641,0.04487179487179487,0.06039522394617581,0.0,1.0
nuclr,NuCLR,8,lineage_20170925,42,4,lineage_20170925__gap60m__p004,156,0.01282051282051282,0.09615384615384616,0.07373359770349217,0.01282051282051282,1.0
nuclr,NuCLR,8,lineage_20170925,42,5,lineage_20170925__gap60m__p005,156,0.01282051282051282,0.09615384615384616,0.08076720820131925,0.01282051282051282,1.0
nuclr,NuCLR,8,lineage_20170925,42,6,lineage_20170925__gap60m__p006,156,0.0,0.07692307692307693,0.06139754420031556,0.0,1.0
nuclr,NuCLR,8,lineage_20170925,42,7,lineage_20170925__gap60m__p007,156,0.02564102564102564,0.09615384615384616,0.08847762929304316,0.02564102564102564,1.0
nuclr,NuCLR,8,lineage_20170925,42,8,lineage_20170925__gap60m__p008,156,0.02564102564102564,0.10897435897435898,0.08767671374974348,0.038461538461538464,1.0
nuclr,NuCLR,8,lineage_20170925,42,9,lineage_20170925__gap60m__p009,156,0.00641025641025641,0.10256410256410256,0.07738757254742842,0.01282051282051282,1.0
nuclr,NuCLR,8,lineage_20170925,42,10,lineage_20170925__gap60m__p010,156,0.019230769230769232,0.08974358974358974,0.08035644931050293,0.02564102564102564,1.0
nuclr,NuCLR,8,lineage_20170925,42,11,lineage_20170925__gap60m__p011,156,0.03205128205128205,0.11538461538461539,0.09978722731248715,0.038461538461538464,1.0
nuclr,NuCLR,8,lineage_20170925,42,12,lineage_20170925__gap60m__p012,156,0.03205128205128205,0.16666666666666666,0.10682113047793333,0.01282051282051282,1.0
nuclr,NuCLR,8,lineage_20170925,42,13,lineage_20170925__gap60m__p013,156,0.04487179487179487,0.16025641025641027,0.11871849952135416,0.0641025641025641,1.0
geotransformer,GeoTransformer,1,func_20150410,42,0,func_20150410__gap60m__p000,198,0.3434343434343434,0.47474747474747475,0.40336700336700343,0.2828282828282828,0.47474747474747475
geotransformer,GeoTransformer,1,func_20150410,42,1,func_20150410__gap60m__p001,200,0.46,0.67,0.5534583333333333,0.45,0.69
geotransformer,GeoTransformer,1,func_20150410,42,2,func_20150410__gap60m__p002,202,0.4306930693069307,0.6683168316831684,0.5309602388810308,0.39603960396039606,0.693069306930693
geotransformer,GeoTransformer,1,func_20150410,42,3,func_20150410__gap60m__p003,206,0.587378640776699,0.7378640776699029,0.6587783171521036,0.5339805825242718,0.7475728155339806
geotransformer,GeoTransformer,1,func_20150410,42,4,func_20150410__gap60m__p004,210,0.7428571428571429,0.8571428571428571,0.7936507936507937,0.7523809523809524,0.8571428571428571
geotransformer,GeoTransformer,1,func_20150410,42,5,func_20150410__gap60m__p005,212,0.6509433962264151,0.7924528301886793,0.7169811320754716,0.6698113207547169,0.7924528301886793
geotransformer,GeoTransformer,1,func_20150410,42,6,func_20150410__gap60m__p006,218,0.7064220183486238,0.8256880733944955,0.761085626911315,0.7614678899082569,0.8256880733944955
geotransformer,GeoTransformer,1,func_20150410,42,7,func_20150410__gap60m__p007,222,0.536036036036036,0.6486486486486487,0.5872372372372373,0.4774774774774775,0.6486486486486487
geotransformer,GeoTransformer,1,func_20150410,42,8,func_20150410__gap60m__p008,224,0.5669642857142857,0.6830357142857143,0.6205091411564625,0.5714285714285714,0.6964285714285714
geotransformer,GeoTransformer,1,func_20150410,42,9,func_20150410__gap60m__p009,230,0.6478260869565218,0.7478260869565218,0.6923913043478261,0.591304347826087,0.7478260869565218
geotransformer,GeoTransformer,1,func_20150410,42,10,func_20150410__gap60m__p010,230,0.6173913043478261,0.8217391304347826,0.7123188405797103,0.6173913043478261,0.8260869565217391
geotransformer,GeoTransformer,1,func_20150410,42,11,func_20150410__gap60m__p011,232,0.6379310344827587,0.7198275862068966,0.6755439244663383,0.6120689655172413,0.7327586206896551
geotransformer,GeoTransformer,1,func_20150410,42,12,func_20150410__gap60m__p012,232,0.5948275862068966,0.7241379310344828,0.6520833333333333,0.603448275862069,0.7327586206896551
geotransformer,GeoTransformer,1,func_20150410,42,13,func_20150410__gap60m__p013,236,0.597457627118644,0.711864406779661,0.6487758945386064,0.576271186440678,0.7203389830508474
geotransformer,GeoTransformer,1,func_20150410,42,14,func_20150410__gap60m__p014,240,0.6958333333333333,0.8041666666666667,0.747470238095238,0.7083333333333334,0.8083333333333333
geotransformer,GeoTransformer,1,func_20150410,42,15,func_20150410__gap60m__p015,244,0.6557377049180327,0.7622950819672131,0.7002732240437158,0.6065573770491803,0.7622950819672131
geotransformer,GeoTransformer,2,func_20150417,42,0,func_20150417__gap60m__p000,212,0.7594339622641509,0.9009433962264151,0.8225292003593889,0.7830188679245284,0.9056603773584906
geotransformer,GeoTransformer,2,func_20150417,42,1,func_20150417__gap60m__p001,214,0.7336448598130841,0.8785046728971962,0.8003894080996885,0.7757009345794392,0.8785046728971962
geotransformer,GeoTransformer,2,func_20150417,42,2,func_20150417__gap60m__p002,216,0.8101851851851852,0.9351851851851852,0.86141975308642,0.8611111111111112,0.9351851851851852
geotransformer,GeoTransformer,2,func_20150417,42,3,func_20150417__gap60m__p003,216,0.8888888888888888,0.9768518518518519,0.9290123456790123,0.9444444444444444,0.9814814814814815
geotransformer,GeoTransformer,2,func_20150417,42,4,func_20150417__gap60m__p004,216,0.8287037037037037,0.9074074074074074,0.863701499118166,0.8333333333333334,0.9166666666666666
geotransformer,GeoTransformer,2,func_20150417,42,5,func_20150417__gap60m__p005,216,0.8611111111111112,0.9398148148148148,0.8985339506172839,0.8703703703703703,0.9444444444444444
geotransformer,GeoTransformer,2,func_20150417,42,6,func_20150417__gap60m__p006,216,0.7685185185185185,0.8703703703703703,0.8155478395061728,0.8055555555555556,0.8796296296296297
geotransformer,GeoTransformer,2,func_20150417,42,7,func_20150417__gap60m__p007,216,0.7777777777777778,0.9027777777777778,0.832991622574956,0.8148148148148148,0.9074074074074074
geotransformer,GeoTransformer,2,func_20150417,42,8,func_20150417__gap60m__p008,218,0.8440366972477065,0.9357798165137615,0.8857033639143731,0.8990825688073395,0.9357798165137615
geotransformer,GeoTransformer,2,func_20150417,42,9,func_20150417__gap60m__p009,220,0.8136363636363636,0.9,0.8553030303030303,0.8454545454545455,0.9
geotransformer,GeoTransformer,2,func_20150417,42,10,func_20150417__gap60m__p010,220,0.740909090909091,0.8545454545454545,0.7929545454545456,0.7454545454545455,0.8545454545454545
geotransformer,GeoTransformer,2,func_20150417,42,11,func_20150417__gap60m__p011,222,0.7342342342342343,0.8423423423423423,0.7820570570570572,0.7117117117117117,0.8468468468468469
geotransformer,GeoTransformer,2,func_20150417,42,12,func_20150417__gap60m__p012,224,0.7991071428571429,0.8794642857142857,0.8317708333333335,0.8035714285714286,0.8839285714285714
geotransformer,GeoTransformer,2,func_20150417,42,13,func_20150417__gap60m__p013,224,0.84375,0.9196428571428571,0.8770089285714285,0.875,0.9196428571428571
geotransformer,GeoTransformer,2,func_20150417,42,14,func_20150417__gap60m__p014,226,0.8584070796460177,0.9380530973451328,0.8913716814159294,0.8407079646017699,0.9380530973451328
geotransformer,GeoTransformer,2,func_20150417,42,15,func_20150417__gap60m__p015,226,0.8761061946902655,0.9734513274336283,0.9175516224188792,0.911504424778761,0.9734513274336283
geotransformer,GeoTransformer,2,func_20150417,42,16,func_20150417__gap60m__p016,226,0.7964601769911505,0.9203539823008849,0.848967551622419,0.8053097345132744,0.9203539823008849
geotransformer,GeoTransformer,2,func_20150417,42,17,func_20150417__gap60m__p017,226,0.8053097345132744,0.9026548672566371,0.8455067425200169,0.8141592920353983,0.911504424778761
geotransformer,GeoTransformer,3,func_20161004,42,0,func_20161004__gap60m__p000,128,0.625,0.8359375,0.7068359375,0.671875,0.859375
geotransformer,GeoTransformer,3,func_20161004,42,1,func_20161004__gap60m__p001,128,0.71875,0.828125,0.7688802083333334,0.609375,0.828125
geotransformer,GeoTransformer,3,func_20161004,42,2,func_20161004__gap60m__p002,128,0.5703125,0.84375,0.6925781249999999,0.46875,0.859375
geotransformer,GeoTransformer,3,func_20161004,42,3,func_20161004__gap60m__p003,128,0.6640625,0.890625,0.7601004464285714,0.6875,0.90625
geotransformer,GeoTransformer,3,func_20161004,42,4,func_20161004__gap60m__p004,128,0.765625,0.890625,0.8179687499999999,0.6875,0.890625
geotransformer,GeoTransformer,3,func_20161004,42,5,func_20161004__gap60m__p005,128,0.875,0.984375,0.92578125,0.984375,0.984375
geotransformer,GeoTransformer,4,islet_20170202,42,0,islet_20170202__gap60m__p000,140,0.7285714285714285,0.8785714285714286,0.799047619047619,0.7857142857142857,0.8857142857142857
geotransformer,GeoTransformer,4,islet_20170202,42,1,islet_20170202__gap60m__p001,140,0.6785714285714286,0.7714285714285715,0.7186904761904761,0.6285714285714286,0.7714285714285715
geotransformer,GeoTransformer,4,islet_20170202,42,2,islet_20170202__gap60m__p002,140,0.6214285714285714,0.6714285714285714,0.6464285714285715,0.6142857142857143,0.6714285714285714
geotransformer,GeoTransformer,4,islet_20170202,42,3,islet_20170202__gap60m__p003,140,0.6642857142857143,0.8071428571428572,0.729234693877551,0.6285714285714286,0.8142857142857143
geotransformer,GeoTransformer,4,islet_20170202,42,4,islet_20170202__gap60m__p004,140,0.5,0.6214285714285714,0.5561904761904761,0.4857142857142857,0.6285714285714286
geotransformer,GeoTransformer,4,islet_20170202,42,5,islet_20170202__gap60m__p005,140,0.55,0.6428571428571429,0.5952380952380952,0.5285714285714286,0.6428571428571429
geotransformer,GeoTransformer,4,islet_20170202,42,6,islet_20170202__gap60m__p006,140,0.6,0.7142857142857143,0.6642857142857143,0.6,0.7142857142857143
geotransformer,GeoTransformer,4,islet_20170202,42,7,islet_20170202__gap60m__p007,140,0.6857142857142857,0.7857142857142857,0.731547619047619,0.6285714285714286,0.7857142857142857
geotransformer,GeoTransformer,4,islet_20170202,42,8,islet_20170202__gap60m__p008,140,0.8285714285714286,0.9428571428571428,0.8805952380952381,0.9142857142857143,0.9428571428571428
geotransformer,GeoTransformer,4,islet_20170202,42,9,islet_20170202__gap60m__p009,140,0.6785714285714286,0.75,0.7121428571428572,0.6714285714285714,0.7571428571428571
geotransformer,GeoTransformer,4,islet_20170202,42,10,islet_20170202__gap60m__p010,140,0.7642857142857142,0.8714285714285714,0.8172619047619047,0.7571428571428571,0.8714285714285714
geotransformer,GeoTransformer,4,islet_20170202,42,11,islet_20170202__gap60m__p011,140,0.7357142857142858,0.7714285714285715,0.7535714285714286,0.7142857142857143,0.7714285714285715
geotransformer,GeoTransformer,4,islet_20170202,42,12,islet_20170202__gap60m__p012,140,0.8357142857142857,0.8571428571428571,0.8464285714285714,0.8571428571428571,0.8571428571428571
geotransformer,GeoTransformer,5,islet_20170216,42,0,islet_20170216__gap60m__p000,122,0.6229508196721312,0.9016393442622951,0.7459016393442623,0.7868852459016393,0.9016393442622951
geotransformer,GeoTransformer,5,islet_20170216,42,1,islet_20170216__gap60m__p001,122,0.7459016393442623,1.0,0.8550546448087432,0.8688524590163934,1.0
geotransformer,GeoTransformer,5,islet_20170216,42,2,islet_20170216__gap60m__p002,122,0.8114754098360656,0.9836065573770492,0.882513661202186,0.7704918032786885,0.9836065573770492
geotransformer,GeoTransformer,5,islet_20170216,42,3,islet_20170216__gap60m__p003,122,0.7540983606557377,0.9672131147540983,0.8456284153005464,0.8360655737704918,0.9672131147540983
geotransformer,GeoTransformer,5,islet_20170216,42,4,islet_20170216__gap60m__p004,122,0.7950819672131147,0.9672131147540983,0.8770491803278688,0.9016393442622951,0.9672131147540983
geotransformer,GeoTransformer,5,islet_20170216,42,5,islet_20170216__gap60m__p005,122,0.7295081967213115,0.9180327868852459,0.8148907103825136,0.8360655737704918,0.9180327868852459
geotransformer,GeoTransformer,5,islet_20170216,42,6,islet_20170216__gap60m__p006,122,0.8688524590163934,0.9836065573770492,0.9207650273224042,0.9180327868852459,0.9836065573770492
geotransformer,GeoTransformer,5,islet_20170216,42,7,islet_20170216__gap60m__p007,122,0.8442622950819673,0.9672131147540983,0.8991803278688525,0.9016393442622951,0.9672131147540983
