dataset,fold,seed,duration_key,duration_seconds,position,recordings,queries,top1_real,top5_real,mrr_real,hungarian_queries,hungarian_accuracy
rld,4,42,15s,15,start,19,294,0.17687074829931973,0.36054421768707484,0.27622775253640497,294,0.14625850340136054
rld,4,42,15s,15,middle,19,294,0.20408163265306123,0.391156462585034,0.29900328658904185,294,0.17346938775510204
rld,4,42,15s,15,end,19,294,0.20408163265306123,0.3707482993197279,0.29749727335200404,294,0.1598639455782313
rld,4,42,30s,30,start,19,294,0.22448979591836735,0.3945578231292517,0.3116645350319678,294,0.20408163265306123
rld,4,42,30s,30,middle,19,294,0.22108843537414966,0.4421768707482993,0.3330703844639338,294,0.21428571428571427
rld,4,42,30s,30,end,19,294,0.24149659863945577,0.43537414965986393,0.3362964630402742,294,0.2108843537414966
rld,4,42,60s,60,start,19,294,0.22448979591836735,0.40476190476190477,0.3194235698014341,294,0.20748299319727892
rld,4,42,60s,60,middle,19,294,0.23469387755102042,0.45918367346938777,0.3461469552303677,294,0.23469387755102042
rld,4,42,60s,60,end,19,294,0.21428571428571427,0.43537414965986393,0.32509189661408955,294,0.19047619047619047
rld,4,42,120s,120,start,19,294,0.30612244897959184,0.5068027210884354,0.4051954943903914,294,0.2687074829931973
rld,4,42,120s,120,middle,19,294,0.2687074829931973,0.5204081632653061,0.38354787317981653,294,0.272108843537415
rld,4,42,120s,120,end,19,294,0.30272108843537415,0.5340136054421769,0.4105361193610494,294,0.2891156462585034
rld,4,42,240s,240,start,19,294,0.3197278911564626,0.5578231292517006,0.43114078251818067,294,0.272108843537415
rld,4,42,240s,240,middle,19,294,0.41836734693877553,0.6020408163265306,0.5055206553009691,294,0.3741496598639456
rld,4,42,240s,240,end,19,294,0.3197278911564626,0.5918367346938775,0.45047423545652615,294,0.30272108843537415
rld,4,42,480s,480,start,19,294,0.4557823129251701,0.6666666666666666,0.5561969039195146,294,0.42517006802721086
rld,4,42,480s,480,middle,19,294,0.5170068027210885,0.7448979591836735,0.6212744080531946,294,0.5034013605442177
rld,4,42,480s,480,end,19,294,0.4931972789115646,0.7040816326530612,0.5915724264311235,294,0.4523809523809524
rld,4,42,900s,900,start,19,294,0.6360544217687075,0.8333333333333334,0.7270050468306053,294,0.5918367346938775
rld,4,42,900s,900,middle,19,294,0.6836734693877551,0.8299319727891157,0.7544837652826833,294,0.6394557823129252
rld,4,42,900s,900,end,19,294,0.6326530612244898,0.826530612244898,0.7176127763544988,294,0.6190476190476191
rld,4,42,full,,full,19,294,0.6700680272108843,0.8435374149659864,0.7503898015168466,294,0.6462585034013606
