method,severity,folds,top1_mean,top1_sd,top5_mean,top5_sd,mrr_mean,mrr_sd,hungarian_mean,hungarian_sd,coverage_mean,coverage_sd,effective_top1_mean,effective_top1_sd
Vanilla FGW,0.0,5,0.07992317136465635,0.024369385900037996,0.13273429363050865,0.020982649263429753,0.13324991005968018,0.02115407018899198,0.07849459993608492,0.02518747521472156,1.0,0.0,0.07992317136465635,0.024369385900037996
Vanilla FGW,0.1,5,0.07992317136465635,0.024369385900037996,0.13273429363050865,0.020982649263429753,0.13324991005968018,0.02115407018899198,0.07849459993608492,0.02518747521472156,1.0,0.0,0.07992317136465635,0.024369385900037996
Vanilla FGW,0.2,5,0.07992317136465635,0.024369385900037996,0.13273429363050865,0.020982649263429753,0.13324991005968018,0.02115407018899198,0.07849459993608492,0.02518747521472156,1.0,0.0,0.07992317136465635,0.024369385900037996
Vanilla FGW,0.5,5,0.07992317136465635,0.024369385900037996,0.13273429363050865,0.020982649263429753,0.13324991005968018,0.02115407018899198,0.07849459993608492,0.02518747521472156,1.0,0.0,0.07992317136465635,0.024369385900037996
Vanilla FGW,1.0,5,0.07992317136465635,0.024369385900037996,0.13273429363050865,0.020982649263429753,0.13324991005968018,0.02115407018899198,0.07849459993608492,0.02518747521472156,1.0,0.0,0.07992317136465635,0.024369385900037996
Vanilla FGW,2.0,5,0.07992317136465635,0.024369385900037996,0.13273429363050865,0.020982649263429753,0.13324991005968018,0.02115407018899198,0.07849459993608492,0.02518747521472156,1.0,0.0,0.07992317136465635,0.024369385900037996
