raw_schema_version,fold,severity,perturbation_seed,setting,recordings,known_queries,synthetic_unknown_queries,known_top1_real,reject_aware_top1,known_false_reject_rate,unknown_recall,unknown_precision,execution_device,checkpoint,corruption_root,raw_probabilities_reused_from
3,0,0.2,0,binary_0_5,19,270,377,0.5222222222222223,0.4666666666666667,0.3074074074074074,0.7718832891246684,0.7780748663101604,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,0,probability_val_r80,19,270,377,0.5222222222222223,0.4703703703703704,0.3,0.7586206896551724,0.779291553133515,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,0,probability_val_r90,19,270,377,0.5222222222222223,0.44814814814814813,0.36666666666666664,0.8647214854111406,0.7670588235294118,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,0,probability_val_r95,19,270,377,0.5222222222222223,0.43703703703703706,0.4148148148148148,0.9283819628647215,0.7575757575757576,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,0,log_margin_val_r80,19,270,377,0.5222222222222223,0.4925925925925926,0.22592592592592592,0.753315649867374,0.8231884057971014,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,0,log_margin_val_r90,19,270,377,0.5222222222222223,0.4740740740740741,0.2962962962962963,0.8779840848806366,0.805352798053528,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,0,log_margin_val_r95,19,270,377,0.5222222222222223,0.46296296296296297,0.37407407407407406,0.9442970822281167,0.7789934354485777,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p0,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p0/neurid_original/queries.csv.gz
3,0,0.2,1,current_argmax,19,270,377,0.5333333333333333,0.46296296296296297,0.4,0.9283819628647215,0.7641921397379913,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p1,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p1/neurid_original/queries.csv.gz
3,0,0.2,1,binary_0_5,19,270,377,0.5333333333333333,0.4740740740740741,0.32592592592592595,0.7559681697612732,0.7640750670241286,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p1,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p1/neurid_original/queries.csv.gz
3,0,0.2,1,probability_val_r80,19,270,377,0.5333333333333333,0.4740740740740741,0.32592592592592595,0.7480106100795756,0.7621621621621621,cpu,/home/ubuntu/klb/nuclr/nuclr/runs/mprt_v1_1_dynamic_residual_atlas_cv5x3_v1/rld/fold0/seed42/dynamic/low_rank_r8/best.pt,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/corruptions/fold0/outlier_l0.20_p1,/home/ubuntu/klb/nuclr/nuclr/runs/rld_robustness_cv5_seed42_v2/formal_rejection_comparison_ours/cells/fold0/outlier_l0.20_p1/neurid_original/queries.csv.gz
