dataset,fold,seed,duration_key,duration_seconds,position,recordings,queries,top1_real,top5_real,mrr_real,hungarian_queries,hungarian_accuracy
atanas,2,42,15s,15,start,8,656,0.24542682926829268,0.5685975609756098,0.3896300201605356,656,0.24542682926829268
atanas,2,42,15s,15,middle,8,656,0.2926829268292683,0.5884146341463414,0.4313238016634928,656,0.2652439024390244
atanas,2,42,15s,15,end,8,656,0.23932926829268292,0.5594512195121951,0.38680140130274254,656,0.24390243902439024
atanas,2,42,30s,30,start,8,656,0.2774390243902439,0.5884146341463414,0.4206402880287727,656,0.26676829268292684
atanas,2,42,30s,30,middle,8,656,0.3094512195121951,0.6219512195121951,0.44863550009508035,656,0.3079268292682927
atanas,2,42,30s,30,end,8,656,0.2606707317073171,0.5670731707317073,0.40418688110914375,656,0.2606707317073171
atanas,2,42,60s,60,start,8,656,0.2865853658536585,0.5960365853658537,0.4280042695189855,656,0.26676829268292684
atanas,2,42,60s,60,middle,8,656,0.3246951219512195,0.625,0.4595364258571174,656,0.3018292682926829
atanas,2,42,60s,60,end,8,656,0.3079268292682927,0.5853658536585366,0.4362075363380615,656,0.2942073170731707
atanas,2,42,120s,120,start,8,656,0.3018292682926829,0.5990853658536586,0.4411727795484564,656,0.2865853658536585
atanas,2,42,120s,120,middle,8,656,0.3323170731707317,0.6417682926829268,0.47258075829925744,656,0.3246951219512195
atanas,2,42,120s,120,end,8,656,0.2774390243902439,0.586890243902439,0.42321612110256457,656,0.26371951219512196
atanas,2,42,240s,240,start,8,656,0.4344512195121951,0.711890243902439,0.559315572683922,656,0.4344512195121951
atanas,2,42,240s,240,middle,8,656,0.46646341463414637,0.7423780487804879,0.5855906231674282,656,0.4573170731707317
atanas,2,42,240s,240,end,8,656,0.39176829268292684,0.6996951219512195,0.5292469035129863,656,0.3932926829268293
atanas,2,42,480s,480,start,8,656,0.5838414634146342,0.774390243902439,0.6700139568440171,656,0.5685975609756098
atanas,2,42,480s,480,middle,8,656,0.5609756097560976,0.7820121951219512,0.6578434204043663,656,0.5548780487804879
atanas,2,42,480s,480,end,8,656,0.5365853658536586,0.7713414634146342,0.6392429553597585,656,0.5274390243902439
atanas,2,42,900s,900,start,8,656,0.6554878048780488,0.8033536585365854,0.7254608863016284,656,0.6524390243902439
atanas,2,42,900s,900,middle,8,656,0.635670731707317,0.8003048780487805,0.7124362266876019,656,0.6402439024390244
atanas,2,42,900s,900,end,8,656,0.635670731707317,0.7896341463414634,0.705253333261883,656,0.6402439024390244
atanas,2,42,full,,full,8,656,0.6234756097560976,0.8033536585365854,0.7061475778248014,656,0.6234756097560976
