activity_hard_scores,activity_max_absolute_hard_gap,activity_mean_margin,activity_same,activity_strongest_margin,fold,full_prediction,geometry_hard_scores,geometry_max_absolute_hard_gap,geometry_mean_margin,geometry_same,geometry_strongest_margin,hard_candidates,identity,neuron_row,query_record,reference_record,wo_activity_prediction,wo_activity_prediction_is_hard,geometry_ambiguous_bottom_quartile,activity_beats_strongest_hard,strict_case,selection_tier
0.185651811732;0.0814319100358;0.421817688984,0.667059508454573,0.5188576149066538,0.7484914184904207,0.32667372950660917,3,URYDR,0.927147601329;0.913789393484;0.934696606689,0.01295801340435565,-0.003472607215912027,0.9217385932849593,-0.01295801340435565,URBR;IL1DR;OLLR,URYDR,46,2023-01-23-15,2022-08-02-01,OLLR,True,True,True,True,0
-0.245759182124;-0.326993272032;0.159648328698,0.681141332508599,0.49184943562962935,0.35414806047702835,0.19449973177901014,3,AWCL,0.926767388043;0.922448253274;0.923713277069,0.005936377438920282,0.00407499125106725,0.9283846307128074,0.0016172426702154574,AIBL;ASHL;RIBL,AWCL,31,2023-01-23-15,2022-08-02-01,ASHL,True,True,True,True,0
-0.0777843433308;0.183296131354;0.0566022094273,0.370576905517159,0.23875456303616052,0.29279256218631866,0.10949643083234081,3,AWBL,0.935067874645;0.930244983574;0.921958740713,0.014044157042452765,0.006912364778315139,0.9360028977558016,0.0009350231105266227,ASGL;RIBL;ASEL,AWBL,81,2023-01-23-15,2022-08-02-01,ASGL,True,True,True,True,0
0.646641633231;0.537425458732;0.648905646275,0.20254778078102698,0.12898232676717747,0.7399732395134645,0.09106759323823921,3,ASGR,0.928250469771;0.924102879481;0.919794946842,0.014363289288655712,0.010108804099383861,0.9341582361308156,0.0059077663597099095,AWBR;AWAR;AVJR,ASGR,88,2023-01-23-15,2022-08-02-01,AWAR,True,True,True,True,0
-0.305625961022;0.67744493684;-0.609748896659,1.3417876129271868,0.8113486898817301,0.7320387162678637,0.05459377942816013,3,ASHL,0.916079846141;0.926304280881;0.93138444116,0.012382996024148829,-0.005588077591270446,0.9190014451362195,-0.012382996024148829,ASEL;AIBL;RIBL,ASHL,110,2023-01-23-15,2022-08-02-01,ASEL,True,True,True,True,0
-0.440612466541;0.120285508208;0.607802197544,1.0884550053566824,0.5520174590785487,0.6478425388156288,0.04004034127144607,3,URADL,0.950516823977;0.947130208058;0.94322905853,0.0037481419094091972,1.8503584869100642e-05,0.9469772004397878,-0.003539623537020087,OLLL;IL2L;IL2DL,URADL,15,2023-01-23-15,2022-08-02-01,OLLL,True,True,True,True,0
