activity_hard_scores,activity_max_absolute_hard_gap,activity_mean_margin,activity_same,activity_strongest_margin,fold,full_prediction,geometry_hard_scores,geometry_max_absolute_hard_gap,geometry_mean_margin,geometry_same,geometry_strongest_margin,hard_candidates,identity,neuron_row,query_record,reference_record,wo_activity_prediction,wo_activity_prediction_is_hard,geometry_ambiguous_bottom_quartile,activity_beats_strongest_hard,strict_case
0.583523218995;0.400398260707;-0.644682627299,1.2740910050822847,0.5163287603152414,0.6294083777828348,0.04588515878798349,2,AVDL,0.926344532179;0.886317409245;0.917442283259,0.022932347546434695,-0.0066225569282893915,0.9034121846329867,-0.022932347546434695,AVJL;ASEL;RIVL,AVDL,67,2023-01-06-01,2022-08-02-01,AIZL,False,False,True,False
-0.630530297536;0.734250370941;-0.696035632087,1.4290606684242309,0.930463555898104,0.7330250363375316,-0.001225334603908168,2,AIBL,0.879550276788;0.752480497253;0.893398916657,0.12184333284789872,0.032513933201789524,0.8743238301013934,-0.01907508655564283,AWCL;AVEL;RMDDR,AIBL,68,2023-01-06-01,2022-08-02-01,AUAL,False,False,False,False
0.221222202519;-0.119913224582;0.108019695355,0.3819645372043388,0.19227508819190248,0.2620513126227675,0.04082911010336915,2,SMDVR,0.854597847317;0.870768371639;0.860575661774,0.02639585122233168,0.019013071629084055,0.8809936985390907,0.010225326900057397,RIAR;CEPDR;URXR,SMDVR,69,2023-01-06-01,2022-08-02-01,ASGR,False,False,True,False
-0.0110133996217;0.0494522025054;0.193133444412,0.2946004046529002,0.2063962559327521,0.2835870050312332,0.09045356061955478,2,URXR,0.893038854037;0.881849847466;0.851454271672,0.04126350277286639,0.017270116719664386,0.8927177744445738,-0.0003210795925183696,CEPDR;SMDVR;RID,URXR,72,2023-01-06-01,2022-08-02-01,RIAR,False,False,True,False
0.586415620207;-0.222232937445;0.604970913619,0.6684005345073024,0.12311639826920157,0.4461675970627463,-0.1588033165558948,2,ASEL,0.921485311126;0.846061742017;0.937236370475,0.07135744069348804,0.015824708171086943,0.9174191827101928,-0.01981718776474528,AVDL;AWBL;AVJL,ASEL,74,2023-01-06-01,2022-08-02-01,RIML,False,False,False,False
0.494287486267;0.451799227415;0.720418565567,0.2795508941548814,0.17584836181997565,0.7313501215697873,0.010931556002576004,2,AVAL,0.780759626226;0.863824691133;0.877481623694,0.06279924652235225,0.0028702257308161894,0.8435588727484017,-0.03392275094511721,SAAVL;RMDL;AVEL,AVAL,77,2023-01-06-01,2022-08-02-01,AVEL,True,False,True,False
0.724988849623;0.701530941222;0.573711966485,0.17912881497615574,0.08609686235138714,0.7528407814613051,0.02785193183876522,2,AVER,0.814926778247;0.84897742549;0.86952043391,0.03311019915050084,-0.008064644456192482,0.8364102347597595,-0.03311019915050084,AVAR;RMDR;AWAR,AVER,78,2023-01-06-01,2022-08-02-01,AIBR,False,False,True,False
0.486752148669;0.444307295145;0.393226034992,0.5743473904726879,-0.5290237347387299,-0.08759524180334408,-0.5743473904726879,2,CEPVL,0.784512945463;0.690582287015;0.690358612455,0.1285719672580372,0.09711263140204685,0.818930579712813,0.03441763425007727,IL1VR;OLQVL;RMDL,CEPVL,79,2023-01-06-01,2022-08-02-01,RMEV,False,False,False,False
-0.54884738673;-0.51368664454;-0.550003570628,1.1432112112789548,1.130720174616713,0.5932076406507722,1.1068942851904564,2,I3,0.958648782619;0.94598570305;0.944096566332,0.016264382377798037,0.010783931376117661,0.9603609487095572,0.001712166090555356,MI;MCL;IL2DL,I3,86,2023-01-06-01,2022-08-02-01,MI,True,False,True,False
-0.203391858698;0.602019670758;0.47525725822,0.9186613724972821,0.42397449037280877,0.7152695137996774,0.11324984304131458,2,RMEL,0.809653901449;0.795197462392;0.808463816693,0.05262911008972426,0.04338817897004965,0.8478265724812543,0.03817267103266142,OLQDL;RMED;IL1L,RMEL,88,2023-01-06-01,2022-08-02-01,BAGL,False,False,True,False
0.0480940060162;0.572079759023;0.0546111144843,0.5976247583290305,0.42079047117072454,0.6457187643452299,0.0736390053221756,2,RMER,0.876628458717;0.799378490075;0.872630225307,0.09123697954976251,0.04106974492498938,0.8906154696245284,0.013987010907228536,OLLR;CEPVR;OLQDR,RMER,89,2023-01-06-01,2022-08-02-01,RMDVR,False,False,True,False
0.461920244027;0.725037170845;0.712890593973,0.29428613497319894,0.12292370938548136,0.7562063790005197,0.031169208155240713,2,AVEL,0.872453482343;0.891279254861;0.817916462339,0.0763227734961589,0.03368950265438253,0.8942392358355336,0.0029599809741664984,RMDL;AIBL;AVAL,AVEL,90,2023-01-06-01,2022-08-02-01,AIBL,True,False,True,False
0.365484613591;0.259251559209;-0.194588359772,0.6341508937462083,0.2961799296314178,0.43956253397417416,0.07407792038284305,2,OLQDR,0.913648037112;0.903505378044;0.896516709056,0.02622797181310632,0.01818797279821105,0.9227446808686133,0.009096643756667966,OLLR;RMED;URYDR,OLQDR,108,2023-01-06-01,2022-08-02-01,RID,False,False,True,False
0.54867364028;0.241813461413;0.044104740205,0.44558547086952893,0.211492930441733,0.48969021107453764,-0.05898342920565097,2,IL1DL,0.916074958181;0.926193832496;0.888312680419,0.04335752064208698,0.021476377362089627,0.9316702010608717,0.005476368564475975,IL1DR;OLLL;OLQDL,IL1DL,109,2023-01-06-01,2022-08-02-01,URYDL,False,False,False,False
0.65383259887;0.0846491611859;0.6288915336,0.2899051896690738,-0.08123674703055145,0.3745543508549627,-0.27927824801520673,2,OLQVL,0.853977022398;0.751969974316;0.827825193539,0.12067524574802768,0.06138782331307424,0.8726452200639094,0.01866819766597294,IL1L;CEPVL;URBL,OLQVL,116,2023-01-06-01,2022-08-02-01,CEPVL,True,False,False,False
-0.0516928050218;-0.401515913207;0.509584259436,0.9355243815605636,0.5152166212840896,0.534008468353152,0.024424208916763,2,OLLL,0.922165530786;0.910572729632;0.927214849566,0.0160706106929851,0.0066589703301064285,0.926643340324592,-0.0005715092416447298,IL2L;URADL;URBL,OLLL,121,2023-01-06-01,2022-08-02-01,RMEL,False,False,True,False
-0.228601447494;0.435354173538;-0.0867667822515,0.8042889297402698,0.5356921676485862,0.5756874822461813,0.14033330870785132,2,IL1DR,0.936460186905;0.921874778497;0.922488927154,0.01544406595499559,0.010377546933610371,0.9373188444520875,0.0008586575472783187,URYDR;IL1DL;URADR,IL1DR,122,2023-01-06-01,2022-08-02-01,OLQDR,False,False,True,False
0.39786924633;0.0954228425942;-0.412787500906,0.5989733277299396,0.15935096415146646,0.18618582682418894,-0.21168341950557185,2,URXL,0.889398236338;0.813198158018;0.83991714486,0.06623166613347464,0.03192531107938268,0.8794298241513213,-0.009968412187125408,CEPDL;RID;SAAVL,URXL,124,2023-01-06-01,2022-08-02-01,ADLL,False,False,False,False
-0.463007426184;0.443723711475;-0.404143085491,1.004452713623693,0.6825875541732481,0.5414452874398592,0.09772157596502123,2,AVJL,0.937992350698;0.926754164511;0.951913343108,0.018967081025209276,0.006834626097458885,0.9457212455365294,-0.006192097571196653,RIVL;AVDL;AINL,AVJL,126,2023-01-06-01,2022-08-02-01,AVDL,True,False,True,False
-0.139359229116;-0.622321739715;0.664011725678,0.8349413456065526,-0.1383732055443753,-0.17092961992855576,-0.8349413456065526,2,CEPVR,0.788660937224;0.707527821446;0.783978512837,0.1079510816806597,0.055423145957312125,0.8154789031264831,0.026817965902213636,IL1VR;RMER;AVER,CEPVR,128,2023-01-06-01,2022-08-02-01,SMDDR,False,False,False,False
0.373526464455;0.406684507849;0.0839064548938,0.30775429446222285,-0.18910892901258813,0.0989302133864222,-0.30775429446222285,2,URYDR,0.34545117283;0.337223836224;0.347948421267,0.00902774596831979,0.002710438752050015,0.3462515821926493,-0.0016968390747460482,IL1DR;OLLR;IL1R,URYDR,13,2023-01-06-08,2022-08-02-01,OLLR,True,True,False,False
0.113416240022;-0.126412841008;0.185210401174,0.23730476764715053,0.05348732657661046,0.11089192663940257,-0.07431847453494413,2,IL2VL,0.328974761599;0.264270379556;0.283237110497,0.034194273671134034,0.006303902676650541,0.29846465322747995,-0.030510108371410827,M3L;URYVL;URBL,IL2VL,14,2023-01-06-08,2022-08-02-01,I2L,False,False,False,False
0.193386363774;0.303360747902;0.0956879406966,0.13099301579552075,0.02920260570127378,0.22668095649211087,-0.0766797914099018,2,IL2DL,0.31997558331;0.321834150937;0.349289156181,0.02158080303771065,0.011190089538591741,0.34155638634801455,-0.00773276983339638,OLLL;IL2L;M3L,IL2DL,17,2023-01-06-08,2022-08-02-01,MI,False,False,False,False
-0.398899209949;0.310331649782;0.565800299663,0.49481970097541506,-0.06315708880597638,0.09592049102596907,-0.46987980863724504,2,SMDVR,0.189113780941;0.189533688342;0.189395943481,0.005727733832831289,0.005493710519431344,0.1948415147742133,0.005307826431813462,RIAR;CEPDR;URXR,SMDVR,25,2023-01-06-08,2022-08-02-01,AWBR,False,True,False,False
0.012315208915;0.192686400272;-0.266270510259,0.6888891918957512,0.44304164866103374,0.42261868163691485,0.22993228136539554,2,URYDL,0.337517824413;0.3132398303;0.337468909315,0.016833035246139993,0.0006640108699374481,0.330072865545774,-0.007444958866829554,IL1DL;OLQDL;URBL,URYDL,40,2023-01-06-08,2022-08-02-01,IL1DL,True,False,True,False
-0.0341162983389;0.0425885005259;0.098003413894,0.364627913452854,0.2950197430869178,0.3305116151139045,0.2325082012198897,2,I2L,0.349269380547;0.354328318247;0.338122437442,0.017403997775432722,0.00828638980568569,0.3555264352175638,0.001198116971002361,NSML;MCL;M3L,I2L,43,2023-01-06-08,2022-08-02-01,IL2L,False,False,True,False
0.246344230312;0.463225394466;-0.0710536078882,0.31204142890267555,0.028149148717627637,0.2409878210144589,-0.2222375734518501,2,IL2L,0.342497472086;0.332740518957;0.323811846836,0.020551936214901645,0.011347170424265862,0.3443637830506402,0.001866310964746376,OLLL;URBL;URYDL,IL2L,46,2023-01-06-08,2022-08-02-01,OLLL,True,False,False,False
0.0621975048614;-0.0431483295284;0.0928683162421,0.20860816745979197,0.12815400740639307,0.16545983793141525,0.07259152168934016,2,I3,0.36540584577;0.340584337294;0.350031555583,0.0238611889500141,0.012438280028299498,0.36444552624405296,-0.0009603195259650366,MCL;IL2DL;M3L,I3,50,2023-01-06-08,2022-08-02-01,M4,False,False,True,False
0.016750109447;0.416076880091;0.364362254586,0.44146851807113874,0.1924888794768166,0.4582186275181494,0.04214174742748622,2,IL1DL,0.344197524058;0.354669236059;0.357337761419,0.008028186592933528,0.00015753680598468156,0.3522257106512444,-0.005112050767635379,URYDL;IL1DR;OLLL,IL1DL,51,2023-01-06-08,2022-08-02-01,OLQDL,False,True,True,False
0.142435549812;0.0061578507631;-0.0178660905534,0.19265636115897794,0.13121450059837375,0.17479027060557079,0.032354720793668856,2,FLPL,0.0575396631839;0.0374362063649;0.0291824245903,0.03016282666389079,0.01795915320784832,0.059345251254240616,0.001805588070356287,ADEL;AIZL;RICL,FLPL,52,2023-01-06-08,2022-08-02-01,AINL,False,False,True,False
0.468443425616;0.318221347128;0.389602830272,0.20175409870346223,0.1278862448259156,0.519975445831301,0.05153202021520675,2,RIVR,0.0994103682174;0.0912779853317;0.0757605243058,0.0320590589050619,0.01900329059259677,0.1078195832108805,0.008409214993525108,ASGR;AWAR;SMDVR,RIVR,66,2023-01-06-08,2022-08-02-01,AVJR,False,False,True,False
0.293123853079;0.504578692847;0.518285044867,0.2706287775614118,0.12509010037570795,0.5637526306402634,0.0454675857729101,2,OLLL,0.352098753407;0.344034538593;0.345194648603,0.009402426404479636,0.006327651462757933,0.35343696499721067,0.0013382115897607183,IL2L;URBL;IL1DL,OLLL,78,2023-01-06-08,2022-08-02-01,URYDL,False,True,True,False
0.475689786096;0.0251461713835;0.507128960651,0.5227239840291278,0.21188184936887328,0.5478701554126492,0.04074119476133242,2,OLLR,0.326833864119;0.33942243399;0.338459733206,0.008762354071753575,-0.004245263853725922,0.33066007991788643,-0.008762354071753575,OLQDR;URYDR;IL1DR,OLLR,79,2023-01-06-08,2022-08-02-01,RMER,False,True,True,False
0.125816255317;0.00236057417846;0.1066569947,0.31710656662860226,0.24118919940860162,0.31946714080705996,0.1936508854904041,2,RIAL,0.22984179129;0.229937189654;0.234369400552,0.0031817738341893553,0.0016407712922421325,0.23302356512432995,-0.0013458354275714401,URXL;CEPDL;SMDVL,RIAL,85,2023-01-06-08,2022-08-02-01,SAAVL,False,True,True,False
-0.196864050828;0.263459098948;0.235926968353,0.5478708765139626,0.2501661535281477,0.35100682568572916,0.08754772673761874,2,IL1DR,0.351008743529;0.344732286735;0.33713406867,0.015635672758353425,0.008478041783740897,0.35276974142865586,0.0017609978992926267,URYDR;IL1DL;OLQDR,IL1DR,90,2023-01-06-08,2022-08-02-01,OLQDR,True,False,True,False
0.155743132673;-0.0694186990665;0.157112944611,0.23040596067259528,0.0798414688669035,0.16098726160610818,0.003874316995188587,2,RMDL,0.145982387072;0.169462913161;0.16816746381,0.013319266924399387,-0.005060608444228593,0.15614364623674815,-0.013319266924399387,AVAL;RIBL;AIBL,RMDL,98,2023-01-06-08,2022-08-02-01,AVEL,False,True,True,False
0.186611412244;-0.443556655776;0.34025177859,0.9487348562850324,0.4774093554894643,0.5051782005087553,0.16492642191858192,2,URYVL,0.275471556076;0.313363502764;0.301787613841,0.021843132466048965,0.00044046431500505134,0.2973146885417862,-0.016048814222207164,OLQVL;URBL;URYDL,URYVL,102,2023-01-06-08,2022-08-02-01,IL1L,False,False,True,False
0.147026013335;0.161908204579;0.252879353217,0.2996414264790547,0.2593962494369678,0.4466674398141158,0.19378808659722313,2,AIMR,-0.091648756029;-0.061503957344;-0.0706769628179,0.028237076390333904,0.011198212424991638,-0.06341167963863341,-0.0019077222945945368,VB02;ADEL;FLPL,AIMR,104,2023-01-06-08,2022-08-02-01,AIYR,False,False,True,False
-0.105621874874;-0.0602862400191;-0.14826038355,0.4535955958119544,0.41005804507615534,0.30533521226149396,0.3656214522805986,2,ADAL,0.0158036959896;0.00783995687598;-0.000977627889432,0.031057810297636768,0.022524840749501753,0.030080182408204592,0.014276486418645165,RMGL;ADEL;FLPL,ADAL,111,2023-01-06-08,2022-08-02-01,M5,False,False,True,False
0.353285122743;-0.174477797305;0.15427790591,0.3851610898079936,-0.14290437751402796,-0.031875967064830896,-0.3851610898079936,2,AVJL,0.0863688895637;0.0811658985797;0.0967998104201,0.01345151870342641,0.006505884428624917,0.09461741728311579,-0.0021823931369477495,RIVL;AVDL;AINL,AVJL,115,2023-01-06-08,2022-08-02-01,AVHL,False,True,False,False
-0.655827406878;0.403576736997;-0.659107025436,0.8543038654206047,-0.14694122998457165,-0.4507271284238273,-0.8543038654206047,2,RMEV,0.192392732138;0.198290347261;0.204333937695,0.006817897999054301,0.0008716244389846695,0.19921063013684434,-0.005123307558031059,AVL;RMDDL;AIBR,RMEV,116,2023-01-06-08,2022-08-02-01,CEPVL,False,True,False,False
-0.0903334216946;-0.310808113552;0.0822459933297,0.7344055773031746,0.5298959777232808,0.4235974637508643,0.3413514704211707,2,URYVR,0.341049142516;0.332950071882;0.340974037094,0.007335685076194309,0.001961339794493533,0.34028575695855506,-0.0007633855569800785,IL2R;IL1R;IL2DR,URYVR,121,2023-01-06-08,2022-08-02-01,OLQVR,False,True,True,False
0.66820008925;0.652749411374;0.598485047343,0.17659483656824126,0.1352683679221781,0.7750798839107722,0.10687979466118347,2,IL1DL,0.635417843937;0.568133293109;0.570380662067,0.08697623661406884,0.06379893001864079,0.6551095297229033,0.019691685786379587,IL1DR;OLLL;OLQDL,IL1DL,9,2023-01-09-08,2022-08-02-01,RMEL,False,False,True,False
0.457587337046;0.234050553118;0.0106228647704,0.5044738989998152,0.28100984545871777,0.5150967637702119,0.057509426724492385,2,SMDVL,0.785992689835;0.775626144172;0.778657200689,0.03366940360203774,0.02920353620877325,0.8092955477742447,0.023302857939497823,CEPDL;RIAL;URXL,SMDVL,16,2023-01-09-08,2022-08-02-01,ADLL,False,False,True,False
-0.37709992041;0.0957310048396;0.288920573802,0.4791122592119471,-0.19270890482064706,-0.19019168541028605,-0.4791122592119471,2,RIAL,0.723319439973;0.753844154504;0.760258987293,0.04132816322087285,0.01884007593725645,0.764647603194104,0.004388615901031012,SAAVL;URXL;CEPDL,RIAL,19,2023-01-09-08,2022-08-02-01,AVEL,False,False,False,False
0.762872006341;0.190819023172;0.675982529145,0.5255766862548238,0.17317118987398727,0.7163957094264181,-0.04647629691474353,2,OLLR,0.630350177826;0.702556520748;0.689917983101,0.04296798752444608,-0.0009567285413899507,0.673318165350217,-0.02923835539745967,OLQDR;URYDR;IL1DR,OLLR,24,2023-01-09-08,2022-08-02-01,URBR,False,False,False,False
-0.435787488671;-0.508302128164;0.476660683925,1.057015868425994,0.7045233845649574,0.5487137402615121,0.07205305633669373,2,RIVL,0.840572841296;0.837893926168;0.818987139878,0.035394915972533414,0.021897420070026374,0.8543820558506373,0.013809214554798444,AVJL;AVDL;AWBL,RIVL,30,2023-01-09-08,2022-08-02-01,M1,False,False,True,False
0.184494878117;0.753242991914;0.751148681195,0.4067266793138376,0.028259373688954148,0.5912215574308107,-0.16202143448278272,2,OLQDL,0.469804604374;0.415654106464;0.560016838114,0.1250791059672679,0.058908029447143406,0.5407332124312944,-0.019283625682704142,RMEL;IL1DL;OLQDR,OLQDL,32,2023-01-09-08,2022-08-02-01,RID,False,False,False,False
-0.327494477356;-0.502331923326;-0.406918246862,1.04486562522177,0.9547819177440899,0.5425337018961383,0.8700281792523095,2,AVDR,0.846345710471;0.849321066068;0.815805849933,0.051178971369345905,0.029827279144503005,0.8669848213019761,0.01766375523362118,AVJR;RIVR;AWBR,AVDR,43,2023-01-09-08,2022-08-02-01,FLPR,False,False,True,False
0.40456882109;0.569253899448;0.658998818636,0.18030792578749333,-0.06558295354331123,0.47869089284810873,-0.18030792578749333,2,URYDR,0.639372320336;0.643398156294;0.657029358764,0.0395339663177563,0.03230634152269174,0.6789062866540692,0.02187692789054252,IL1DR;OLLR;OLQDR,URYDR,48,2023-01-09-08,2022-08-02-01,OLLR,True,False,False,False
0.407048572415;-0.334354507983;-0.481692972544,1.1816489551739877,0.8362889520009229,0.6999559826301985,0.2929074102151076,2,CEPVR,0.275103598163;0.364631943989;0.529401067076,0.14061508031464376,-0.0009262163145387636,0.388785986761769,-0.14061508031464376,RMER;AVER;AVL,CEPVR,68,2023-01-09-08,2022-08-02-01,RMEV,False,False,True,False
0.464633820181;-0.559400674429;-0.460581932196,0.8034505100029601,-0.15370042767398082,-0.3388166898218919,-0.8034505100029601,2,AVJR,0.858133256334;0.858378428625;0.822652491077,0.03902641033701226,0.015290842735225962,0.8616789014135433,0.0033004727886315477,AVDR;RIVR;AWBR,AVJR,70,2023-01-09-08,2022-08-02-01,AVDR,True,False,False,False
0.0971285198679;0.389349899211;-0.181374432288,0.6949614845689231,0.41188572335050244,0.5135870522807807,0.12423715306971206,2,AVAL,0.669020648942;0.689551706022;0.673275363157,0.030220642537724052,0.021958718772745245,0.6992412914799789,0.009689585457919536,SAAVL;RIAL;URXL,AVAL,78,2023-01-09-08,2022-08-02-01,RMDL,False,False,True,False
0.0872244512186;-0.310864090251;0.14077141465,0.8334495500076238,0.5502082012175554,0.5225854597566912,0.3818140451069586,2,CEPDR,0.724838772842;0.685032551642;0.692080786382,0.06468107259627232,0.0490629206164066,0.7497136242383677,0.024874851396560982,URXR;AWBR;URXL,CEPDR,81,2023-01-09-08,2022-08-02-01,URXR,True,False,True,False
0.176121609917;0.224815200692;-0.366481001244,1.00861004996079,0.6306437789286469,0.6421290487168936,0.41731384802533,2,URBL,0.802773351935;0.78971099132;0.492144512935,0.21920164283729754,0.01646987037577785,0.71134615577269,-0.0914271961622567,IL2L;OLLL;URYVL,URBL,92,2023-01-09-08,2022-08-02-01,IL2L,True,False,True,False
0.558936945961;-0.534637775212;-0.468499561631,1.1627566859648084,0.7761857077133096,0.6281189107526904,0.06918196479131533,2,AVDL,0.851246982167;0.858021419534;0.833730517753,0.02614687789775505,0.01221108916617808,0.8598773956510798,0.001855976117151048,AVJL;RIVL;AWBL,AVDL,104,2023-01-09-08,2022-08-02-01,AUAL,False,False,True,False
-0.304148429519;-0.273318943482;-0.209431460918,0.3667725316510213,0.32492371343824666,0.06262410213173217,0.2720555630502265,2,AWAR,0.810714156228;0.743180264144;0.82243389401,0.06874990205797749,0.01982072807496882,0.8119301662022453,-0.010503727807800955,AWBR;AVER;AVJR,AWAR,106,2023-01-09-08,2022-08-02-01,ASHR,False,False,True,False
0.474322526545;-0.148553766003;0.476511172873,0.6914698357918669,0.2754894253170858,0.542916069788584,0.06640489691573764,2,AVER,0.726728404512;0.542047858307;0.735606744087,0.1734847920381415,0.047404981376265476,0.7155326503447151,-0.020074093742372123,AWAR;CEPVR;AWBR,AVER,107,2023-01-09-08,2022-08-02-01,AWCR,False,False,True,False
-0.544353933799;-0.576559192562;-0.43782895562,1.2151940149325136,1.1582155163643821,0.6386348223708388,1.0764637779907156,2,I3,0.867968929227;0.887630392103;0.866909752766,0.013826266365174478,0.006566327766000413,0.8807360191316159,-0.006894372971695706,MI;IL2DL;M3L,I3,110,2023-01-09-08,2022-08-02-01,M4,False,True,True,False
0.212262108017;0.754800098516;0.751522690921,0.4860809979709779,0.12548147350344196,0.6983431059879027,-0.05645699252772429,2,IL1DR,0.677536270198;0.644822970352;0.659110600675,0.056758303478260275,0.04109132675544924,0.7015812738305295,0.024045003632633843,URYDR;IL1DL;OLQDR,IL1DR,117,2023-01-09-08,2022-08-02-01,OLLR,False,False,False,False
0.0693545429707;0.641333685977;0.756081433046,0.6047396025199073,0.18517092482617287,0.6740941454906476,-0.08198728755536633,2,OLLL,0.607844193521;0.595965047777;0.568497174341,0.036861776135540536,-0.019786387827261276,0.5709824173858726,-0.036861776135540536,IL2L;URBL;IL1DL,OLLL,130,2023-01-09-08,2022-08-02-01,RMEL,False,False,False,False
-0.121935731868;-0.204935367514;0.0437893407544,0.23674723941666853,-0.09859731245336137,-0.19295789866227195,-0.23674723941666853,2,ASEL,0.967405152088;0.969777446256;0.971970790738,0.008340054896933902,0.006027410624124041,0.9757452069851055,0.0037744162467884257,AVDL;AWBL;RIBL,ASEL,2,2023-01-09-15,2022-08-02-01,ASHL,False,True,False,False
-0.712557878087;-0.400874344919;-0.625265387975,1.4550781939477235,1.322086186187727,0.7425203158608893,1.1433946607799705,2,AIBL,0.967981725988;0.96410258529;0.960241629416,0.01287391044643249,0.009006892964315893,0.9731155398624057,0.0051338138742761386,RIBL;AWCL;RMDDR,AIBL,3,2023-01-09-15,2022-08-02-01,AVEL,False,True,True,False
-0.0888121291923;-0.169213257986;-0.234597879069,0.5601159130091354,0.4897257893555488,0.32551803393986267,0.4143301631321245,2,AIZR,0.962350605349;0.950242855086;0.952236249822,0.026624453996547448,0.021924072330589905,0.9768673090828557,0.014516703734174019,AUAR;RICR;RIH,AIZR,5,2023-01-09-15,2022-08-02-01,RIMR,False,False,True,False
0.194076178538;0.386616193399;-0.374244556755,0.8214362540243022,0.37837575887518604,0.447191697269262,0.06057550387039062,2,CEPVR,0.912427985962;0.882430599506;0.791333529302,0.1339229463599263,0.06319243740527314,0.9252564756618396,0.012828489699802659,OLQVR;RMER;AVER,CEPVR,11,2023-01-09-15,2022-08-02-01,RMEV,False,False,True,False
-0.356204878779;0.342381240246;-0.124493809526,0.5270096155293473,0.2169105527702048,0.17080473675062194,-0.17157650349582673,2,ADEL,0.982523799217;0.982920063544;0.963628106752,0.01901356759397166,0.006284351174737357,0.9826416743459132,-0.00027838919822820163,ADAL;FLPL;M5,ADEL,17,2023-01-09-15,2022-08-02-01,FLPL,True,False,False,False
0.409286119605;-0.180598551304;-0.0376936196914,0.7105359220026775,0.46627272116231633,0.5299373706989552,0.12065125109394687,2,IL1L,0.965111580586;0.948639186857;0.953908278077,0.01117456517807125,0.003927403528549367,0.9598137520352497,-0.0052978285505055345,URBL;URYVL;URYDL,IL1L,22,2023-01-09-15,2022-08-02-01,URBL,True,True,True,True
-0.327186960649;0.371616792851;-0.357365850164,1.0658690914140196,0.8128152472375214,0.7085032412503032,0.3368864483992643,2,URYVL,0.94646008481;0.884205464869;0.954695305608,0.06080690391825383,0.0165587503581599,0.9450123687869126,-0.00968293682069421,IL1L;OLQVL;URBL,URYVL,30,2023-01-09-15,2022-08-02-01,IL1VL,False,False,True,False
0.682506557109;0.639191930947;0.65704126194,0.1474488215439188,0.12706083582569383,0.7866407524913552,0.10413419538190805,2,ASGR,0.965555155144;0.95608668887;0.961905973985,0.012261283353989794,0.007165366224418768,0.9683479722240967,0.0027928170801240215,AWBR;AWAR;AVJR,ASGR,33,2023-01-09-15,2022-08-02-01,AWAR,True,True,True,True
0.427760187751;-0.28480156778;0.354320424274,0.5949811520285733,0.14441990283367925,0.31017958424898456,-0.11758060350214972,2,RMDDL,0.923447157592;0.915459114197;0.949769585806,0.02949839477795746,0.015398889776445324,0.9449575089746891,-0.004812076831199552,AUAR;AIBR;RIH,RMDDL,51,2023-01-09-15,2022-08-02-01,SMDDL,False,False,False,False
-0.719404947599;-0.136965741122;0.527845417305,1.4440501223634703,0.8341535985698008,0.7246451747644402,0.19679975745911682,2,RIBL,0.96482288568;0.96696839813;0.958652569135,0.008805491473678151,0.0039767762936454565,0.9674580606088233,0.0004896624786097092,AIBL;AWBL;AWCL,RIBL,57,2023-01-09-15,2022-08-02-01,AVHL,False,True,True,False
-0.425514538669;-0.220199125006;0.321106467679,0.5491595742909037,0.23184743428735136,0.12364503562211969,-0.19746143205679878,2,AUAL,0.968264088297;0.970393941827;0.969619039202,0.007309476415121252,0.00614787493668445,0.975573564712046,0.005179622884719071,AWCL;ASEL;AIBL,AUAL,70,2023-01-09-15,2022-08-02-01,AWCL,True,True,False,False
0.161774310931;-0.384263133754;0.481895095153,0.9567571049100805,0.48602521371291557,0.5724939711563122,0.09059887600309924,2,SAAVR,0.954477992473;0.947680956898;0.928674382189,0.024708070787325398,0.009771342456588727,0.9533824529767407,-0.0010955394962056664,SMDVR;URXR;AVAR,SAAVR,89,2023-01-09-15,2022-08-02-01,RIAR,False,False,True,False
0.272265567562;0.326384703813;0.168268817343,0.13282333039934682,0.045452451502939195,0.30109214774187104,-0.02529255607062919,2,RIH,0.963067916952;0.968471215394;0.955905304377,0.011002940431425468,0.0044267659004003646,0.9669082448080439,-0.0015629705861697207,RMDDR;RMDDL;AUAR,RIH,109,2023-01-09-15,2022-08-02-01,AVL,False,True,False,False
0.0828266518695;0.169933348484;0.0501436562667,0.11666288319617114,0.06583865392278361,0.16680653946282273,-0.003126809021159832,2,RICR,0.970030624117;0.974610843934;0.939330862563,0.030588064725161623,0.00859481708348342,0.9699189272881774,-0.0046919166459882256,FLPR;AIZR;VB02,RICR,130,2023-01-09-15,2022-08-02-01,AIZR,True,False,False,False
0.390594395556;-0.45060928856;0.0138267673073,1.1440297243503756,0.7088164776891613,0.6934204357903112,0.3028260402340507,2,AVEL,0.780901337119;0.737899468205;0.786422328391,0.06138415982453105,0.030875916791805458,0.7992836280300131,0.0128612996394053,RMDL;AWCL;AWBL,AVEL,48,2023-01-23-08,2022-08-02-01,CEPVL,False,False,True,False
0.532579667527;-0.23063901554;-0.171908336499,0.880916289619706,0.6069331689171995,0.6502772740795053,0.11769760655297778,2,RMDR,0.825983663332;0.812241367703;0.813419929494,0.012570553630508186,0.007596934490415319,0.8248119213331317,-0.0011717419986272404,AIBR;RMDDL;SAADR,RMDR,93,2023-01-23-08,2022-08-02-01,SAAVR,False,True,True,False
