dataset,fold,test_animal_id,duration_key,position,requested_duration_seconds,actual_start_seconds,actual_duration_seconds,raw_frames,window_frames,sampling_rate_hz
rld,0,20240902-17-33-24,15s,start,15,0.0,15.359759999999962,1500,16,1.0416829429626933
rld,0,20240902-17-33-24,15s,middle,15,713.268855,14.399774999999977,1500,15,1.0416829429626933
rld,0,20240902-17-33-24,15s,end,15,1425.577725,14.399774999999863,1500,15,1.0416829429626933
rld,0,20240902-17-33-24,30s,start,30,0.0,30.719519999999964,1500,32,1.0416829429626933
rld,0,20240902-17-33-24,30s,middle,30,705.5889750000001,29.759534999999914,1500,31,1.0416829429626933
rld,0,20240902-17-33-24,30s,end,30,1410.217965,29.759534999999914,1500,31,1.0416829429626933
rld,0,20240902-17-33-24,60s,start,60,0.0,60.47905499999996,1500,63,1.0416829429626933
rld,0,20240902-17-33-24,60s,middle,60,690.2292150000001,60.47905500000002,1500,63,1.0416829429626933
rld,0,20240902-17-33-24,60s,end,60,1380.4584300000001,59.51906999999983,1500,62,1.0416829429626933
rld,0,20240902-17-33-24,120s,start,120,0.0,120.95810999999996,1500,126,1.0416829429626933
rld,0,20240902-17-33-24,120s,middle,120,660.46968,119.99812499999996,1500,125,1.0416829429626933
rld,0,20240902-17-33-24,120s,end,120,1319.9793750000001,119.99812499999985,1500,125,1.0416829429626933
rld,0,20240902-17-33-24,240s,start,240,0.0,240.956235,1500,251,1.0416829429626933
rld,0,20240902-17-33-24,240s,middle,240,599.990625,240.956235,1500,251,1.0416829429626933
rld,0,20240902-17-33-24,240s,end,240,1199.98125,239.99624999999992,1500,250,1.0416829429626933
rld,0,20240902-17-33-24,480s,start,480,0.0,480.95248499999997,1500,501,1.0416829429626933
rld,0,20240902-17-33-24,480s,middle,480,479.9925,480.9524850000001,1500,501,1.0416829429626933
rld,0,20240902-17-33-24,480s,end,480,959.9850000000001,479.99249999999984,1500,500,1.0416829429626933
rld,0,20240902-17-33-24,900s,start,900,0.0,900.4659300000001,1500,938,1.0416829429626933
rld,0,20240902-17-33-24,900s,middle,900,270.71577,899.5059450000001,1500,937,1.0416829429626933
rld,0,20240902-17-33-24,900s,end,900,540.4715550000001,899.5059449999999,1500,937,1.0416829429626933
rld,0,20240902-17-33-24,full,full,,0.0,1439.9775,1500,1500,1.0416829429626933
rld,0,20220316-15-34-20,15s,start,15,0.0,15.21931616666668,3000,50,3.28529872514954
rld,0,20220316-15-34-20,15s,middle,15,449.27421324,14.914929843333312,3000,49,3.28529872514954
rld,0,20220316-15-34-20,15s,end,15,898.2440401566666,14.914929843333312,3000,49,3.28529872514954
rld,0,20220316-15-34-20,30s,start,30,0.0,30.134246010000012,3000,99,3.28529872514954
rld,0,20220316-15-34-20,30s,middle,30,441.66455515666667,30.13424600999997,3000,99,3.28529872514954
rld,0,20220316-15-34-20,30s,end,30,883.3291103133333,29.829859686666623,3000,98,3.28529872514954
rld,0,20220316-15-34-20,60s,start,60,0.0,60.26849202000001,3000,198,3.28529872514954
rld,0,20220316-15-34-20,60s,middle,60,426.7496253133333,59.96410569666671,3000,197,3.28529872514954
rld,0,20220316-15-34-20,60s,end,60,853.1948643033332,59.96410569666671,3000,197,3.28529872514954
rld,0,20220316-15-34-20,120s,start,120,0.0,120.23259771666667,3000,395,3.28529872514954
rld,0,20220316-15-34-20,120s,middle,120,396.6153793033333,120.2325977166667,3000,395,3.28529872514954
rld,0,20220316-15-34-20,120s,end,120,793.2307586066667,119.9282113933333,3000,394,3.28529872514954
rld,0,20220316-15-34-20,240s,start,240,0.0,240.16080911,3000,789,3.28529872514954
rld,0,20220316-15-34-20,240s,middle,240,336.6512736066666,240.16080911,3000,789,3.28529872514954
rld,0,20220316-15-34-20,240s,end,240,673.3025472133334,239.8564227866666,3000,788,3.28529872514954
rld,0,20220316-15-34-20,480s,start,480,0.0,480.01723189666666,3000,1577,3.28529872514954
rld,0,20220316-15-34-20,480s,middle,480,216.72306221333332,480.0172318966667,3000,1577,3.28529872514954
rld,0,20220316-15-34-20,480s,end,480,433.44612442666664,479.7128455733333,3000,1576,3.28529872514954
rld,0,20220316-15-34-20,900s,start,900,0.0,900.0703580966666,3000,2957,3.28529872514954
rld,0,20220316-15-34-20,900s,middle,900,6.696499113333333,900.0703580966667,3000,2957,3.28529872514954
rld,0,20220316-15-34-20,900s,end,900,13.392998226666666,899.7659717733333,3000,2956,3.28529872514954
rld,0,20220316-15-34-20,full,full,,0.0,913.15897,3000,3000,3.28529872514954
rld,0,20220426-11-26-14,15s,start,15,0.0,15.219270833333328,3000,50,3.285308511002412
rld,0,20220426-11-26-14,15s,middle,15,449.272875,14.914885416666664,3000,49,3.285308511002412
rld,0,20220426-11-26-14,15s,end,15,898.2413645833333,14.914885416666664,3000,49,3.285308511002412
rld,0,20220426-11-26-14,30s,start,30,0.0,30.134156249999997,3000,99,3.285308511002412
rld,0,20220426-11-26-14,30s,middle,30,441.66323958333334,30.13415624999999,3000,99,3.285308511002412
rld,0,20220426-11-26-14,30s,end,30,883.3264791666666,29.829770833333384,3000,98,3.285308511002412
rld,0,20220426-11-26-14,60s,start,60,0.0,60.26831249999999,3000,198,3.285308511002412
rld,0,20220426-11-26-14,60s,middle,60,426.7483541666667,59.96392708333332,3000,197,3.285308511002412
rld,0,20220426-11-26-14,60s,end,60,853.1923229166666,59.96392708333332,3000,197,3.285308511002412
rld,0,20220426-11-26-14,120s,start,120,0.0,120.23223958333332,3000,395,3.285308511002412
rld,0,20220426-11-26-14,120s,middle,120,396.6141979166667,120.23223958333324,3000,395,3.285308511002412
rld,0,20220426-11-26-14,120s,end,120,793.2283958333333,119.92785416666669,3000,394,3.285308511002412
rld,0,20220426-11-26-14,240s,start,240,0.0,240.16009375,3000,789,3.285308511002412
rld,0,20220426-11-26-14,240s,middle,240,336.6502708333333,240.16009375,3000,789,3.285308511002412
rld,0,20220426-11-26-14,240s,end,240,673.3005416666666,239.85570833333333,3000,788,3.285308511002412
rld,0,20220426-11-26-14,480s,start,480,0.0,480.0158020833333,3000,1577,3.285308511002412
rld,0,20220426-11-26-14,480s,middle,480,216.72241666666667,480.01580208333326,3000,1577,3.285308511002412
rld,0,20220426-11-26-14,480s,end,480,433.44483333333335,479.7114166666666,3000,1576,3.285308511002412
rld,0,20220426-11-26-14,900s,start,900,0.0,900.0676770833331,3000,2957,3.285308511002412
rld,0,20220426-11-26-14,900s,middle,900,6.696479166666666,900.0676770833331,3000,2957,3.285308511002412
rld,0,20220426-11-26-14,900s,end,900,13.392958333333333,899.7632916666666,3000,2956,3.285308511002412
rld,0,20220426-11-26-14,full,full,,0.0,913.15625,3000,3000,3.285308511002412
rld,0,20220426-11-32-18,15s,start,15,0.0,15.219312166666674,3000,50,3.2852995886048557
rld,0,20220426-11-32-18,15s,middle,15,449.27409516,14.914925923333385,3000,49,3.2852995886048557
rld,0,20220426-11-32-18,15s,end,15,898.2438040766667,14.914925923333442,3000,49,3.2852995886048557
rld,0,20220426-11-32-18,30s,start,30,0.0,30.134238090000007,3000,99,3.2852995886048557
rld,0,20220426-11-32-18,30s,middle,30,441.66443907666667,30.134238090000053,3000,99,3.2852995886048557
rld,0,20220426-11-32-18,30s,end,30,883.3288781533334,29.829851846666713,3000,98,3.2852995886048557
rld,0,20220426-11-32-18,60s,start,60,0.0,60.26847618000001,3000,198,3.2852995886048557
rld,0,20220426-11-32-18,60s,middle,60,426.74951315333334,59.96408993666671,3000,197,3.2852995886048557
rld,0,20220426-11-32-18,60s,end,60,853.1946400633334,59.96408993666677,3000,197,3.2852995886048557
rld,0,20220426-11-32-18,120s,start,120,0.0,120.23256611666667,3000,395,3.2852995886048557
rld,0,20220426-11-32-18,120s,middle,120,396.61527506333334,120.23256611666676,3000,395,3.2852995886048557
rld,0,20220426-11-32-18,120s,end,120,793.2305501266668,119.92817987333336,3000,394,3.2852995886048557
rld,0,20220426-11-32-18,240s,start,240,0.0,240.16074599,3000,789,3.2852995886048557
rld,0,20220426-11-32-18,240s,middle,240,336.6511851266667,240.16074599,3000,789,3.2852995886048557
rld,0,20220426-11-32-18,240s,end,240,673.3023702533334,239.85635974666678,3000,788,3.2852995886048557
rld,0,20220426-11-32-18,480s,start,480,0.0,480.0171057366667,3000,1577,3.2852995886048557
rld,0,20220426-11-32-18,480s,middle,480,216.72300525333333,480.0171057366668,3000,1577,3.2852995886048557
rld,0,20220426-11-32-18,480s,end,480,433.4460105066667,479.71271949333345,3000,1576,3.2852995886048557
rld,0,20220426-11-32-18,900s,start,900,0.0,900.0701215366669,3000,2957,3.2852995886048557
rld,0,20220426-11-32-18,900s,middle,900,6.696497353333334,900.0701215366666,3000,2957,3.2852995886048557
rld,0,20220426-11-32-18,900s,end,900,13.392994706666668,899.7657352933336,3000,2956,3.2852995886048557
rld,0,20220426-11-32-18,full,full,,0.0,913.1587300000001,3000,3000,3.2852995886048557
rld,0,20221106-21-23-19,15s,start,15,0.0,15.359498748779313,1000,16,1.0417006610499826
rld,0,20221106-21-23-19,15s,middle,15,473.2645551967621,14.399530076980568,1000,15,1.0417006610499826
rld,0,20221106-21-23-19,15s,end,15,945.5691417217255,14.399530076980568,1000,15,1.0417006610499826
rld,0,20221106-21-23-19,30s,start,30,0.0,30.71899749755861,1000,32,1.0417006610499826
rld,0,20221106-21-23-19,30s,middle,30,465.58480582237246,29.759028825759913,1000,31,1.0417006610499826
rld,0,20221106-21-23-19,30s,end,30,930.2096429729462,29.759028825759856,1000,31,1.0417006610499826
rld,0,20221106-21-23-19,60s,start,60,0.0,60.478026323318495,1000,63,1.0417006610499826
rld,0,20221106-21-23-19,60s,middle,60,450.22530707359317,60.47802632331849,1000,63,1.0417006610499826
rld,0,20221106-21-23-19,60s,end,60,900.4506141471863,59.51805765151971,1000,62,1.0417006610499826
rld,0,20221106-21-23-19,120s,start,120,0.0,120.95605264663698,1000,126,1.0417006610499826
rld,0,20221106-21-23-19,120s,middle,120,420.46627824783326,119.99608397483831,1000,125,1.0417006610499826
rld,0,20221106-21-23-19,120s,end,120,839.9725878238678,119.99608397483826,1000,125,1.0417006610499826
rld,0,20221106-21-23-19,240s,start,240,0.0,240.95213662147523,1000,251,1.0417006610499826
rld,0,20221106-21-23-19,240s,middle,240,359.98825192451477,240.95213662147523,1000,251,1.0417006610499826
rld,0,20221106-21-23-19,240s,end,240,719.9765038490295,239.9921679496765,1000,250,1.0417006610499826
rld,0,20221106-21-23-19,480s,start,480,0.0,480.94430457115175,1000,501,1.0417006610499826
rld,0,20221106-21-23-19,480s,middle,480,239.9921679496765,480.94430457115175,1000,501,1.0417006610499826
rld,0,20221106-21-23-19,480s,end,480,479.984335899353,479.984335899353,1000,500,1.0417006610499826
rld,0,20221106-21-23-19,900s,start,900,0.0,900.4506141471863,1000,938,1.0417006610499826
rld,0,20221106-21-23-19,900s,middle,900,30.718997497558597,899.4906454753876,1000,937,1.0417006610499826
rld,0,20221106-21-23-19,900s,end,900,60.47802632331849,899.4906454753876,1000,937,1.0417006610499826
rld,0,20221106-21-23-19,full,full,,0.0,959.968671798706,1000,1000,1.0417006610499826
rld,0,20221215-22-02-55,15s,start,15,0.0,15.359538852691665,1000,16,1.0416979411589458
rld,0,20221215-22-02-55,15s,middle,15,473.2657908985614,14.39956767439844,1000,15,1.0416979411589458
rld,0,20221215-22-02-55,15s,end,15,945.5716106188297,14.399567674398327,1000,15,1.0416979411589458
rld,0,20221215-22-02-55,30s,start,30,0.0,30.719077705383317,1000,32,1.0416979411589458
rld,0,20221215-22-02-55,30s,middle,30,465.58602147221563,29.75910652709007,1000,31,1.0416979411589458
rld,0,20221215-22-02-55,30s,end,30,930.212071766138,29.75910652709001,1000,31,1.0416979411589458
rld,0,20221215-22-02-55,60s,start,60,0.0,60.47818423247338,1000,63,1.0416979411589458
rld,0,20221215-22-02-55,60s,middle,60,450.22648261952395,60.47818423247338,1000,63,1.0416979411589458
rld,0,20221215-22-02-55,60s,end,60,900.4529652390479,59.51821305418014,1000,62,1.0416979411589458
rld,0,20221215-22-02-55,120s,start,120,0.0,120.95636846494675,1000,126,1.0416979411589458
rld,0,20221215-22-02-55,120s,middle,120,420.4673760924339,119.99639728665358,1000,125,1.0416979411589458
rld,0,20221215-22-02-55,120s,end,120,839.9747810065745,119.99639728665352,1000,125,1.0416979411589458
rld,0,20221215-22-02-55,240s,start,240,0.0,240.95276575160028,1000,251,1.0416979411589458
rld,0,20221215-22-02-55,240s,middle,240,359.9891918599605,240.95276575160034,1000,251,1.0416979411589458
rld,0,20221215-22-02-55,240s,end,240,719.978383719921,239.99279457330704,1000,250,1.0416979411589458
rld,0,20221215-22-02-55,480s,start,480,0.0,480.94556032490726,1000,501,1.0416979411589458
rld,0,20221215-22-02-55,480s,middle,480,239.99279457330704,480.9455603249072,1000,501,1.0416979411589458
rld,0,20221215-22-02-55,480s,end,480,479.985589146614,479.985589146614,1000,500,1.0416979411589458
rld,0,20221215-22-02-55,900s,start,900,0.0,900.4529652390479,1000,938,1.0416979411589458
rld,0,20221215-22-02-55,900s,middle,900,30.7190777053833,899.4929940607548,1000,937,1.0416979411589458
rld,0,20221215-22-02-55,900s,end,900,60.47818423247337,899.4929940607547,1000,937,1.0416979411589458
rld,0,20221215-22-02-55,full,full,,0.0,959.971178293228,1000,1000,1.0416979411589458
rld,0,20230317-12-51-42,15s,start,15,0.0,15.359539478302027,1000,16,1.0416978987294736
rld,0,20230317-12-51-42,15s,middle,15,473.26581017518043,14.399568260908154,1000,15,1.0416978987294736
rld,0,20230317-12-51-42,15s,end,15,945.571649132967,14.399568260908154,1000,15,1.0416978987294736
rld,0,20230317-12-51-42,30s,start,30,0.0,30.71907895660403,1000,32,1.0416978987294736
rld,0,20230317-12-51-42,30s,middle,30,465.5860404360294,29.75910773921015,1000,31,1.0416978987294736
rld,0,20230317-12-51-42,30s,end,30,930.212109654665,29.759107739210094,1000,31,1.0416978987294736
rld,0,20230317-12-51-42,60s,start,60,0.0,60.47818669581415,1000,63,1.0416978987294736
rld,0,20230317-12-51-42,60s,middle,60,450.2265009577274,60.478186695814145,1000,63,1.0416978987294736
rld,0,20230317-12-51-42,60s,end,60,900.4530019154548,59.5182154784203,1000,62,1.0416978987294736
rld,0,20230317-12-51-42,120s,start,120,0.0,120.95637339162829,1000,126,1.0416978987294736
rld,0,20230317-12-51-42,120s,middle,120,420.46739321851726,119.99640217423439,1000,125,1.0416978987294736
rld,0,20230317-12-51-42,120s,end,120,839.9748152196407,119.99640217423439,1000,125,1.0416978987294736
rld,0,20230317-12-51-42,240s,start,240,0.0,240.95277556586268,1000,251,1.0416978987294736
rld,0,20230317-12-51-42,240s,middle,240,359.98920652270317,240.95277556586268,1000,251,1.0416978987294736
rld,0,20230317-12-51-42,240s,end,240,719.9784130454063,239.99280434846878,1000,250,1.0416978987294736
rld,0,20230317-12-51-42,480s,start,480,0.0,480.94557991433146,1000,501,1.0416978987294736
rld,0,20230317-12-51-42,480s,middle,480,239.99280434846878,480.94557991433146,1000,501,1.0416978987294736
rld,0,20230317-12-51-42,480s,end,480,479.98560869693756,479.98560869693756,1000,500,1.0416978987294736
rld,0,20230317-12-51-42,900s,start,900,0.0,900.4530019154548,1000,938,1.0416978987294736
rld,0,20230317-12-51-42,900s,middle,900,30.719078956604005,899.493030698061,1000,937,1.0416978987294736
rld,0,20230317-12-51-42,900s,end,900,60.47818669581413,899.493030698061,1000,937,1.0416978987294736
rld,0,20230317-12-51-42,full,full,,0.0,959.9712173938751,1000,1000,1.0416978987294736
rld,0,20230322-18-57-04,15s,start,15,0.0,15.359655021667514,1500,16,1.041690062532567
rld,0,20230322-18-57-04,15s,middle,15,713.2639800686836,14.3996765828133,1500,15,1.041690062532567
rld,0,20230322-18-57-04,15s,end,15,1425.5679816985132,14.3996765828133,1500,15,1.041690062532567
rld,0,20230322-18-57-04,30s,start,30,0.0,30.719310043334996,1500,32,1.041690062532567
rld,0,20230322-18-57-04,30s,middle,30,705.58415255785,29.759331604480735,1500,31,1.041690062532567
rld,0,20230322-18-57-04,30s,end,30,1410.2083266768457,29.75933160448085,1500,31,1.041690062532567
rld,0,20230322-18-57-04,60s,start,60,0.0,60.47864164781574,1500,63,1.041690062532567
rld,0,20230322-18-57-04,60s,middle,60,690.2244975361824,60.47864164781572,1500,63,1.041690062532567
rld,0,20230322-18-57-04,60s,end,60,1380.4489950723648,59.5186632089617,1500,62,1.041690062532567
rld,0,20230322-18-57-04,120s,start,120,0.0,120.95728329563144,1500,126,1.041690062532567
rld,0,20230322-18-57-04,120s,middle,120,660.4651659317017,119.99730485677719,1500,125,1.041690062532567
rld,0,20230322-18-57-04,120s,end,120,1319.970353424549,119.99730485677742,1500,125,1.041690062532567
rld,0,20230322-18-57-04,240s,start,240,0.0,240.95458815240866,1500,251,1.041690062532567
rld,0,20230322-18-57-04,240s,middle,240,599.986524283886,240.95458815240863,1500,251,1.041690062532567
rld,0,20230322-18-57-04,240s,end,240,1199.973048567772,239.9946097135546,1500,250,1.041690062532567
rld,0,20230322-18-57-04,480s,start,480,0.0,480.9491978659631,1500,501,1.041690062532567
rld,0,20230322-18-57-04,480s,middle,480,479.9892194271088,480.94919786596296,1500,501,1.041690062532567
rld,0,20230322-18-57-04,480s,end,480,959.9784388542175,479.989219427109,1500,500,1.041690062532567
rld,0,20230322-18-57-04,900s,start,900,0.0,900.4597756452561,1500,938,1.041690062532567
rld,0,20230322-18-57-04,900s,middle,900,270.71391975688937,899.4997972064019,1500,937,1.041690062532567
rld,0,20230322-18-57-04,900s,end,900,540.4678610749245,899.499797206402,1500,937,1.041690062532567
rld,0,20230322-18-57-04,full,full,,0.0,1439.9676582813265,1500,1500,1.041690062532567
rld,0,20230322-22-12-12,15s,start,15,0.0,15.35958285776771,1500,16,1.0416949567031313
rld,0,20230322-22-12-12,15s,middle,15,713.2606289575896,14.399608929157239,1500,15,1.0416949567031313
rld,0,20230322-22-12-12,15s,end,15,1425.5612839865685,14.399608929157239,1500,15,1.0416949567031313
rld,0,20230322-22-12-12,30s,start,30,0.0,30.719165715535453,1500,32,1.0416949567031313
rld,0,20230322-22-12-12,30s,middle,30,705.5808375287056,29.759191786925044,1500,31,1.0416949567031313
rld,0,20230322-22-12-12,30s,end,30,1410.2017011288008,29.75919178692493,1500,31,1.0416949567031313
rld,0,20230322-22-12-12,60s,start,60,0.0,60.478357502460454,1500,63,1.0416949567031313
rld,0,20230322-22-12-12,60s,middle,60,690.2212546709379,60.478357502460426,1500,63,1.0416949567031313
rld,0,20230322-22-12-12,60s,end,60,1380.4425093418758,59.51838357384986,1500,62,1.0416949567031313
rld,0,20230322-22-12-12,120s,start,120,0.0,120.95671500492094,1500,126,1.0416949567031313
rld,0,20230322-22-12-12,120s,middle,120,660.4620628840129,119.99674107631051,1500,125,1.0416949567031313
rld,0,20230322-22-12-12,120s,end,120,1319.9641518394153,119.9967410763104,1500,125,1.0416949567031313
rld,0,20230322-22-12-12,240s,start,240,0.0,240.95345608123142,1500,251,1.0416949567031313
rld,0,20230322-22-12-12,240s,middle,240,599.9837053815525,240.95345608123137,1500,251,1.0416949567031313
rld,0,20230322-22-12-12,240s,end,240,1199.967410763105,239.9934821526208,1500,250,1.0416949567031313
rld,0,20230322-22-12-12,480s,start,480,0.0,480.94693823385234,1500,501,1.0416949567031313
rld,0,20230322-22-12-12,480s,middle,480,479.9869643052419,480.94693823385245,1500,501,1.0416949567031313
rld,0,20230322-22-12-12,480s,end,480,959.9739286104839,479.9869643052418,1500,500,1.0416949567031313
rld,0,20230322-22-12-12,900s,start,900,0.0,900.4555450366339,1500,938,1.0416949567031313
rld,0,20230322-22-12-12,900s,middle,900,270.7126478681564,899.4955711080233,1500,937,1.0416949567031313
rld,0,20230322-22-12-12,900s,end,900,540.4653218077025,899.4955711080232,1500,937,1.0416949567031313
rld,0,20230322-22-12-12,full,full,,0.0,1439.9608929157257,1500,1500,1.0416949567031313
rld,0,20230510-16-36-46,15s,start,15,0.0,15.35968914286295,1500,16,1.04168774844214
rld,0,20230510-16-36-46,15s,middle,15,713.2655645716985,14.39970857143399,1500,15,1.04168774844214
rld,0,20230510-16-36-46,15s,end,15,1425.5711485719678,14.399708571434218,1500,15,1.04168774844214
rld,0,20230510-16-36-46,30s,start,30,0.0,30.719378285725902,1500,32,1.04168774844214
rld,0,20230510-16-36-46,30s,middle,30,705.585720000267,29.759397714296966,1500,31,1.04168774844214
rld,0,20230510-16-36-46,30s,end,30,1410.211459429105,29.75939771429708,1500,31,1.04168774844214
rld,0,20230510-16-36-46,60s,start,60,0.0,60.478776000022876,1500,63,1.04168774844214
rld,0,20230510-16-36-46,60s,middle,60,690.2260308574041,60.478776000022805,1500,63,1.04168774844214
rld,0,20230510-16-36-46,60s,end,60,1380.452061714808,59.51879542859402,1500,62,1.04168774844214
rld,0,20230510-16-36-46,120s,start,120,0.0,120.95755200004577,1500,126,1.04168774844214
rld,0,20230510-16-36-46,120s,middle,120,660.4666331431071,119.9975714286168,1500,125,1.04168774844214
rld,0,20230510-16-36-46,120s,end,120,1319.973285714785,119.99757142861691,1500,125,1.04168774844214
rld,0,20230510-16-36-46,240s,start,240,0.0,240.9551234286626,1500,251,1.04168774844214
