dataset,fold,test_animal_id,duration_key,position,requested_duration_seconds,actual_start_seconds,actual_duration_seconds,raw_frames,window_frames,sampling_rate_hz
atanas,0,2022-07-26-01,15s,start,15,0.0,15.030472016427666,1600,25,1.6666142358899623
atanas,0,2022-07-26-01,15s,middle,15,474.0289749118965,15.041381445713341,1600,25,1.6666142358899623
atanas,0,2022-07-26-01,15s,end,15,948.0597680530045,14.454999401466921,1600,24,1.6666142358899623
atanas,0,2022-07-26-01,30s,start,30,0.0,30.07344410987571,1600,50,1.6666142358899623
atanas,0,2022-07-26-01,30s,middle,30,466.81965774833225,29.475925359874964,1600,49,1.6666142358899623
atanas,0,2022-07-26-01,30s,end,30,933.0217958784197,29.492971576051787,1600,49,1.6666142358899623
atanas,0,2022-07-26-01,60s,start,60,0.0,60.13188812788576,1600,100,1.6666142358899623
atanas,0,2022-07-26-01,60s,middle,60,451.751002476085,59.58596213837154,1600,99,1.6666142358899623
atanas,0,2022-07-26-01,60s,end,60,902.9583519578446,59.55641549662687,1600,99,1.6666142358899623
atanas,0,2022-07-26-01,120s,start,120,0.0,120.30877772555687,1600,200,1.6666142358899623
atanas,0,2022-07-26-01,120s,middle,120,421.6909677495714,119.73103234707378,1600,199,1.6666142358899623
atanas,0,2022-07-26-01,120s,end,120,842.8064633635804,119.70830409089103,1600,199,1.6666142358899623
atanas,0,2022-07-26-01,240s,start,240,0.0,240.03526418539695,1600,399,1.6666142358899623
atanas,0,2022-07-26-01,240s,middle,240,361.54362482298166,240.00776330963708,1600,399,1.6666142358899623
atanas,0,2022-07-26-01,240s,end,240,723.0427027577534,239.472064696718,1600,398,1.6666142358899623
atanas,0,2022-07-26-01,480s,start,480,0.0,480.03143622376956,1600,798,1.6666142358899623
atanas,0,2022-07-26-01,480s,middle,480,241.81509270169772,479.4625546648167,1600,797,1.6666142358899623
atanas,0,2022-07-26-01,480s,end,480,483.06334950518794,479.4514179492835,1600,797,1.6666142358899623
atanas,0,2022-07-26-01,900s,start,900,0.0,900.5332758333534,1600,1497,1.6666142358899623
atanas,0,2022-07-26-01,900s,middle,900,31.280982305295765,900.5532762648072,1600,1497,1.6666142358899623
atanas,0,2022-07-26-01,900s,end,900,62.552418519044295,899.9623489354271,1600,1496,1.6666142358899623
atanas,0,2022-07-26-01,full,full,,0.0,962.5147674544714,1600,1600,1.6666142358899623
atanas,0,2022-08-02-01,15s,start,15,0.0,15.025471820030361,1600,25,1.6666142268360071
