dataset,fold,test_animal_id,duration_key,position,requested_duration_seconds,actual_start_seconds,actual_duration_seconds,raw_frames,window_frames,sampling_rate_hz
rld,2,20240902-16-12-10,15s,start,15,0.0,15.359762133333362,1500,16,1.0416827982822234
rld,2,20240902-16-12-10,15s,middle,15,713.2689540666667,14.399776999999972,1500,15,1.0416827982822234
rld,2,20240902-16-12-10,15s,end,15,1425.577923,14.399776999999972,1500,15,1.0416827982822234
rld,2,20240902-16-12-10,30s,start,30,0.0,30.719524266666696,1500,32,1.0416827982822234
rld,2,20240902-16-12-10,30s,middle,30,705.589073,29.759539133333305,1500,31,1.0416827982822234
rld,2,20240902-16-12-10,30s,end,30,1410.2181608666667,29.759539133333305,1500,31,1.0416827982822234
rld,2,20240902-16-12-10,60s,start,60,0.0,60.47906340000003,1500,63,1.0416827982822234
rld,2,20240902-16-12-10,60s,middle,60,690.2293108666667,60.47906339999997,1500,63,1.0416827982822234
rld,2,20240902-16-12-10,60s,end,60,1380.4586217333333,59.519078266666725,1500,62,1.0416827982822234
rld,2,20240902-16-12-10,120s,start,120,0.0,120.95812680000003,1500,126,1.0416827982822234
rld,2,20240902-16-12-10,120s,middle,120,660.4697717333332,119.9981416666667,1500,125,1.0416827982822234
rld,2,20240902-16-12-10,120s,end,120,1319.9795583333334,119.99814166666658,1500,125,1.0416827982822234
rld,2,20240902-16-12-10,240s,start,240,0.0,240.9562684666667,1500,251,1.0416827982822234
rld,2,20240902-16-12-10,240s,middle,240,599.9907083333333,240.95626846666676,1500,251,1.0416827982822234
rld,2,20240902-16-12-10,240s,end,240,1199.9814166666667,239.99628333333328,1500,250,1.0416827982822234
rld,2,20240902-16-12-10,480s,start,480,0.0,480.95255180000004,1500,501,1.0416827982822234
rld,2,20240902-16-12-10,480s,middle,480,479.9925666666667,480.9525517999999,1500,501,1.0416827982822234
rld,2,20240902-16-12-10,480s,end,480,959.9851333333332,479.9925666666668,1500,500,1.0416827982822234
rld,2,20240902-16-12-10,900s,start,900,0.0,900.4660550666666,1500,938,1.0416827982822234
rld,2,20240902-16-12-10,900s,middle,900,270.71580759999995,899.5060699333335,1500,937,1.0416827982822234
rld,2,20240902-16-12-10,900s,end,900,540.4716300666666,899.5060699333334,1500,937,1.0416827982822234
rld,2,20240902-16-12-10,full,full,,0.0,1439.9777,1500,1500,1.0416827982822234
rld,2,20240902-18-51-10,15s,start,15,0.0,15.359656533333355,1500,16,1.0416899600115817
rld,2,20240902-18-51-10,15s,middle,15,713.2640502666666,14.399678000000108,1500,15,1.0416899600115817
rld,2,20240902-18-51-10,15s,end,15,1425.5681220000001,14.39967799999988,1500,15,1.0416899600115817
rld,2,20240902-18-51-10,30s,start,30,0.0,30.719313066666686,1500,32,1.0416899600115817
rld,2,20240902-18-51-10,30s,middle,30,705.584222,29.759334533333345,1500,31,1.0416899600115817
rld,2,20240902-18-51-10,30s,end,30,1410.2084654666667,29.759334533333345,1500,31,1.0416899600115817
rld,2,20240902-18-51-10,60s,start,60,0.0,60.478647600000016,1500,63,1.0416899600115817
rld,2,20240902-18-51-10,60s,middle,60,690.2245654666666,60.478647600000045,1500,63,1.0416899600115817
rld,2,20240902-18-51-10,60s,end,60,1380.4491309333334,59.518669066666575,1500,62,1.0416899600115817
rld,2,20240902-18-51-10,120s,start,120,0.0,120.95729520000002,1500,126,1.0416899600115817
rld,2,20240902-18-51-10,120s,middle,120,660.4652309333333,119.99731666666673,1500,125,1.0416899600115817
rld,2,20240902-18-51-10,120s,end,120,1319.9704833333333,119.99731666666673,1500,125,1.0416899600115817
rld,2,20240902-18-51-10,240s,start,240,0.0,240.95461186666668,1500,251,1.0416899600115817
rld,2,20240902-18-51-10,240s,middle,240,599.9865833333333,240.9546118666666,1500,251,1.0416899600115817
rld,2,20240902-18-51-10,240s,end,240,1199.9731666666667,239.99463333333335,1500,250,1.0416899600115817
rld,2,20240902-18-51-10,480s,start,480,0.0,480.9492452,1500,501,1.0416899600115817
rld,2,20240902-18-51-10,480s,middle,480,479.98926666666665,480.9492452,1500,501,1.0416899600115817
rld,2,20240902-18-51-10,480s,end,480,959.9785333333333,479.9892666666667,1500,500,1.0416899600115817
rld,2,20240902-18-51-10,900s,start,900,0.0,900.4598642666666,1500,938,1.0416899600115817
rld,2,20240902-18-51-10,900s,middle,900,270.71394639999994,899.4998857333334,1500,937,1.0416899600115817
rld,2,20240902-18-51-10,900s,end,900,540.4679142666666,899.4998857333334,1500,937,1.0416899600115817
rld,2,20240902-18-51-10,full,full,,0.0,1439.9678,1500,1500,1.0416899600115817
rld,2,20240902-20-11-40,15s,start,15,0.0,15.359685333333303,1500,16,1.041688006802947
rld,2,20240902-20-11-40,15s,middle,15,713.2653876666666,14.399704999999926,1500,15,1.041688006802947
rld,2,20240902-20-11-40,15s,end,15,1425.5707949999999,14.39970500000004,1500,15,1.041688006802947
rld,2,20240902-20-11-40,30s,start,30,0.0,30.719370666666634,1500,32,1.041688006802947
rld,2,20240902-20-11-40,30s,middle,30,705.5855449999999,29.759390333333272,1500,31,1.041688006802947
rld,2,20240902-20-11-40,30s,end,30,1410.2111096666665,29.759390333333386,1500,31,1.041688006802947
