dataset,fold,seed,duration_key,duration_seconds,position,recordings,queries,top1_real,top5_real,mrr_real,hungarian_queries,hungarian_accuracy
atanas,1,42,15s,15,start,8,669,0.33183856502242154,0.6412556053811659,0.47507683182010113,669,0.34080717488789236
atanas,1,42,15s,15,middle,8,669,0.33482810164424515,0.6651718983557549,0.4834871094110959,669,0.33183856502242154
atanas,1,42,15s,15,end,8,669,0.3303437967115097,0.6651718983557549,0.48500666648027585,669,0.3452914798206278
atanas,1,42,30s,30,start,8,669,0.34080717488789236,0.6846038863976084,0.4955762196307329,669,0.3542600896860987
atanas,1,42,30s,30,middle,8,669,0.3721973094170404,0.7309417040358744,0.5248015709023094,669,0.375186846038864
atanas,1,42,30s,30,end,8,669,0.3662182361733931,0.7085201793721974,0.5199563157681035,669,0.36472346786248133
atanas,1,42,60s,60,start,8,669,0.3841554559043348,0.7249626307922272,0.5380068136823889,669,0.4020926756352765
atanas,1,42,60s,60,middle,8,669,0.4080717488789238,0.7623318385650224,0.5646986440801564,669,0.414050822122571
atanas,1,42,60s,60,end,8,669,0.40956651718983555,0.7772795216741405,0.5672941158165679,669,0.4200298953662182
atanas,1,42,120s,120,start,8,669,0.4289985052316891,0.7698056801195815,0.5785547975559755,669,0.4289985052316891
atanas,1,42,120s,120,middle,8,669,0.4648729446935725,0.8071748878923767,0.6162184516057303,669,0.4663677130044843
atanas,1,42,120s,120,end,8,669,0.4693572496263079,0.8161434977578476,0.6166577994540039,669,0.45590433482810166
atanas,1,42,240s,240,start,8,669,0.5680119581464873,0.874439461883408,0.702556141104959,669,0.5605381165919282
atanas,1,42,240s,240,middle,8,669,0.6233183856502242,0.8819133034379671,0.7395058793860849,669,0.624813153961136
atanas,1,42,240s,240,end,8,669,0.593423019431988,0.8774289985052317,0.7198327526307524,669,0.5994020926756353
atanas,1,42,480s,480,start,8,669,0.750373692077728,0.9282511210762332,0.8253589038607474,669,0.7428998505231689
atanas,1,42,480s,480,middle,8,669,0.7653213751868461,0.9282511210762332,0.8368617945968548,669,0.7608370702541106
atanas,1,42,480s,480,end,8,669,0.7533632286995515,0.9267563527653214,0.8303480632190009,669,0.7488789237668162
atanas,1,42,900s,900,start,8,669,0.7832585949177877,0.9372197309417041,0.8509708118677589,669,0.7832585949177877
atanas,1,42,900s,900,middle,8,669,0.8101644245142003,0.9431988041853513,0.8675640584529107,669,0.8101644245142003
atanas,1,42,900s,900,end,8,669,0.8026905829596412,0.9446935724962631,0.863472238079264,669,0.7937219730941704
atanas,1,42,full,,full,8,669,0.8026905829596412,0.9402092675635276,0.8649249296358548,669,0.8086696562032885
