dataset,fold,test_animal_id,duration_key,position,requested_duration_seconds,actual_start_seconds,actual_duration_seconds,raw_frames,window_frames,sampling_rate_hz
atanas,1,2022-12-21-06,15s,start,15,0.0,15.050472669769078,1609,25,1.6666142216623183
atanas,1,2022-12-21-06,15s,middle,15,477.0649793194607,14.441362756770104,1609,24,1.6666142216623183
atanas,1,2022-12-21-06,15s,end,15,953.4935751790181,14.461817673873156,1609,24,1.6666142216623183
atanas,1,2022-12-21-06,30s,start,30,0.0,30.100945287849754,1609,50,1.6666142216623183
atanas,1,2022-12-21-06,30s,middle,30,469.24655206594616,30.069126127753407,1609,50,1.6666142216623183
atanas,1,2022-12-21-06,30s,end,30,938.4461330631748,29.509259789716452,1609,49,1.6666142216623183
atanas,1,2022-12-21-06,60s,start,60,0.0,60.17688962304965,1609,100,1.6666142216623183
atanas,1,2022-12-21-06,60s,middle,60,454.18926122784615,60.17688948335126,1609,100,1.6666142216623183
atanas,1,2022-12-21-06,60s,end,60,908.4080686112866,59.547324241604656,1609,99,1.6666142216623183
atanas,1,2022-12-21-06,120s,start,120,0.0,120.34241509670392,1609,200,1.6666142216623183
atanas,1,2022-12-21-06,120s,middle,120,424.11331674363464,120.32877846853808,1609,200,1.6666142216623183
atanas,1,2022-12-21-06,120s,end,120,848.215269651264,119.74012320162728,1609,199,1.6666142216623183
atanas,1,2022-12-21-06,240s,start,240,0.0,240.02344575850293,1609,399,1.6666142216623183
atanas,1,2022-12-21-06,240s,middle,240,363.9841560404748,240.0098088835366,1609,399,1.6666142216623183
atanas,1,2022-12-21-06,240s,end,240,728.5433299597353,239.41206289315596,1609,398,1.6666142216623183
atanas,1,2022-12-21-06,480s,start,480,0.0,480.0650736060925,1609,798,1.6666142216623183
atanas,1,2022-12-21-06,480s,middle,480,244.25766956899315,480.04007279267535,1609,798,1.6666142216623183
atanas,1,2022-12-21-06,480s,end,480,488.5039749229327,479.45141792995855,1609,797,1.6666142216623183
atanas,1,2022-12-21-06,900s,start,900,0.0,900.573277189862,1609,1497,1.6666142216623183
atanas,1,2022-12-21-06,900s,middle,900,34.30107714049518,899.9509847131558,1609,1496,1.6666142216623183
atanas,1,2022-12-21-06,900s,end,900,67.97713447827846,899.9782583746128,1609,1496,1.6666142216623183
atanas,1,2022-12-21-06,full,full,,0.0,967.9553928528912,1609,1609,1.6666142216623183
atanas,1,2022-07-15-06,15s,start,15,0.0,15.050473111972678,1600,25,1.6666141773626102
atanas,1,2022-07-15-06,15s,middle,15,474.03988460003166,15.025471705419477,1600,25,1.6666141773626102
atanas,1,2022-07-15-06,15s,end,15,948.0888599570608,14.421918005100451,1600,24,1.6666141773626102
atanas,1,2022-07-15-06,30s,start,30,0.0,30.0759445229196,1600,50,1.6666141773626102
atanas,1,2022-07-15-06,30s,middle,30,466.8146576137515,29.47592557099415,1600,49,1.6666141773626102
atanas,1,2022-07-15-06,30s,end,30,933.0406603309093,29.470117631251924,1600,49,1.6666141773626102
atanas,1,2022-07-15-06,60s,start,60,0.0,60.17234400368761,1600,100,1.6666141773626102
atanas,1,2022-07-15-06,60s,middle,60,451.7891857622308,59.535960365086794,1600,99,1.6666141773626102
atanas,1,2022-07-15-06,60s,end,60,902.9433516777935,59.567426284367684,1600,99,1.6666141773626102
atanas,1,2022-07-15-06,120s,start,120,0.0,120.30377758835675,1600,200,1.6666141773626102
atanas,1,2022-07-15-06,120s,middle,120,421.6882408465026,119.71966810332378,1600,199,1.6666141773626102
atanas,1,2022-07-15-06,120s,end,120,842.8151001273072,119.695677834854,1600,199,1.6666141773626102
atanas,1,2022-07-15-06,240s,start,240,0.0,240.0234457657789,1600,399,1.6666141773626102
atanas,1,2022-07-15-06,240s,middle,240,361.5563526098267,240.03253682068316,1600,399,1.6666141773626102
atanas,1,2022-07-15-06,240s,end,240,723.0977046538028,239.41307330835843,1600,398,1.6666141773626102
atanas,1,2022-07-15-06,480s,start,480,0.0,480.0400729382527,1600,798,1.6666141773626102
atanas,1,2022-07-15-06,480s,middle,480,241.84850295051,479.42414469021605,1600,797,1.6666141773626102
atanas,1,2022-07-15-06,480s,end,480,483.0651679636212,479.44560999854,1600,797,1.6666141773626102
atanas,1,2022-07-15-06,900s,start,900,0.0,900.5464583868743,1600,1497,1.6666141773626102
atanas,1,2022-07-15-06,900s,middle,900,31.291891623928677,900.5623678771663,1600,1497,1.6666141773626102
atanas,1,2022-07-15-06,900s,end,900,62.55196412728401,899.9588138348772,1600,1496,1.6666141773626102
atanas,1,2022-07-15-06,full,full,,0.0,962.5107779621612,1600,1600,1.6666141773626102
atanas,1,2023-01-09-22,15s,start,15,0.0,15.025471902976278,1615,25,1.6666142150335297
atanas,1,2023-01-09-22,15s,middle,15,478.8241255680332,14.441362667072099,1615,24,1.6666142150335297
atanas,1,2023-01-09-22,15s,end,15,957.0800513367867,14.450453739904333,1615,24,1.6666142150335297
atanas,1,2023-01-09-22,30s,start,30,0.0,30.060034877213184,1615,50,1.6666142150335297
atanas,1,2023-01-09-22,30s,middle,30,471.01478934974875,30.07594445598079,1615,50,1.6666142150335297
atanas,1,2023-01-09-22,30s,end,30,942.0750347665744,29.455470310116652,1615,49,1.6666142150335297
atanas,1,2023-01-09-22,60s,start,60,0.0,60.14438855374465,1615,100,1.6666142150335297
