candidate_identity,candidate_similarity,is_spatial_hard,mode,query_identity,same_minus_candidate,same_similarity
CEPVR,0.27914409571259585,False,Geometry,I1R,0.06546856280051655,0.3446126585131124
OLQVL,0.27993827857599857,False,Geometry,I1R,0.06467437993711384,0.3446126585131124
CEPVL,0.22834857818022092,False,Geometry,I1R,0.11626408033289148,0.3446126585131124
SAAVR,0.2124839849987029,False,Geometry,I1R,0.1321286735144095,0.3446126585131124
RID,0.206521050826342,False,Geometry,I1R,0.1380916076867704,0.3446126585131124
SMDVR,0.17385996082313773,False,Geometry,I1R,0.17075269768997467,0.3446126585131124
URXR,0.1691144104125747,False,Geometry,I1R,0.1754982481005377,0.3446126585131124
RIAR,0.1708832234213426,False,Geometry,I1R,0.1737294350917698,0.3446126585131124
AVAR,0.16704678881883422,False,Geometry,I1R,0.17756586969427818,0.3446126585131124
SAAVL,0.18288322698758716,False,Geometry,I1R,0.16172943152552524,0.3446126585131124
CEPDR,0.15605816725060703,False,Geometry,I1R,0.18855449126250537,0.3446126585131124
URXL,0.15974386624663708,False,Geometry,I1R,0.18486879226647532,0.3446126585131124
CEPDL,0.1430621645851412,False,Geometry,I1R,0.2015504939279712,0.3446126585131124
SMDDR,0.12542706124238406,False,Geometry,I1R,0.21918559727072834,0.3446126585131124
RMEV,0.12593564874022034,False,Geometry,I1R,0.21867700977289206,0.3446126585131124
RIAL,0.13341744701849106,False,Geometry,I1R,0.21119521149462134,0.3446126585131124
AVER,0.10873922914993087,False,Geometry,I1R,0.23587342936318154,0.3446126585131124
AWAR,0.0734657644459498,False,Geometry,I1R,0.27114689406716264,0.3446126585131124
SMDVL,0.08679162865333447,False,Geometry,I1R,0.25782102985977795,0.3446126585131124
AVAL,0.07551959902041357,False,Geometry,I1R,0.26909305949269885,0.3446126585131124
RMDL,0.037906202380901664,False,Geometry,I1R,0.30670645613221076,0.3446126585131124
AIBR,0.02605898962489093,False,Geometry,I1R,0.31855366888822145,0.3446126585131124
ASGR,0.006644269298228987,False,Geometry,I1R,0.3379683892148834,0.3446126585131124
AVL,-0.03603712547539743,False,Geometry,I1R,0.38064978398850985,0.3446126585131124
AVEL,-0.013420339955414062,False,Geometry,I1R,0.3580329984685265,0.3446126585131124
ASGL,-0.036831507926190624,False,Geometry,I1R,0.381444166439303,0.3446126585131124
ASHL,-0.062468147891557975,False,Geometry,I1R,0.40708080640467037,0.3446126585131124
AIBL,-0.06964816343915863,False,Geometry,I1R,0.41426082195227104,0.3446126585131124
AVHL,-0.0920254793749152,False,Geometry,I1R,0.43663813788802763,0.3446126585131124
AWBL,-0.10288196226816758,False,Geometry,I1R,0.44749462078128,0.3446126585131124
RIVL,-0.08574313057208338,False,Geometry,I1R,0.4303557890851958,0.3446126585131124
AWCL,-0.11712529520067493,False,Geometry,I1R,0.46173795371378734,0.3446126585131124
SMDDL,-0.15395010536161757,False,Geometry,I1R,0.49856276387473,0.3446126585131124
AVJR,-0.11936971940274273,False,Geometry,I1R,0.4639823779158551,0.3446126585131124
AIZL,-0.12374730680538189,False,Geometry,I1R,0.4683599653184943,0.3446126585131124
RIBL,-0.15280244522855574,False,Geometry,I1R,0.49741510374166814,0.3446126585131124
ASEL,-0.15005471046258517,False,Geometry,I1R,0.4946673689756976,0.3446126585131124
AVDR,-0.13910328647980996,False,Geometry,I1R,0.48371594499292236,0.3446126585131124
AVDL,-0.15834241447217084,False,Geometry,I1R,0.5029550729852832,0.3446126585131124
AVJL,-0.14115657153613723,False,Geometry,I1R,0.48576923004924966,0.3446126585131124
RIVR,-0.164602735287143,False,Geometry,I1R,0.5092153938002554,0.3446126585131124
AIZR,-0.18807908610592358,False,Geometry,I1R,0.532691744619036,0.3446126585131124
AUAR,-0.2574915370424941,False,Geometry,I1R,0.6021041955556066,0.3446126585131124
AUAL,-0.23871991353220687,False,Geometry,I1R,0.5833325720453193,0.3446126585131124
RICR,-0.23053995939717803,False,Geometry,I1R,0.5751526179102904,0.3446126585131124
RICL,-0.28926538684242187,False,Geometry,I1R,0.6338780453555343,0.3446126585131124
M5,-0.31076153309288346,False,Geometry,I1R,0.6553741916059959,0.3446126585131124
AIML,-0.9337351148041548,False,Geometry,I1R,1.2783477733172672,0.3446126585131124
AIMR,-0.36564935352400885,False,Geometry,I1R,0.7102620120371212,0.3446126585131124
FLPL,-0.3579553285204476,False,Geometry,I1R,0.7025679870335599,0.3446126585131124
ADEL,-0.35253945572149886,False,Geometry,I1R,0.6971521142346113,0.3446126585131124
VB02,-0.3870969498326315,False,Geometry,I1R,0.731709608345744,0.3446126585131124
ADAL,-0.35487337828395477,False,Geometry,I1R,0.6994860367970672,0.3446126585131124
I1R,0.30801719231874963,False,Geometry,IL2DL,0.021761914551159445,0.3297791068699091
I2R,0.3102677855093167,False,Geometry,IL2DL,0.01951132136059236,0.3297791068699091
I3,0.327499180637258,True,Geometry,IL2DL,0.0022799262326510528,0.3297791068699091
NSMR,0.31335817666264176,False,Geometry,IL2DL,0.016420930207267315,0.3297791068699091
I2L,0.3096016538111777,False,Geometry,IL2DL,0.020177453058731365,0.3297791068699091
MCL,0.3126180072987345,True,Geometry,IL2DL,0.017161099571174565,0.3297791068699091
NSML,0.31229790159292836,False,Geometry,IL2DL,0.017481205276980716,0.3297791068699091
M4,0.3323780121130613,True,Geometry,IL2DL,-0.0025989052431522053,0.3297791068699091
M3R,0.3245429743656333,False,Geometry,IL2DL,0.005236132504275792,0.3297791068699091
M3L,0.3222149870159144,False,Geometry,IL2DL,0.0075641198539946886,0.3297791068699091
IL2VL,0.31953049196719285,False,Geometry,IL2DL,0.010248614902716224,0.3297791068699091
IL1R,0.3346633527414236,False,Geometry,IL2DL,-0.0048842458715145365,0.3297791068699091
OLLL,0.3385741038310381,False,Geometry,IL2DL,-0.008794996961129009,0.3297791068699091
IL2L,0.3347753300047399,False,Geometry,IL2DL,-0.004996223134830835,0.3297791068699091
URBR,0.33439486612282643,False,Geometry,IL2DL,-0.004615759252917351,0.3297791068699091
OLLR,0.33719318960344663,False,Geometry,IL2DL,-0.0074140827335375525,0.3297791068699091
IL1DL,0.3414535480309883,False,Geometry,IL2DL,-0.011674441161079241,0.3297791068699091
IL1DR,0.33873962473144853,False,Geometry,IL2DL,-0.008960517861539452,0.3297791068699091
URYVR,0.3272624886062955,False,Geometry,IL2DL,0.0025166182636136014,0.3297791068699091
IL2R,0.32117563863119253,False,Geometry,IL2DL,0.00860346823871655,0.3297791068699091
URYDL,0.33813590516030967,False,Geometry,IL2DL,-0.008356798290400591,0.3297791068699091
IL1L,0.32967853080111337,False,Geometry,IL2DL,0.00010057606879571024,0.3297791068699091
URBL,0.3282496860633895,False,Geometry,IL2DL,0.001529420806519577,0.3297791068699091
OLQDR,0.32580499027741433,False,Geometry,IL2DL,0.0039741165924947475,0.3297791068699091
OLQDL,0.3287763605055142,False,Geometry,IL2DL,0.001002746364394902,0.3297791068699091
RMER,0.3184050816947191,False,Geometry,IL2DL,0.011374025175189983,0.3297791068699091
OLQVR,0.3129425023055544,False,Geometry,IL2DL,0.01683660456435465,0.3297791068699091
URYVL,0.31626600919245756,False,Geometry,IL2DL,0.013513097677451513,0.3297791068699091
RMED,0.3006097383461993,False,Geometry,IL2DL,0.02916936852370977,0.3297791068699091
RMEL,0.2984007522405269,False,Geometry,IL2DL,0.031378354629382155,0.3297791068699091
CEPVR,0.2839934928114014,False,Geometry,IL2DL,0.04578561405850767,0.3297791068699091
