candidate_identity,candidate_similarity,is_spatial_hard,mode,query_identity,same_minus_candidate,same_similarity
FLPL,-0.1327200088986909,False,Geometry,RMDL,0.3089629495366011,0.17624294063791018
ADEL,-0.13104359345414218,False,Geometry,RMDL,0.30728653409205237,0.17624294063791018
VB02,-0.16736565656146332,False,Geometry,RMDL,0.34360859719937353,0.17624294063791018
ADAL,-0.1366699313980703,False,Geometry,RMDL,0.3129128720359805,0.17624294063791018
I1R,0.13084655347941063,False,Geometry,AIBR,0.053006036462773826,0.18385258994218445
IL2DL,0.15334246416268446,False,Geometry,AIBR,0.03051012577949999,0.18385258994218445
I2R,0.1364597955527628,False,Geometry,AIBR,0.04739279438942165,0.18385258994218445
I3,0.15392313851327893,False,Geometry,AIBR,0.029929451428905518,0.18385258994218445
NSMR,0.14033637138518626,False,Geometry,AIBR,0.04351621855699819,0.18385258994218445
I2L,0.13330043380216638,False,Geometry,AIBR,0.05055215614001807,0.18385258994218445
MCL,0.13664960632652262,False,Geometry,AIBR,0.04720298361566183,0.18385258994218445
NSML,0.13757146567663842,False,Geometry,AIBR,0.046281124265546036,0.18385258994218445
M4,0.16375980661238004,False,Geometry,AIBR,0.02009278332980441,0.18385258994218445
M3R,0.1585442370613626,False,Geometry,AIBR,0.025308352880821866,0.18385258994218445
M3L,0.15462457690419049,False,Geometry,AIBR,0.029228013037993966,0.18385258994218445
IL2VL,0.15877801627451374,False,Geometry,AIBR,0.025074573667670713,0.18385258994218445
IL1R,0.19821146076774748,False,Geometry,AIBR,-0.01435887082556303,0.18385258994218445
OLLL,0.20178427786260206,False,Geometry,AIBR,-0.017931687920417605,0.18385258994218445
IL2L,0.19450939349274338,False,Geometry,AIBR,-0.010656803550558924,0.18385258994218445
URBR,0.21198105601102266,False,Geometry,AIBR,-0.028128466068838204,0.18385258994218445
OLLR,0.22013976923700698,False,Geometry,AIBR,-0.03628717929482253,0.18385258994218445
IL1DL,0.21920390245176774,False,Geometry,AIBR,-0.03535131250958329,0.18385258994218445
IL1DR,0.22855955112477735,False,Geometry,AIBR,-0.0447069611825929,0.18385258994218445
URYVR,0.20763093277689668,False,Geometry,AIBR,-0.023778342834712224,0.18385258994218445
IL2R,0.2028226238894273,False,Geometry,AIBR,-0.018970033947242837,0.18385258994218445
URYDL,0.2206623884606144,False,Geometry,AIBR,-0.03680979851842994,0.18385258994218445
IL1L,0.2008228917190457,False,Geometry,AIBR,-0.016970301776861235,0.18385258994218445
URBL,0.21536859531797684,False,Geometry,AIBR,-0.03151600537579238,0.18385258994218445
OLQDR,0.24794219345961044,False,Geometry,AIBR,-0.06408960351742599,0.18385258994218445
OLQDL,0.24349022438936654,False,Geometry,AIBR,-0.05963763444718209,0.18385258994218445
RMER,0.23866326843822194,False,Geometry,AIBR,-0.05481067849603749,0.18385258994218445
OLQVR,0.22576942617527615,False,Geometry,AIBR,-0.0419168362330917,0.18385258994218445
URYVL,0.21387053498029823,False,Geometry,AIBR,-0.03001794503811378,0.18385258994218445
RMED,0.26148320063614633,False,Geometry,AIBR,-0.07763061069396188,0.18385258994218445
RMEL,0.23424302994486057,False,Geometry,AIBR,-0.05039044000267612,0.18385258994218445
CEPVR,0.2288776393489705,False,Geometry,AIBR,-0.04502504940678606,0.18385258994218445
OLQVL,0.22757235024009154,False,Geometry,AIBR,-0.043719760297907084,0.18385258994218445
CEPVL,0.22506943959061468,False,Geometry,AIBR,-0.041216849648430226,0.18385258994218445
SAAVR,0.25217016202851683,False,Geometry,AIBR,-0.06831757208633238,0.18385258994218445
RID,0.257284033698224,False,Geometry,AIBR,-0.07343144375603955,0.18385258994218445
SMDVR,0.24704316991063294,False,Geometry,AIBR,-0.06319057996844848,0.18385258994218445
URXR,0.24761136119106697,False,Geometry,AIBR,-0.06375877124888252,0.18385258994218445
RIAR,0.24538721294867127,False,Geometry,AIBR,-0.06153462300648682,0.18385258994218445
AVAR,0.23830218974809367,False,Geometry,AIBR,-0.054449599805909216,0.18385258994218445
SAAVL,0.23880850827491337,False,Geometry,AIBR,-0.05495591833272892,0.18385258994218445
CEPDR,0.2448385021655504,False,Geometry,AIBR,-0.06098591222336594,0.18385258994218445
URXL,0.24238205773987961,False,Geometry,AIBR,-0.05852946779769516,0.18385258994218445
CEPDL,0.23496393167126753,False,Geometry,AIBR,-0.051111341729083076,0.18385258994218445
SMDDR,0.20028091107402135,False,Geometry,AIBR,-0.016428321131836898,0.18385258994218445
RMEV,0.20009608207458127,False,Geometry,AIBR,-0.016243492132396814,0.18385258994218445
RIAL,0.2256633493102689,False,Geometry,AIBR,-0.041810759368084455,0.18385258994218445
AVER,0.2159463741379933,True,Geometry,AIBR,-0.032093784195808855,0.18385258994218445
AWAR,0.20999445150833707,True,Geometry,AIBR,-0.026141861566152613,0.18385258994218445
SMDVL,0.21056088768656026,False,Geometry,AIBR,-0.026708297744375803,0.18385258994218445
AVAL,0.19156820459607352,False,Geometry,AIBR,-0.0077156146538890635,0.18385258994218445
RMDL,0.16974062890069,False,Geometry,AIBR,0.014111961041494453,0.18385258994218445
ASGR,0.1775621692905974,True,Geometry,AIBR,0.006290420651587053,0.18385258994218445
AVL,0.12083962523576042,False,Geometry,AIBR,0.06301296470642404,0.18385258994218445
AVEL,0.14719802488168482,False,Geometry,AIBR,0.03665456506049963,0.18385258994218445
ASGL,0.13984841876537749,False,Geometry,AIBR,0.04400417117680697,0.18385258994218445
ASHL,0.11555732796996195,False,Geometry,AIBR,0.0682952619722225,0.18385258994218445
AIBL,0.13381644115306215,False,Geometry,AIBR,0.0500361487891223,0.18385258994218445
AVHL,0.10369604344315791,False,Geometry,AIBR,0.08015654649902654,0.18385258994218445
AWBL,0.0908047240545226,False,Geometry,AIBR,0.09304786588766185,0.18385258994218445
RIVL,0.11419121253366898,False,Geometry,AIBR,0.06966137740851547,0.18385258994218445
AWCL,0.07528873792929434,False,Geometry,AIBR,0.10856385201289011,0.18385258994218445
SMDDL,0.050898277369001724,False,Geometry,AIBR,0.13295431257318274,0.18385258994218445
AVJR,0.09482541604889164,False,Geometry,AIBR,0.08902717389329282,0.18385258994218445
AIZL,0.08229098208077455,False,Geometry,AIBR,0.1015616078614099,0.18385258994218445
RIBL,0.05656994854269731,False,Geometry,AIBR,0.12728264139948714,0.18385258994218445
ASEL,0.056550439905945056,False,Geometry,AIBR,0.1273021500362394,0.18385258994218445
AVDR,0.07862841805011958,False,Geometry,AIBR,0.10522417189206487,0.18385258994218445
AVDL,0.053496774404312324,False,Geometry,AIBR,0.13035581553787212,0.18385258994218445
AVJL,0.07502162594566618,False,Geometry,AIBR,0.10883096399651827,0.18385258994218445
RIVR,0.061745489741792094,False,Geometry,AIBR,0.12210710020039237,0.18385258994218445
AIZR,0.039044871126272675,False,Geometry,AIBR,0.14480771881591178,0.18385258994218445
AUAR,-0.03176508645357729,False,Geometry,AIBR,0.21561767639576174,0.18385258994218445
AUAL,-0.016938976723632215,False,Geometry,AIBR,0.20079156666581666,0.18385258994218445
RICR,0.002947017739409547,False,Geometry,AIBR,0.1809055722027749,0.18385258994218445
RICL,-0.05754674706363136,False,Geometry,AIBR,0.2413993370058158,0.18385258994218445
M5,-0.07322607978317207,False,Geometry,AIBR,0.25707866972535653,0.18385258994218445
AIML,0.581377010495859,False,Geometry,AIBR,-0.39752442055367454,0.18385258994218445
AIMR,-0.12930548239239228,False,Geometry,AIBR,0.3131580723345767,0.18385258994218445
FLPL,-0.12665517326014192,False,Geometry,AIBR,0.31050776320232637,0.18385258994218445
ADEL,-0.1243054842350333,False,Geometry,AIBR,0.30815807417721774,0.18385258994218445
VB02,-0.15950096486354973,False,Geometry,AIBR,0.34335355480573415,0.18385258994218445
ADAL,-0.12978287773416766,False,Geometry,AIBR,0.3136354676763521,0.18385258994218445
I1R,0.12654542989026926,False,Geometry,ASGR,0.060061907418086896,0.18660733730835616
IL2DL,0.1502942843785214,False,Geometry,ASGR,0.03631305292983475,0.18660733730835616
I2R,0.13220869712648944,False,Geometry,ASGR,0.054398640181866714,0.18660733730835616
I3,0.15071461046658893,False,Geometry,ASGR,0.035892726841767225,0.18660733730835616
NSMR,0.13618047619109183,False,Geometry,ASGR,0.05042686111726433,0.18660733730835616
I2L,0.12873658015909092,False,Geometry,ASGR,0.057870757149265234,0.18660733730835616
MCL,0.1322956729472318,False,Geometry,ASGR,0.05431166436112436,0.18660733730835616
NSML,0.13304194107095715,False,Geometry,ASGR,0.053565396237399004,0.18660733730835616
M4,0.1603349841309956,False,Geometry,ASGR,0.02627235317736057,0.18660733730835616
M3R,0.1548214871944812,False,Geometry,ASGR,0.03178585011387497,0.18660733730835616
M3L,0.1503690680468877,False,Geometry,ASGR,0.03623826926146845,0.18660733730835616
IL2VL,0.15409920820400055,False,Geometry,ASGR,0.032508129104355604,0.18660733730835616
IL1R,0.1960030451573983,False,Geometry,ASGR,-0.009395707849042145,0.18660733730835616
OLLL,0.19985481253196485,False,Geometry,ASGR,-0.013247475223608696,0.18660733730835616
IL2L,0.19185028108900176,False,Geometry,ASGR,-0.005242943780645604,0.18660733730835616
URBR,0.2106652702017322,False,Geometry,ASGR,-0.024057932893376044,0.18660733730835616
OLLR,0.21969227294477905,False,Geometry,ASGR,-0.033084935636422896,0.18660733730835616
IL1DL,0.218741382679675,False,Geometry,ASGR,-0.03213404537131884,0.18660733730835616
IL1DR,0.2289004005420028,False,Geometry,ASGR,-0.04229306323364665,0.18660733730835616
URYVR,0.2051239712710196,False,Geometry,ASGR,-0.018516633962663454,0.18660733730835616
IL2R,0.19928213537783102,False,Geometry,ASGR,-0.012674798069474857,0.18660733730835616
URYDL,0.2200766632427392,False,Geometry,ASGR,-0.03346932593438304,0.18660733730835616
IL1L,0.19796579194551142,False,Geometry,ASGR,-0.011358454637155263,0.18660733730835616
URBL,0.21362948821968258,False,Geometry,ASGR,-0.027022150911326426,0.18660733730835616
OLQDR,0.24999549106840563,False,Geometry,ASGR,-0.06338815376004947,0.18660733730835616
OLQDL,0.24483960115640252,False,Geometry,ASGR,-0.05823226384804636,0.18660733730835616
RMER,0.23889301047172526,False,Geometry,ASGR,-0.0522856731633691,0.18660733730835616
OLQVR,0.22419113340183985,False,Geometry,ASGR,-0.037583796093483696,0.18660733730835616
URYVL,0.21098766142516331,False,Geometry,ASGR,-0.024380324116807156,0.18660733730835616
RMED,0.2656722781750415,False,Geometry,ASGR,-0.07906494086668536,0.18660733730835616
RMEL,0.23312132608196826,False,Geometry,ASGR,-0.0465139887736121,0.18660733730835616
CEPVR,0.22677059338730035,False,Geometry,ASGR,-0.04016325607894419,0.18660733730835616
OLQVL,0.2252531349699071,False,Geometry,ASGR,-0.038645797661550935,0.18660733730835616
CEPVL,0.22281541834441948,False,Geometry,ASGR,-0.03620808103606332,0.18660733730835616
SAAVR,0.2557575244082553,False,Geometry,ASGR,-0.06915018709989912,0.18660733730835616
RID,0.26416046869908216,False,Geometry,ASGR,-0.077553131390726,0.18660733730835616
SMDVR,0.2530937648214391,False,Geometry,ASGR,-0.06648642751308292,0.18660733730835616
URXR,0.25450503051403994,False,Geometry,ASGR,-0.06789769320568378,0.18660733730835616
RIAR,0.25073534258261765,False,Geometry,ASGR,-0.06412800527426149,0.18660733730835616
AVAR,0.24177733914582392,False,Geometry,ASGR,-0.05517000183746776,0.18660733730835616
SAAVL,0.24195200698836955,False,Geometry,ASGR,-0.05534466968001339,0.18660733730835616
CEPDR,0.25245083738914637,False,Geometry,ASGR,-0.06584350008079021,0.18660733730835616
URXL,0.2486900039624762,False,Geometry,ASGR,-0.062082666654120044,0.18660733730835616
CEPDL,0.2411555660955917,False,Geometry,ASGR,-0.05454822878723553,0.18660733730835616
SMDDR,0.1984571162137496,False,Geometry,ASGR,-0.011849778905393432,0.18660733730835616
RMEV,0.19893576110388236,False,Geometry,ASGR,-0.012328423795526205,0.18660733730835616
RIAL,0.22964719013205068,False,Geometry,ASGR,-0.04303985282369452,0.18660733730835616
AVER,0.2185878828024497,True,Geometry,ASGR,-0.03198054549409354,0.18660733730835616
AWAR,0.21656572065788704,True,Geometry,ASGR,-0.02995838334953088,0.18660733730835616
SMDVL,0.21652780150863274,False,Geometry,ASGR,-0.02992046420027658,0.18660733730835616
AVAL,0.19323555012277158,False,Geometry,ASGR,-0.006628212814415418,0.18660733730835616
RMDL,0.1708656946622129,False,Geometry,ASGR,0.01574164264614325,0.18660733730835616
AIBR,0.18542584928153652,True,Geometry,ASGR,0.0011814880268196382,0.18660733730835616
AVL,0.12064287077080608,False,Geometry,ASGR,0.06596446653755007,0.18660733730835616
AVEL,0.14916473889350396,False,Geometry,ASGR,0.0374425984148522,0.18660733730835616
ASGL,0.14378405697180757,False,Geometry,ASGR,0.042823280336548586,0.18660733730835616
ASHL,0.11836290103156663,False,Geometry,ASGR,0.06824443627678953,0.18660733730835616
AIBL,0.14266012682886428,False,Geometry,ASGR,0.04394721047949188,0.18660733730835616
AVHL,0.10713062098434901,False,Geometry,ASGR,0.07947671632400714,0.18660733730835616
AWBL,0.09306974816655049,False,Geometry,ASGR,0.09353758914180567,0.18660733730835616
RIVL,0.11961820375434128,False,Geometry,ASGR,0.06698913355401488,0.18660733730835616
AWCL,0.07731887579803731,False,Geometry,ASGR,0.10928846151031885,0.18660733730835616
SMDDL,0.05219166199207646,False,Geometry,ASGR,0.13441567531627968,0.18660733730835616
AVJR,0.10131810605339278,False,Geometry,ASGR,0.08528923125496338,0.18660733730835616
AIZL,0.08659552969369426,False,Geometry,ASGR,0.1000118076146619,0.18660733730835616
RIBL,0.05899909912474512,False,Geometry,ASGR,0.12760823818361103,0.18660733730835616
ASEL,0.05912777242134274,False,Geometry,ASGR,0.12747956488701342,0.18660733730835616
AVDR,0.08497618939815851,False,Geometry,ASGR,0.10163114791019764,0.18660733730835616
AVDL,0.056594427548683865,False,Geometry,ASGR,0.13001290975967228,0.18660733730835616
AVJL,0.08063629801587707,False,Geometry,ASGR,0.10597103929247909,0.18660733730835616
RIVR,0.06781475032443725,False,Geometry,ASGR,0.11879258698391891,0.18660733730835616
AIZR,0.04547144667556555,False,Geometry,ASGR,0.1411358906327906,0.18660733730835616
AUAR,-0.029611934913689797,False,Geometry,ASGR,0.21621927222204596,0.18660733730835616
AUAL,-0.0146665732157796,False,Geometry,ASGR,0.20127391052413576,0.18660733730835616
RICR,0.008254614954050462,False,Geometry,ASGR,0.1783527223543057,0.18660733730835616
RICL,-0.05471001822626113,False,Geometry,ASGR,0.24131735553461728,0.18660733730835616
M5,-0.06922951168225096,False,Geometry,ASGR,0.2558368489906071,0.18660733730835616
AIML,0.5686457461434151,False,Geometry,ASGR,-0.38203840883505896,0.18660733730835616
AIMR,-0.1260694133625814,False,Geometry,ASGR,0.3126767506709376,0.18660733730835616
FLPL,-0.12316784973833499,False,Geometry,ASGR,0.30977518704669116,0.18660733730835616
ADEL,-0.12065214184374799,False,Geometry,ASGR,0.30725947915210416,0.18660733730835616
VB02,-0.15646217691131473,False,Geometry,ASGR,0.3430695142196709,0.18660733730835616
ADAL,-0.1263789066592065,False,Geometry,ASGR,0.3129862439675627,0.18660733730835616
I1R,0.16562380752109349,False,Geometry,AVL,-0.06124804663428536,0.10437576088680812
IL2DL,0.18775307924013,False,Geometry,AVL,-0.08337731835332186,0.10437576088680812
I2R,0.17052908057266916,False,Geometry,AVL,-0.06615331968586104,0.10437576088680812
I3,0.18805353958094656,False,Geometry,AVL,-0.08367777869413844,0.10437576088680812
NSMR,0.17432043947573458,False,Geometry,AVL,-0.06994467858892646,0.10437576088680812
I2L,0.1691314356392151,False,Geometry,AVL,-0.06475567475240697,0.10437576088680812
MCL,0.1721115125035704,False,Geometry,AVL,-0.06773575161676228,0.10437576088680812
NSML,0.17326513491121082,False,Geometry,AVL,-0.06888937402440269,0.10437576088680812
M4,0.19789742974663765,False,Geometry,AVL,-0.09352166885982953,0.10437576088680812
M3R,0.19157944722328005,False,Geometry,AVL,-0.08720368633647192,0.10437576088680812
M3L,0.18965102804732187,False,Geometry,AVL,-0.08527526716051374,0.10437576088680812
IL2VL,0.1929475678778284,False,Geometry,AVL,-0.08857180699102028,0.10437576088680812
IL1R,0.22559025386144296,False,Geometry,AVL,-0.12121449297463484,0.10437576088680812
OLLL,0.231564253646372,False,Geometry,AVL,-0.1271884927595639,0.10437576088680812
IL2L,0.22566712726104157,False,Geometry,AVL,-0.12129136637423345,0.10437576088680812
URBR,0.23636304152731924,False,Geometry,AVL,-0.13198728064051113,0.10437576088680812
OLLR,0.243134921734633,False,Geometry,AVL,-0.13875916084782486,0.10437576088680812
IL1DL,0.24522789284553997,False,Geometry,AVL,-0.14085213195873186,0.10437576088680812
IL1DR,0.25065027186896305,False,Geometry,AVL,-0.14627451098215494,0.10437576088680812
URYVR,0.23283766482757953,False,Geometry,AVL,-0.1284619039407714,0.10437576088680812
IL2R,0.22866041004837978,False,Geometry,AVL,-0.12428464916157166,0.10437576088680812
URYDL,0.24648088030601106,False,Geometry,AVL,-0.14210511941920295,0.10437576088680812
IL1L,0.23036573286861986,False,Geometry,AVL,-0.12598997198181172,0.10437576088680812
URBL,0.24201536439535554,False,Geometry,AVL,-0.13763960350854743,0.10437576088680812
OLQDR,0.2630100415413833,False,Geometry,AVL,-0.1586342806545752,0.10437576088680812
OLQDL,0.2621720149618669,False,Geometry,AVL,-0.15779625407505876,0.10437576088680812
RMER,0.25430207950832456,False,Geometry,AVL,-0.14992631862151645,0.10437576088680812
OLQVR,0.24437578801073884,False,Geometry,AVL,-0.14000002712393073,0.10437576088680812
URYVL,0.23896390775637624,False,Geometry,AVL,-0.1345881468695681,0.10437576088680812
RMED,0.2684921017865336,False,Geometry,AVL,-0.1641163408997255,0.10437576088680812
RMEL,0.2528710097095025,False,Geometry,AVL,-0.14849524882269438,0.10437576088680812
CEPVR,0.2429217788774332,False,Geometry,AVL,-0.13854601799062505,0.10437576088680812
OLQVL,0.24504835305285022,False,Geometry,AVL,-0.1406725921660421,0.10437576088680812
CEPVL,0.23369932934494692,False,Geometry,AVL,-0.1293235684581388,0.10437576088680812
SAAVR,0.2466364805784154,False,Geometry,AVL,-0.14226071969160725,0.10437576088680812
RID,0.2509533159986618,False,Geometry,AVL,-0.14657755511185366,0.10437576088680812
SMDVR,0.2341163947138818,False,Geometry,AVL,-0.12974063382707368,0.10437576088680812
URXR,0.23480864621380873,False,Geometry,AVL,-0.1304328853270006,0.10437576088680812
RIAR,0.23414383144259404,False,Geometry,AVL,-0.12976807055578593,0.10437576088680812
AVAR,0.22752779588416486,False,Geometry,AVL,-0.12315203499735673,0.10437576088680812
SAAVL,0.23759003480860016,False,Geometry,AVL,-0.13321427392179203,0.10437576088680812
CEPDR,0.22890045144932283,False,Geometry,AVL,-0.12452469056251471,0.10437576088680812
URXL,0.23265856728048817,False,Geometry,AVL,-0.12828280639368006,0.10437576088680812
CEPDL,0.22515433085620573,False,Geometry,AVL,-0.1207785699693976,0.10437576088680812
SMDDR,0.1953367593648747,True,Geometry,AVL,-0.09096099847806659,0.10437576088680812
RMEV,0.19531311027605724,True,Geometry,AVL,-0.09093734938924912,0.10437576088680812
RIAL,0.2181270987096923,False,Geometry,AVL,-0.11375133782288417,0.10437576088680812
AVER,0.20084065375466648,False,Geometry,AVL,-0.09646489286785835,0.10437576088680812
AWAR,0.1873162529794445,False,Geometry,AVL,-0.08294049209263636,0.10437576088680812
SMDVL,0.1968270443814706,False,Geometry,AVL,-0.09245128349466249,0.10437576088680812
AVAL,0.1825499066683469,False,Geometry,AVL,-0.07817414578153876,0.10437576088680812
RMDL,0.15811844598295155,False,Geometry,AVL,-0.053742685096143425,0.10437576088680812
AIBR,0.15754717842331808,False,Geometry,AVL,-0.05317141753650996,0.10437576088680812
ASGR,0.15006715381583793,False,Geometry,AVL,-0.04569139292902981,0.10437576088680812
AVEL,0.13034224085853593,False,Geometry,AVL,-0.02596647997172781,0.10437576088680812
ASGL,0.11972263734252564,False,Geometry,AVL,-0.015346876455717515,0.10437576088680812
ASHL,0.09659016346437822,False,Geometry,AVL,0.007785597422429902,0.10437576088680812
AIBL,0.10172931178219004,False,Geometry,AVL,0.002646449104618087,0.10437576088680812
AVHL,0.08037811069119404,False,Geometry,AVL,0.02399765019561409,0.10437576088680812
AWBL,0.06861711662978139,False,Geometry,AVL,0.03575864425702674,0.10437576088680812
RIVL,0.08840781194799789,False,Geometry,AVL,0.015967948938810234,0.10437576088680812
AWCL,0.05363701241573258,False,Geometry,AVL,0.05073874847107555,0.10437576088680812
SMDDL,0.025482846074021466,True,Geometry,AVL,0.07889291481278665,0.10437576088680812
AVJR,0.05903911035790073,False,Geometry,AVL,0.045336650528907396,0.10437576088680812
AIZL,0.05666956733287327,False,Geometry,AVL,0.04770619355393486,0.10437576088680812
RIBL,0.030466623960851376,False,Geometry,AVL,0.07390913692595674,0.10437576088680812
ASEL,0.03179834896861293,False,Geometry,AVL,0.0725774119181952,0.10437576088680812
AVDR,0.042412980633879,False,Geometry,AVL,0.061962780252929124,0.10437576088680812
AVDL,0.027387497800091386,False,Geometry,AVL,0.07698826308671675,0.10437576088680812
AVJL,0.046153720055679755,False,Geometry,AVL,0.05822204083112837,0.10437576088680812
RIVR,0.024340967127400834,False,Geometry,AVL,0.0800347937594073,0.10437576088680812
AIZR,0.0011791405120264791,False,Geometry,AVL,0.10319662037478164,0.10437576088680812
AUAR,-0.06133772091478847,False,Geometry,AVL,0.1657134818015966,0.10437576088680812
AUAL,-0.04519096193170337,False,Geometry,AVL,0.1495667228185115,0.10437576088680812
RICR,-0.03509387213173159,False,Geometry,AVL,0.1394696330185397,0.10437576088680812
RICL,-0.08844705395189853,False,Geometry,AVL,0.19282281483870667,0.10437576088680812
M5,-0.10708866493558071,False,Geometry,AVL,0.21146442582238884,0.10437576088680812
AIML,0.3461602847685848,False,Geometry,AVL,-0.24178452388177668,0.10437576088680812
AIMR,-0.16585774424265173,False,Geometry,AVL,0.27023350512945987,0.10437576088680812
FLPL,-0.15996797811214133,False,Geometry,AVL,0.2643437389989495,0.10437576088680812
ADEL,-0.1578974013622129,False,Geometry,AVL,0.26227316224902103,0.10437576088680812
VB02,-0.19387957874825557,False,Geometry,AVL,0.2982553396350637,0.10437576088680812
ADAL,-0.16308545936200028,False,Geometry,AVL,0.2674612202488084,0.10437576088680812
I1R,0.1284304064744923,False,Geometry,AVEL,0.030552965688641104,0.1589833721631334
IL2DL,0.15180202640838594,False,Geometry,AVEL,0.007181345754747465,0.1589833721631334
I2R,0.13317050087550358,False,Geometry,AVEL,0.025812871287629824,0.1589833721631334
I3,0.1518450458136787,False,Geometry,AVEL,0.0071383263494547156,0.1589833721631334
NSMR,0.13705852870008187,False,Geometry,AVEL,0.02192484346305154,0.1589833721631334
I2L,0.13238310691129085,False,Geometry,AVEL,0.02660026525184256,0.1589833721631334
MCL,0.13521241122708275,False,Geometry,AVEL,0.02377096093605066,0.1589833721631334
NSML,0.13658362515216715,False,Geometry,AVEL,0.022399747010966253,0.1589833721631334
M4,0.1617624560362873,False,Geometry,AVEL,-0.002779083873153898,0.1589833721631334
M3R,0.1550887014613152,False,Geometry,AVEL,0.0038946707018182036,0.1589833721631334
M3L,0.15378215698830627,False,Geometry,AVEL,0.005201215174827134,0.1589833721631334
IL2VL,0.15789264758811836,False,Geometry,AVEL,0.0010907245750150507,0.1589833721631334
IL1R,0.1932489428998449,False,Geometry,AVEL,-0.03426557073671149,0.1589833721631334
OLLL,0.20190662625477143,False,Geometry,AVEL,-0.042923254091638025,0.1589833721631334
IL2L,0.19539124575129485,False,Geometry,AVEL,-0.036407873588161443,0.1589833721631334
URBR,0.20663427400707252,False,Geometry,AVEL,-0.04765090184393911,0.1589833721631334
OLLR,0.21502996196624394,False,Geometry,AVEL,-0.05604658980311053,0.1589833721631334
IL1DL,0.21849208418366767,False,Geometry,AVEL,-0.05950871202053426,0.1589833721631334
IL1DR,0.2247959752016092,False,Geometry,AVEL,-0.0658126030384758,0.1589833721631334
URYVR,0.20281553933820878,False,Geometry,AVEL,-0.043832167175075376,0.1589833721631334
IL2R,0.19805524533902716,False,Geometry,AVEL,-0.03907187317589375,0.1589833721631334
URYDL,0.22107917747985092,False,Geometry,AVEL,-0.06209580531671752,0.1589833721631334
IL1L,0.20196315137277304,False,Geometry,AVEL,-0.042979779209639635,0.1589833721631334
URBL,0.21747377365713355,False,Geometry,AVEL,-0.058490401494000144,0.1589833721631334
OLQDR,0.24378280026890436,False,Geometry,AVEL,-0.08479942810577096,0.1589833721631334
OLQDL,0.24321427361646933,False,Geometry,AVEL,-0.08423090145333592,0.1589833721631334
RMER,0.23245173374664338,False,Geometry,AVEL,-0.07346836158350997,0.1589833721631334
OLQVR,0.2205922518614076,False,Geometry,AVEL,-0.061608879698274194,0.1589833721631334
URYVL,0.21473664486098726,False,Geometry,AVEL,-0.05575327269785385,0.1589833721631334
RMED,0.2584753309790783,False,Geometry,AVEL,-0.09949195881594491,0.1589833721631334
RMEL,0.23842469730300175,False,Geometry,AVEL,-0.07944132513986835,0.1589833721631334
CEPVR,0.22511978037155478,False,Geometry,AVEL,-0.06613640820842137,0.1589833721631334
OLQVL,0.2291564167591007,False,Geometry,AVEL,-0.0701730445959673,0.1589833721631334
CEPVL,0.22544763813672217,False,Geometry,AVEL,-0.06646426597358876,0.1589833721631334
SAAVR,0.24542843412498025,False,Geometry,AVEL,-0.08644506196184684,0.1589833721631334
RID,0.25611444132210437,False,Geometry,AVEL,-0.09713106915897096,0.1589833721631334
SMDVR,0.23992784459329597,False,Geometry,AVEL,-0.08094447243016256,0.1589833721631334
URXR,0.2430505065726875,False,Geometry,AVEL,-0.0840671344095541,0.1589833721631334
RIAR,0.24069710709903974,False,Geometry,AVEL,-0.08171373493590633,0.1589833721631334
AVAR,0.2313958612270701,False,Geometry,AVEL,-0.07241248906393669,0.1589833721631334
SAAVL,0.2447765460516865,False,Geometry,AVEL,-0.08579317388855309,0.1589833721631334
CEPDR,0.2386946746592368,False,Geometry,AVEL,-0.07971130249610339,0.1589833721631334
URXL,0.24420334084851353,False,Geometry,AVEL,-0.08521996868538012,0.1589833721631334
CEPDL,0.23969503456745522,False,Geometry,AVEL,-0.08071166240432182,0.1589833721631334
SMDDR,0.19754555370083174,False,Geometry,AVEL,-0.03856218153769833,0.1589833721631334
RMEV,0.20006647785626192,False,Geometry,AVEL,-0.04108310569312851,0.1589833721631334
RIAL,0.23227422638712328,False,Geometry,AVEL,-0.07329085422398987,0.1589833721631334
AVER,0.21113422734244466,False,Geometry,AVEL,-0.052150855179311256,0.1589833721631334
AWAR,0.20477623484482338,False,Geometry,AVEL,-0.04579286268168997,0.1589833721631334
SMDVL,0.2180446400578275,False,Geometry,AVEL,-0.0590612678946941,0.1589833721631334
AVAL,0.20088671615321899,True,Geometry,AVEL,-0.04190334399008558,0.1589833721631334
RMDL,0.17845786972893643,True,Geometry,AVEL,-0.019474497565803023,0.1589833721631334
AIBR,0.17732433740882553,False,Geometry,AVEL,-0.01834096524569212,0.1589833721631334
ASGR,0.17405386578764687,False,Geometry,AVEL,-0.015070493624513459,0.1589833721631334
AVL,0.11954546554401545,False,Geometry,AVEL,0.03943790661911796,0.1589833721631334
ASGL,0.15028682132007196,False,Geometry,AVEL,0.008696550843061451,0.1589833721631334
ASHL,0.1274685984340847,False,Geometry,AVEL,0.031514773729048706,0.1589833721631334
AIBL,0.1348755909730467,False,Geometry,AVEL,0.02410778119008672,0.1589833721631334
AVHL,0.1140380113646322,False,Geometry,AVEL,0.04494536079850121,0.1589833721631334
AWBL,0.10110521155588319,True,Geometry,AVEL,0.05787816060725022,0.1589833721631334
RIVL,0.12328866992209725,False,Geometry,AVEL,0.03569470224103616,0.1589833721631334
