candidate_identity,mode,n_common_anchors,query_identity,query_record,reference_record,similarity
AIZL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.12065791638074995
RIBL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.09130714533669411
ASEL,Geometry,83,ASEL,2022-08-02-01,2022-06-14-13,0.09917266625470995
AVDR,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.09577043848423285
AVDL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.09220335729293719
AVJL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.1131670677775696
RIVR,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.08393597021404169
AIZR,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.06001462268230977
AUAR,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.005801014817190943
AUAL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.023106398627957506
RICR,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.027403075177551237
RICL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.015623365493182838
M5,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.02996692627597825
AIML,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,0.8086116860851866
AIMR,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.09431581963092839
FLPL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.0830935327487848
ADEL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.0811641738036951
VB02,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.11932042838550827
ADAL,Geometry,82,ASEL,2022-08-02-01,2022-06-14-13,-0.08704684494085915
I1R,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.0959402729078091
IL2DL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.11790304530303353
I2R,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.10142639610275106
I3,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.11846357033168041
NSMR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.10515926076921968
I2L,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.0979065942607874
MCL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.10121875774381653
NSML,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.10203245138602382
M4,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1278854564483313
M3R,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.12308713504871063
M3L,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.11876621105171634
IL2VL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.12311184218067009
IL1R,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.16433968743008898
OLLL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1676520241945988
IL2L,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.159993396244478
URBR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.17938942468429894
OLLR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.18815773448664347
IL1DL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.18655470099900004
IL1DR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.19715239868434695
URYVR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.17485795768860127
IL2R,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.16989253035494117
URYDL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1884536750368462
IL1L,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.16722144844985573
URBL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1833283342579635
OLQDR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.22015169300990728
OLQDL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.21480502772726273
RMER,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.2103756264709754
OLQVR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.19652570737577618
URYVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.18261875979286893
RMED,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.23883372610488965
RMEL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.20757272280800132
CEPVR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.20315254792347032
OLQVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.20112746175951252
CEPVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.20435634876538816
SAAVR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.2373270585045984
RID,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.2449569610593199
SMDVR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.23774874884993819
URXR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.23921560972170272
RIAR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.23576162132204276
AVAR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.22793598950436467
SAAVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.2260906409313913
CEPDR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.23854394519920494
URXL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.23426218266954932
CEPDL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.22836294347489022
SMDDR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.18855272450165225
RMEV,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.19043944460520562
RIAL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.21848156263553095
AVER,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.21115605850084457
AWAR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.21152555338850343
SMDVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.20938236240912597
AVAL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.18832787704528137
RMDL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.16952363203586557
AIBR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1855807076212133
ASGR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.18564868370944296
AVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.12685968545677184
AVEL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.15267203385159145
ASGL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.149022135479503
ASHL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.12541745871468488
AIBL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1509224104388618
AVHL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.11756152733732918
AWBL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.10449863761198176
RIVL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.12906111694033354
AWCL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.08917915452900729
SMDDL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.06650276233515968
AVJR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.1154101085164416
AIZL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.09891697698982951
RIBL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.07465145254271277
ASEL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.07408211742890494
AVDR,Geometry,83,AVDR,2022-08-02-01,2022-06-14-13,0.10548672554565301
AVDL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.07234988214635092
AVJL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.09481131217038165
RIVR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.08610066211855491
AIZR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.06352379001066868
AUAR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.008623042007050696
AUAL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.0060688396416706085
RICR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.028910506610391847
RICL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.0309440851442336
M5,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.04281916295505308
AIML,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,0.7702015810884485
AIMR,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.09835005989763632
FLPL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.09472888665798516
ADEL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.09167060932804924
VB02,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.12705799980511642
ADAL,Geometry,82,AVDR,2022-08-02-01,2022-06-14-13,-0.09688089990331951
I1R,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.08410685715914834
IL2DL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.10820573101689031
I2R,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.08786695884776599
I3,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.10759680326321841
NSMR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.09160840576347669
I2L,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.08860374653049506
MCL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.09103029746961297
NSML,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.09253708316949796
M4,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.11692797880872757
M3R,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.10920291044678457
M3L,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.10940797480312273
IL2VL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.11329285905522882
IL1R,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1484137838048989
OLLL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1608917949863875
IL2L,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.15421587558064412
URBR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.16333785250087426
OLLR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.17302833620670713
IL1DL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.17912865896804214
IL1DR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18485671678959548
URYVR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.15913112996103243
IL2R,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.15374131814592742
URYDL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18298172555788822
IL1L,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.16176436196573807
URBL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18013744415072314
OLQDR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.208492724441346
OLQDL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.20941637991549827
RMER,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.19412142131341995
OLQVR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18086765520941628
URYVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.17663045848362077
RMED,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.23105855326172287
RMEL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.20863917822818295
CEPVR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18998714513720644
OLQVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.19707946491099848
CEPVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1992137980262813
SAAVR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.22468191005038593
RID,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.2435954434776229
SMDVR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.22651217430509485
URXR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.2327380163631558
RIAR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.22806902095548018
AVAR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.21556336947608207
SAAVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.23483213585222645
CEPDR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.2299831678218381
URXL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.2385945565863491
CEPDL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.23807241503121904
SMDDR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18104543881495536
RMEV,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18655193809078188
RIAL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.2299882635185921
AVER,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.20267600724342374
AWAR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.20487838255712504
SMDVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.22517297725312002
AVAL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.2040925660288821
RMDL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18499099606936875
AIBR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.18061528098477295
ASGR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1828995300190282
AVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.12390238225876023
AVEL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1700242383753248
ASGL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1714785594981478
ASHL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1503742060956
AIBL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.15996251311942233
AVHL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.1401050362376831
AWBL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.12697599716964428
RIVL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.15058347118271986
AWCL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.11321528026876983
SMDDL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.08165661670008442
AVJR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.11363088015482467
AIZL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.12362062691404996
RIBL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.09390688472159013
ASEL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.09681936727538923
AVDR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.09809654247645798
AVDL,Geometry,83,AVDL,2022-08-02-01,2022-06-14-13,0.10016336295614552
AVJL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.11660938569543344
RIVR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.0869764045484883
AIZR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.062838319866174
AUAR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.008529540214044389
AUAL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.026633427186912847
RICR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.03032805688193971
RICL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.012013830847784023
M5,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.025603740867153033
AIML,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,0.8172136426861063
AIMR,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.090562029182138
FLPL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.07839141055910306
ADEL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.07629900553763942
VB02,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.11478575046996177
ADAL,Geometry,82,AVDL,2022-08-02-01,2022-06-14-13,-0.08223511682381866
I1R,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.07329019056507918
IL2DL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.09657647454468762
I2R,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.0769648547063568
I3,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.09608355165846053
NSMR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.08062349034766426
I2L,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.07778053087295503
MCL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.08008243669921988
NSML,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.08165126169096616
M4,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.10529990120819505
M3R,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.09795149017695469
M3L,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.09830662638150826
IL2VL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.10250627295575308
IL1R,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1370551857875113
OLLL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1494228790199141
IL2L,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.14294822167852403
URBR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.15206133844957234
OLLR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.16159543900676387
IL1DL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.16750768541857367
IL1DR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.17331467097367462
URYVR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.14832534589702412
IL2R,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.14328291081879405
URYDL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.17159120108585094
IL1L,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.15092696129447414
URBL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.16937891047183865
OLQDR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.19753642670920496
OLQDL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.19840955448324912
RMER,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.18376534885497425
OLQVR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.17097438904842363
URYVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1666472727375407
RMED,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.22107760806396068
RMEL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.19941543760030386
CEPVR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1816075401569939
OLQVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.18853066094502846
CEPVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1926421997894802
SAAVR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.21780586190125953
RID,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.23626588348163666
SMDVR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.22062148646084387
URXR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.22684891630486428
RIAR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.222399072893198
AVAR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.2103803826906672
SAAVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.2288116674927303
CEPDR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.22447264672937836
URXL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.2330200218383365
CEPDL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.2330452327476246
SMDDR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1775875051181232
RMEV,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.18337319421868092
RIAL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.22558068512600768
AVER,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.19960155439862967
AWAR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.2024820621318395
SMDVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.22217375269533937
AVAL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.20194436811239036
RMDL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1841976855171221
AIBR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1800897935119305
ASGR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.18271696190262737
AVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.12573961424859523
AVEL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.17092524346322427
ASGL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.1730150407193984
ASHL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.15274320062280614
AIBL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.16209712702512172
AVHL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.14367414770871875
AWBL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.13117664232777787
RIVL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.15293015402018084
AWCL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.11771637978110139
SMDDL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.08685317821315558
AVJR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.11747729843429759
AIZL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.12735099537865915
RIBL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.09981192918931876
ASEL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.10277881769276712
AVDR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.10256178275745804
AVDL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.10074821956049111
AVJL,Geometry,83,AVJL,2022-08-02-01,2022-06-14-13,0.12595558747132526
RIVR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.09213374330638242
AIZR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.06874455657411888
AUAR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.01701923419745389
AUAL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.03501849497630827
RICR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.03735674876562169
RICL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.00309839147348666
M5,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.016682270601707502
AIML,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,0.8598096754940918
AIMR,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.0802106467986493
FLPL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.06799935256955485
ADEL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.06579771827895291
VB02,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.10343417077901047
ADAL,Geometry,82,AVJL,2022-08-02-01,2022-06-14-13,-0.07158870638872761
I1R,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.11066080819443998
IL2DL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.13465615975710998
I2R,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.11615848827426173
I3,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.13492482330315125
NSMR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.12013135334620141
I2L,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.11324561389528799
MCL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.11663146074243122
NSML,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.11754658573706221
M4,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.14454930005695762
M3R,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.138934808989613
M3L,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.13508680150402574
IL2VL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1392111089281303
IL1R,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1810903266219952
OLLL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1863738970048278
IL2L,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1784038301964272
URBR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.19644921375120777
OLLR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.2058443721916075
IL1DL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.20584388840682183
IL1DR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.21575370043085082
URYVR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.19113772723904118
IL2R,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.18528996507650525
URYDL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.2078403143595009
IL1L,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.18530443106412703
URBL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.20215716262662242
OLQDR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.2385740119584152
OLQDL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.2342460903393995
RMER,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.22686397703975567
OLQVR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.212209117691382
URYVL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1998182118763367
RMED,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.25687363280119857
RMEL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.22521015944118192
CEPVR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.21710655958104855
OLQVL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.21692214804130908
CEPVL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.21690418802306288
SAAVR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24970268674284746
RID,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.26001505476396397
SMDVR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24873778118671788
URXR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.2511199265418951
RIAR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24728519238735056
AVAR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.23760590206584142
SAAVL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24038804545354514
CEPDR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24905398618447983
URXL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24744721684857668
CEPDL,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.24124507318635524
SMDDR,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1954207417784656
RMEV,Geometry,82,RIVR,2022-08-02-01,2022-06-14-13,0.1973663314477264
