dataset,fold,test_animal_id,duration_key,position,requested_duration_seconds,actual_start_seconds,actual_duration_seconds,raw_frames,window_frames,sampling_rate_hz
atanas,4,2023-01-10-07,15s,start,15,0.0,15.050472594390158,1615,25,1.6666142153568853
atanas,4,2023-01-10-07,15s,middle,15,478.86503581830766,14.425453097734135,1615,24,1.6666142153568853
atanas,4,2023-01-10-07,15s,end,15,957.1050520030549,14.450453845842276,1615,24,1.6666142153568853
atanas,4,2023-01-10-07,30s,start,30,0.0,30.075944365991745,1615,50,1.6666142153568853
atanas,4,2023-01-10-07,30s,middle,30,471.0216077171499,30.094126855547074,1615,50,1.6666142153568853
atanas,4,2023-01-10-07,30s,end,30,942.0682164443424,29.487289404554758,1615,49,1.6666142153568853
atanas,4,2023-01-10-07,60s,start,60,0.0,60.17688959726365,1615,100,1.6666142153568853
atanas,4,2023-01-10-07,60s,middle,60,455.98931759560946,60.151888697000686,1615,100,1.6666142153568853
atanas,4,2023-01-10-07,60s,end,60,911.9786352894735,59.576870559423696,1615,99,1.6666142153568853
atanas,4,2023-01-10-07,120s,start,120,0.0,120.31968710717047,1615,200,1.6666142153568853
atanas,4,2023-01-10-07,120s,middle,120,425.93837402411737,120.30377731128829,1615,200,1.6666142153568853
atanas,4,2023-01-10-07,120s,end,120,851.831746721291,119.72375912760617,1615,199,1.6666142153568853
atanas,4,2023-01-10-07,240s,start,240,0.0,240.03253692545695,1615,399,1.6666142153568853
atanas,4,2023-01-10-07,240s,middle,240,366.3615033309907,239.43251797911944,1615,398,1.6666142153568853
atanas,4,2023-01-10-07,240s,end,240,732.1229880043538,239.43251784454333,1615,398,1.6666142153568853
atanas,4,2023-01-10-07,480s,start,480,0.0,480.0650735900854,1615,798,1.6666142153568853
atanas,4,2023-01-10-07,480s,middle,480,246.05772597843315,480.06507350172615,1615,798,1.6666142153568853
atanas,4,2023-01-10-07,480s,end,480,492.0904511989793,479.4650546499179,1615,797,1.6666142153568853
atanas,4,2023-01-10-07,900s,start,900,0.0,900.5582767828018,1615,1497,1.6666142153568853
atanas,4,2023-01-10-07,900s,middle,900,36.101133602904156,899.955341027875,1615,1496,1.6666142153568853
atanas,4,2023-01-10-07,900s,end,900,71.60224821639713,899.9532576325,1615,1496,1.6666142153568853
atanas,4,2023-01-10-07,full,full,,0.0,971.5555058488972,1615,1615,1.6666142153568853
atanas,4,2023-01-10-14,15s,start,15,0.0,15.058654822874814,1615,25,1.6666142510876734
atanas,4,2023-01-10-14,15s,middle,15,478.8491263499018,14.434544151066802,1615,24,1.6666142510876734
atanas,4,2023-01-10-14,15s,end,15,957.0557325429982,14.467954187537543,1615,24,1.6666142510876734
atanas,4,2023-01-10-14,30s,start,30,0.0,30.069126083632,1615,50,1.6666142510876734
atanas,4,2023-01-10-14,30s,middle,30,471.032971837325,30.075944438693114,1615,50,1.6666142510876734
atanas,4,2023-01-10-14,30s,end,30,942.0523067861795,29.47137994435616,1615,49,1.6666142510876734
atanas,4,2023-01-10-14,60s,start,60,0.0,60.15643436391838,1615,100,1.6666142510876734
atanas,4,2023-01-10-14,60s,middle,60,455.98249924217816,60.16779842367396,1615,100,1.6666142510876734
atanas,4,2023-01-10-14,60s,end,60,911.9893174143508,59.53436931618489,1615,99,1.6666142510876734
atanas,4,2023-01-10-14,120s,start,120,0.0,120.2969591858564,1615,200,1.6666142510876734
atanas,4,2023-01-10-14,120s,middle,120,425.9065548937069,120.31741420261096,1615,200,1.6666142510876734
atanas,4,2023-01-10-14,120s,end,120,851.8062913331669,119.71739539736882,1615,199,1.6666142510876734
atanas,4,2023-01-10-14,240s,start,240,0.0,240.01889988488983,1615,399,1.6666142510876734
atanas,4,2023-01-10-14,240s,middle,240,366.3524122647941,239.43479074141942,1615,398,1.6666142510876734
atanas,4,2023-01-10-14,240s,end,240,732.116169557441,239.40751717309467,1615,398,1.6666142510876734
atanas,4,2023-01-10-14,480s,start,480,0.0,480.0582551595289,1615,798,1.6666142510876734
atanas,4,2023-01-10-14,480s,middle,480,246.04090705909766,480.05007345834747,1615,798,1.6666142510876734
atanas,4,2023-01-10-14,480s,end,480,492.08363285730593,479.4400538732298,1615,797,1.6666142510876734
atanas,4,2023-01-10-14,900s,start,900,0.0,900.5464582759887,1615,1497,1.6666142510876734
atanas,4,2023-01-10-14,900s,middle,900,36.094315336085856,899.9328024125425,1615,1496,1.6666142510876734
atanas,4,2023-01-10-14,900s,end,900,71.57042915478814,899.9532575757476,1615,1496,1.6666142510876734
atanas,4,2023-01-10-14,full,full,,0.0,971.5236867305357,1615,1615,1.6666142510876734
atanas,4,2023-03-07-01,15s,start,15,0.0,15.050472749397159,1600,25,1.6666142552912955
atanas,4,2023-03-07-01,15s,middle,15,474.03988447692245,15.04138164082542,1600,25,1.6666142552912955
atanas,4,2023-03-07-01,15s,end,15,948.0684050573036,14.486818181350827,1600,24,1.6666142552912955
atanas,4,2023-03-07-01,30s,start,30,0.0,30.0759445768781,1600,50,1.6666142552912955
atanas,4,2023-03-07-01,30s,middle,30,466.8146575866267,29.47592572728172,1600,49,1.6666142552912955
atanas,4,2023-03-07-01,30s,end,30,933.0542970816605,29.500926156993955,1600,49,1.6666142552912955
atanas,4,2023-03-07-01,60s,start,60,0.0,60.14507060311735,1600,100,1.6666142552912955
atanas,4,2023-03-07-01,60s,middle,60,451.80964110186324,59.53141468996182,1600,99,1.6666142552912955
atanas,4,2023-03-07-01,60s,end,60,902.9933534115553,59.561869827099144,1600,99,1.6666142552912955
atanas,4,2023-03-07-01,120s,start,120,0.0,120.2787768500857,1600,200,1.6666142552912955
atanas,4,2023-03-07-01,120s,middle,120,421.7132414467633,119.70375865930691,1600,199,1.6666142552912955
atanas,4,2023-03-07-01,120s,end,120,842.8014632682316,119.75375997042283,1600,199,1.6666142552912955
atanas,4,2023-03-07-01,240s,start,240,0.0,240.01208181865513,1600,399,1.6666142552912955
atanas,4,2023-03-07-01,240s,middle,240,361.5613528061658,240.00753607368097,1600,399,1.6666142552912955
atanas,4,2023-03-07-01,240s,end,240,723.1227055126801,239.43251772597432,1600,398,1.6666142552912955
atanas,4,2023-03-07-01,480s,start,480,0.0,480.0650736656971,1600,798,1.6666142552912955
atanas,4,2023-03-07-01,480s,middle,480,241.83259357046336,480.0400729891844,1600,798,1.6666142552912955
atanas,4,2023-03-07-01,480s,end,480,483.065167915076,479.4900553235784,1600,797,1.6666142552912955
atanas,4,2023-03-07-01,900s,start,900,0.0,900.5555494087748,1600,1497,1.6666142552912955
atanas,4,2023-03-07-01,900s,middle,900,31.300982917193323,900.5282758083194,1600,1497,1.6666142552912955
atanas,4,2023-03-07-01,900s,end,900,62.55650982353836,899.9987134151161,1600,1496,1.6666142552912955
atanas,4,2023-03-07-01,full,full,,0.0,962.5552232386544,1600,1600,1.6666142552912955
atanas,4,2022-06-14-13,15s,start,15,0.0,15.025471867451415,1600,25,1.6666142036756664
atanas,4,2022-06-14-13,15s,middle,15,474.0262476805474,15.04365413454434,1600,25,1.6666142036756664
atanas,4,2022-06-14-13,15s,end,15,948.1002239329064,14.404997867641214,1600,24,1.6666142036756664
atanas,4,2022-06-14-13,30s,start,30,0.0,30.07594454926948,1600,50,1.6666142036756664
atanas,4,2022-06-14-13,30s,middle,30,466.8282943758204,29.46228869211336,1600,49,1.6666142036756664
atanas,4,2022-06-14-13,30s,end,30,933.0542969430935,29.450924857454083,1600,49,1.6666142036756664
atanas,4,2022-06-14-13,60s,start,60,0.0,60.14507026017964,1600,100,1.6666142036756664
atanas,4,2022-06-14-13,60s,middle,60,451.7982769859991,59.5427785927277,1600,99,1.6666142036756664
atanas,4,2022-06-14-13,60s,end,60,902.9533518529097,59.5518699476379,1600,99,1.6666142036756664
atanas,4,2022-06-14-13,120s,start,120,0.0,120.32877813435698,1600,200,1.6666142036756664
atanas,4,2022-06-14-13,120s,middle,120,421.6996046659988,119.7173953939382,1600,199,1.6666142036756664
atanas,4,2022-06-14-13,120s,end,120,842.8014630499965,119.70375875055106,1600,199,1.6666142036756664
atanas,4,2022-06-14-13,240s,start,240,0.0,240.03253680460693,1600,399,1.6666142036756664
atanas,4,2022-06-14-13,240s,middle,240,361.53635193581795,240.0325367156329,1600,399,1.6666142036756664
atanas,4,2022-06-14-13,240s,end,240,723.0877042083994,239.41751759214822,1600,398,1.6666142036756664
atanas,4,2022-06-14-13,480s,start,480,0.0,480.040072881995,1600,798,1.6666142036756664
atanas,4,2022-06-14-13,480s,middle,480,241.83259326527332,479.45755485519476,1600,797,1.6666142036756664
atanas,4,2022-06-14-13,480s,end,480,483.06516787133296,479.4400539292146,1600,797,1.6666142036756664
atanas,4,2022-06-14-13,900s,start,900,0.0,900.5582768068743,1600,1497,1.6666142036756664
atanas,4,2022-06-14-13,900s,middle,900,31.27598212799785,900.5532764532727,1600,1497,1.6666142036756664
atanas,4,2022-06-14-13,900s,end,900,62.576964830364886,899.9282569701827,1600,1496,1.6666142036756664
atanas,4,2022-06-14-13,full,full,,0.0,962.5052218005476,1600,1600,1.6666142036756664
atanas,4,2023-01-05-18,15s,start,15,0.0,15.03456279465172,1615,25,1.666614213780527
atanas,4,2023-01-05-18,15s,middle,15,478.84912612635526,14.436817099762266,1615,24,1.666614213780527
