dataset,fold,test_animal_id,duration_key,position,requested_duration_seconds,actual_start_seconds,actual_duration_seconds,raw_frames,window_frames,sampling_rate_hz
rld,3,20240902-15-36-41,15s,start,15,0.0,15.359695999999971,1500,16,1.0416872833941824
rld,3,20240902-15-36-41,15s,middle,15,713.2658830000001,14.399714999999901,1500,15,1.0416872833941824
rld,3,20240902-15-36-41,15s,end,15,1425.571785,14.399715000000015,1500,15,1.0416872833941824
rld,3,20240902-15-36-41,30s,start,30,0.0,30.719391999999974,1500,32,1.0416872833941824
rld,3,20240902-15-36-41,30s,middle,30,705.5860350000002,29.759410999999886,1500,31,1.0416872833941824
rld,3,20240902-15-36-41,30s,end,30,1410.212089,29.759411,1500,31,1.0416872833941824
rld,3,20240902-15-36-41,60s,start,60,0.0,60.47880299999998,1500,63,1.0416872833941824
rld,3,20240902-15-36-41,60s,middle,60,690.226339,60.47880299999997,1500,63,1.0416872833941824
rld,3,20240902-15-36-41,60s,end,60,1380.452678,59.518822,1500,62,1.0416872833941824
rld,3,20240902-15-36-41,120s,start,120,0.0,120.95760599999998,1500,126,1.0416872833941824
rld,3,20240902-15-36-41,120s,middle,120,660.466928,119.99762500000008,1500,125,1.0416872833941824
rld,3,20240902-15-36-41,120s,end,120,1319.9738750000001,119.99762499999997,1500,125,1.0416872833941824
rld,3,20240902-15-36-41,240s,start,240,0.0,240.955231,1500,251,1.0416872833941824
rld,3,20240902-15-36-41,240s,middle,240,599.9881250000001,240.95523100000003,1500,251,1.0416872833941824
rld,3,20240902-15-36-41,240s,end,240,1199.9762500000002,239.99524999999994,1500,250,1.0416872833941824
rld,3,20240902-15-36-41,480s,start,480,0.0,480.95048099999997,1500,501,1.0416872833941824
rld,3,20240902-15-36-41,480s,middle,480,479.9905,480.9504810000001,1500,501,1.0416872833941824
rld,3,20240902-15-36-41,480s,end,480,959.9810000000001,479.9905,1500,500,1.0416872833941824
rld,3,20240902-15-36-41,900s,start,900,0.0,900.4621780000001,1500,938,1.0416872833941824
rld,3,20240902-15-36-41,900s,middle,900,270.714642,899.5021970000001,1500,937,1.0416872833941824
rld,3,20240902-15-36-41,900s,end,900,540.4693030000001,899.502197,1500,937,1.0416872833941824
rld,3,20240902-15-36-41,full,full,,0.0,1439.9715,1500,1500,1.0416872833941824
rld,3,20221106-21-47-31,15s,start,15,0.0,15.359393356323249,1000,16,1.0417078089489051
rld,3,20221106-21-47-31,15s,middle,15,473.26130779170984,14.399431271553055,1000,15,1.0417078089489051
rld,3,20221106-21-47-31,15s,end,15,945.5626534986495,14.399431271553055,1000,15,1.0417078089489051
rld,3,20221106-21-47-31,30s,start,30,0.0,30.718786712646487,1000,32,1.0417078089489051
rld,3,20221106-21-47-31,30s,middle,30,465.5816111135482,29.758824627876322,1000,31,1.0417078089489051
rld,3,20221106-21-47-31,30s,end,30,930.2032601423264,29.75882462787621,1000,31,1.0417078089489051
rld,3,20221106-21-47-31,60s,start,60,0.0,60.47761134052277,1000,63,1.0417078089489051
rld,3,20221106-21-47-31,60s,middle,60,450.222217757225,60.47761134052274,1000,63,1.0417078089489051
rld,3,20221106-21-47-31,60s,end,60,900.44443551445,59.51764925575259,1000,62,1.0417078089489051
rld,3,20221106-21-47-31,120s,start,120,0.0,120.95522268104554,1000,126,1.0417078089489051
rld,3,20221106-21-47-31,120s,middle,120,420.46339312934873,119.99526059627533,1000,125,1.0417078089489051
rld,3,20221106-21-47-31,120s,end,120,839.9668241739273,119.99526059627527,1000,125,1.0417078089489051
rld,3,20221106-21-47-31,240s,start,240,0.0,240.95048327732084,1000,251,1.0417078089489051
rld,3,20221106-21-47-31,240s,middle,240,359.98578178882593,240.95048327732093,1000,251,1.0417078089489051
rld,3,20221106-21-47-31,240s,end,240,719.971563577652,239.9905211925506,1000,250,1.0417078089489051
rld,3,20221106-21-47-31,480s,start,480,0.0,480.9410044698715,1000,501,1.0417078089489051
rld,3,20221106-21-47-31,480s,middle,480,239.99052119255063,480.94100446987153,1000,501,1.0417078089489051
